question,answer,comment,instruction
好,"こう,よしみ","~が好きだ(like, be fond of)
お好み対局(friendly game)
好型を崩す歩(pawn demolishing the good shape (e.g. shooten no fu))
好形(good shape)
好機に(at the right moment, when the opportunity arrives)
好調に(favourably, smoothly)
絶好の一手(the best move)",Guess the reading for kanji occuring in a shogi term
対,"たい,つい","~に対して(against --, in answer to)
お好み対局(friendly game)
公開対局(public game)
反対(-)(resistance)
対抗(-)(resistance)
応対する(deal with, respond to)
指導対局(teaching game, simultaneous game)
玉と飛車は反対の位置へ(Move king and rook to opposite squares)
絶対手(forced move)
練習対局(pr",Guess the reading for kanji occuring in a shogi term
応,"おう","~に応じて(in reponse to)
応じる；応える(answer, respond)
応対する(deal with, respond to)
応戦する(accept the challenge)
手応(answer)",Guess the reading for kanji occuring in a shogi term
丁,"ちょう,てい,ひのと","~丁(counter for rooks)
丁寧な(careful)",Guess the reading for kanji occuring in a shogi term
名,"な,めい","~世名人(-- Lifetime Meijin (hon. title, nowadays awarded after winning the Meijin title five times))
一世名人(First Lifetime Meijin (Ohashi Sokei, 1555-1634))
前名人(former meijin)
名将戦((1964-1978))
名誉名人(honorary meijin)
女流名人位戦(Women's Meijin Match (1974))
実力名人",Guess the reading for kanji occuring in a shogi term
人,"じん,と,にん,ヒト,ひと","~世名人(-- Lifetime Meijin (hon. title, nowadays awarded after winning the Meijin title five times))
一世名人(First Lifetime Meijin (Ohashi Sokei, 1555-1634))
前名人(former meijin)
名誉名人(honorary meijin)
女流名人位戦(Women's Meijin Match (1974))
実力名人制(Real Strength M",Guess the reading for kanji occuring in a shogi term
世,"せい,よ","~世名人(-- Lifetime Meijin (hon. title, nowadays awarded after winning the Meijin title five times))
一世名人(First Lifetime Meijin (Ohashi Sokei, 1555-1634))
将棋世界((monthly))",Guess the reading for kanji occuring in a shogi term
出,"しゅつ,で","~出す((verb)-out)
アブリ出し曲詰(Invisible Ink Composition (mating diagr. shows a figure or letter))
上部脱出(escape up the board)
出る；出す(go out; send out (vi; vt))
出動(-)(mobilization, action)
救出(-)(rescue, deliverance)
脱出(-)(escape (n))
追い出す；追いやる(chase off)
退出する(",Guess the reading for kanji occuring in a shogi term
取,"しゅ,とり,どり","~取り(threat to capture-, fork)
5筋位取り(Central Vanguard Pawn)
タダで取る(simply capture (and gain a piece))
ネコの縦歩取り(the Cat's Rook on Pawn)
両取り(fork)
両取り逃げるに及ばず(Don't run from a fork)
両取り逃げるべからず(Don't run from a fork)
命取の(fatal)
変則横歩取り(Irregular Side Pawn)
横",Guess the reading for kanji occuring in a shogi term
型,"かた,がた","~型(-- system, -- position)
~型(-formation, -line)
凹凸型(Hump-Slump System)
同型矢倉(Symmetrical Yagura)
好型を崩す歩(pawn demolishing the good shape (e.g. shooten no fu))
実戦型詰(actual game type problem)
構想型詰(ideal type problem (opp. of actual game type))
陣型図式(Orig",Guess the reading for kanji occuring in a shogi term
式,"しき","~式(-systems, -style)
公式棋戦(formal (title) match)
升田式向飛車(Masuda Style Opposing Rook)
古典図式(classic problem)
小駒図式(Minor Pieces Problem)
無仕掛図式(No Foothold Problem (attacking side has no pieces on the board; extreme version is the Naked King))
無掛図式(id.)
無防",Guess the reading for kanji occuring in a shogi term
枚,"ひら,ビラ,びら,まい","~枚(counter for pieces)
二枚換え(two-for-one, exchanging one (major) piece for two (minor) pieces)
二枚換えなら歩ともせよ(Take two pieces for one even if they are pawns)
二枚落ち(two piece handicap)
二枚金(Double-Gold)
四枚美濃(Four Generals Mino)
手一枚(using all pieces in hand)",Guess the reading for kanji occuring in a shogi term
様,"さま,ざま,ためし,よう","~様(position, shape of --)",Guess the reading for kanji occuring in a shogi term
流,"りゅう,る","~流(-style, -school, way of-)
原田流穴熊(Harada Style Bear-in-the-Hole)
女(流)殺しドッカン飛車(Lady Killer Rushing Rook)
女流名人位戦(Women's Meijin Match (1974))
女流王位戦(Women's Oi Match (1989))
女流王将戦(Women's Osho Match (1978))
女流育成会(Women's Training Association)
山田流(Yamad",Guess the reading for kanji occuring in a shogi term
落,"オチ,おち","~落ち(-handicap)
二枚落ち(two piece handicap)
平香交落(alternating even game with lance handicap (obs.))
玉は下段に落とせ(Drive the king to the back rank)
落ちる；落とす(come down; bring down (vi; vt))
陥落(-)(degradation; fall; defeat)
駒落戦(handicap game)",Guess the reading for kanji occuring in a shogi term
込,"コミ,こみ","~込む((verb)-in)
クサビを打ち込む(drive in a wedge)
閉め込む(shut in)",Guess the reading for kanji occuring in a shogi term
５,"い,いつ,ご","５三のと金に負けなし(A tokin on 5c cannot lose)
５五の位は天王山(The 5e vanguard pawn is the Tenno Mountain)
角換わり将棋に５筋を突くな(In the Bishop Exchange, don't push the central pawn)",Guess the reading for kanji occuring in a shogi term
金 (part of term),"かな,かね,きん,こがね","５三のと金に負けなし(A tokin on 5c cannot lose)
しかり(叱り)の金(reproving gold (chasing off a major piece that gave check, thus gaining a tempo))
しばりの金(squeezing gold)
たこ金(Kite Gold (Masuda`s counter against the Twisting Rook))
と金のおそ早(The tokin is faster than you th",Guess the reading for kanji occuring in a shogi term
三,"サン,さん,み","５三のと金に負けなし(A tokin on 5c cannot lose)
三,四,五冠王(holding 3, 4, 5 titles)
三代伊藤宗看(Ito Sokan III (7th Meijin) (1706-1761))
三手一組(a three move combination)
三桂あれば詰まぬことなし(With three knights in hand, there must be a mate)
三歩持ったら継ぎ歩と端攻め(With three pawns in hand,",Guess the reading for kanji occuring in a shogi term
負,"おい,ふ","５三のと金に負けなし(A tokin on 5c cannot lose)
作戦負け(strategical loss)
勝負士(professional player)
勝負手(an interesting move in a disadvantageous position on which one wagers the outcome of the game)
勝負手(the game move (interesting move in a disadvantageous position",Guess the reading for kanji occuring in a shogi term
位 (part of term),"い,くらい","５五の位は天王山(The 5e vanguard pawn is the Tenno Mountain)
5筋位取り(Central Vanguard Pawn)
A級順位戦(A-class Ranking Match (winner becomes Meijin challenger) (professional dan grades, from 4th to 9th dan are determined by the various Ranking Matches))
IBM杯順位戦昇級者(",Guess the reading for kanji occuring in a shogi term
五,"い,いつ,ウー,ご","５五の位は天王山(The 5e vanguard pawn is the Tenno Mountain)
三,四,五冠王(holding 3, 4, 5 titles)",Guess the reading for kanji occuring in a shogi term
王 (part of term),"おう,おおきみ,おおぎみ","５五の位は天王山(The 5e vanguard pawn is the Tenno Mountain)
三,四,五冠王(holding 3, 4, 5 titles)
両王手(double check)
天王戦((1985))
女流王位戦(Women's Oi Match (1989))
女流王将戦(Women's Osho Match (1978))
新人王戦(New Stars' King (1970))
棋王戦((1974))
準王手飛車(indirect fork on king an",Guess the reading for kanji occuring in a shogi term
天,"あま,あめ,てん","５五の位は天王山(The 5e vanguard pawn is the Tenno Mountain)
天地まさ(Heaven-and-Earth grain)
天守閣美濃(Castle Tower Mino)
天王戦((1985))
天竺将棋(Tenjiku (Indian) Shogi (16x16 board, 156 pieces))",Guess the reading for kanji occuring in a shogi term
山,"さん,ざん,むれ,やま","５五の位は天王山(The 5e vanguard pawn is the Tenno Mountain)
山田流(Yamada System)",Guess the reading for kanji occuring in a shogi term
筋 (part of term),"きん,スジ,すじ","5筋位取り(Central Vanguard Pawn)
うますぎる読み筋には注意せよ(Take heed of too skillful lines)
なまくら筋違角(Blunt Wrong Diagonal Bishop)
はまり筋(trap)
一筋~九筋(1st file - 9th file)
切れ筋(failed move, failed tactics)
寄り筋(endgame tesuji (bringing the king near mate))
狙い筋(the move or",Guess the reading for kanji occuring in a shogi term
級 (part of term),"きゅう","A級順位戦(A-class Ranking Match (winner becomes Meijin challenger) (professional dan grades, from 4th to 9th dan are determined by the various Ranking Matches))
IBM杯順位戦昇級者(IBM Cup Battle of the Ranking)
一級~九級(1st-9th kyu (player) (lower grades))
昇級(-)(pr",Guess the reading for kanji occuring in a shogi term
順 (part of term),"じゅん,ずん","A級順位戦(A-class Ranking Match (winner becomes Meijin challenger) (professional dan grades, from 4th to 9th dan are determined by the various Ranking Matches))
IBM杯順位戦昇級者(IBM Cup Battle of the Ranking)
手順前後(reverse order of moves (usually wrong))
本手順(th",Guess the reading for kanji occuring in a shogi term
杯,"さかずき,さかづき,つき,はい,はた","IBM杯順位戦昇級者(IBM Cup Battle of the Ranking)
NHK杯争奪戦(NHK (Nihon Hoosoo Kai) Cup (1951))
富士通杯アマ.プロトーナメント戦(Fujitsu Cup Amateur-ProTournament (1989))",Guess the reading for kanji occuring in a shogi term
者,"しゃ,もの,もん","IBM杯順位戦昇級者(IBM Cup Battle of the Ranking)
タイトル保持者(title holder)",Guess the reading for kanji occuring in a shogi term
詰,"つめ,づめ","アブリ出し曲詰(Invisible Ink Composition (mating diagr. shows a figure or letter))
たすき詰(X Tsume (mating diagr. shows X-shape; tasuki, a cord used for tucking up kimono sleeves))
三桂あれば詰まぬことなし(With three knights in hand, there must be a mate)
不詰((there is) no",Guess the reading for kanji occuring in a shogi term
曲,"きょく,クセ,くせ,くま,まが","アブリ出し曲詰(Invisible Ink Composition (mating diagr. shows a figure or letter))
曲詰(mate composition)
盤面曲詰(Board Composition (problem diagr. shows a character, figure or letter))",Guess the reading for kanji occuring in a shogi term
場,"じょう,ば","いき場(place to go to)
将棋道場(Shogi playing hall)
投げ場(point of resigning)
攻めの足場を残せ(Keep the foothold for the attack)
逃げ場の先着(arriving first at the loophole (by sacrificing a piece letting the opponent plug up the king's escape route))
飛角の捨て場肝腎なり(Don't be a",Guess the reading for kanji occuring in a shogi term
味 (part of term),"あじ,み","イヤ（嫌）な味(unpleasant, nasty aji)
不気味な(ominous, uncanny)
味の良い(having good aji)
味消し(elimiating aji)",Guess the reading for kanji occuring in a shogi term
嫌,"イヤ,いや,や","イヤ（嫌）な味(unpleasant, nasty aji)
嫌いな(unpleasant)",Guess the reading for kanji occuring in a shogi term
目,"め,もく","うき目を見る(have trouble)
ダメ(駄目)な(bad)
まさ(目)(straight grain)
一段目~九段目(1st rank - 9th rank)
勝目（なし）((there are no) chances of winning)
攻めない将棋に勝目なし(Without attack, there is no chance of winning)
注意(-), 注目(-)(attention)
目障りな(very ugly)",Guess the reading for kanji occuring in a shogi term
見,"けん,み","うき目を見る(have trouble)
敵飛の位置を見て自玉を囲え(Castle your king after seeing where the rook moves to)
発見(-)(discovery)
見つかる；見つける(be found, discovered; find, discover (vi; vt))
見事な(beautiful)
遠見の角(watchtower bishop)
遠見の角に妙手あり(With a watchtower bishop there is bou",Guess the reading for kanji occuring in a shogi term
意 (part of term),"い","うますぎる読み筋には注意せよ(Take heed of too skillful lines)
不用意な(unprepared, uncareful)
得意の(favourite)
意表をつける(surprise (v))
注意(-), 注目(-)(attention)
用意(-)(care, preparation)
用意する(prepare, take care)
留意(-)(serious consideration)",Guess the reading for kanji occuring in a shogi term
注,"ちゅう","うますぎる読み筋には注意せよ(Take heed of too skillful lines)
注意(-), 注目(-)(attention)",Guess the reading for kanji occuring in a shogi term
餌,"え,エサ,えさ","エサ（餌）(bait, lure(n))
エジキ（餌食）(prey, victim)
桂馬の高とび歩の餌食(The knight that jumps far falls prey to a pawn)",Guess the reading for kanji occuring in a shogi term
食,"し,じき,しょく","エジキ（餌食）(prey, victim)
桂馬の高とび歩の餌食(The knight that jumps far falls prey to a pawn)",Guess the reading for kanji occuring in a shogi term
〻,"おなじ","オールスター勝抜戦(All Stars Tournament (1978))
シッペー返し(-)(retaliation)
スピード(speed)
ノータイムで(in 'no time' (playing a move in less than one minute, so no time is substracted from the available time))
パターン(pattern)
プレシャーを与える(apply pressure)
ペース(pace, upperhand. in",Guess the reading for kanji occuring in a shogi term
形 (part of term),"かた,がた,かたち,けい,なり","おかしい形(funny (ridiculous) shape)
初形(original position)
好形(good shape)
完全実戦初形(Complete Original Formation Problem (all White's p. occupy the same position as at the start of a game) (first example by Naito Kunio) (extremely rare))
寄り形(near mate positio",Guess the reading for kanji occuring in a shogi term
局 (part of term),"きょく,つぼね","お好み対局(friendly game)
公開対局(public game)
局勢(position)
指導対局(teaching game, simultaneous game)
練習対局(practise game)",Guess the reading for kanji occuring in a shogi term
銀 (part of term),"ぎん,しろかね,しろがね","ガッチャン銀(Clanging Silvers)
カニカニ銀(Crab Silver)
ツノ銀(Silver on the Horns)
割打の銀(stab-in-the-back (silver drop forking two pieces from behind))
単駒銀(lone silver)
原始棒銀(Primitive Climbing Silver)
壁金(銀)(wall gold (silver))
壁銀を直せ(Mend the wall-silver)
攻めは飛角銀桂(At",Guess the reading for kanji occuring in a shogi term
要,"かなめ,よう","かなめ(要)(rivet (critical point))
不要な(not necessary)
大駒の捨てどころ肝要なり(Don't be afraid to sacrifice major pieces)
強要する(enforce, coerce)
必要な(necessary)
肝要な(necessary)",Guess the reading for kanji occuring in a shogi term
空,"うつお,うつほ,うろ,カラ,から,くう,そら","カラ成り（空成り）(empty promotion (not capturing a piece))
空中穴熊(Air Castle (Bear-in-the-Air) (in the middle of the board, floating like))",Guess the reading for kanji occuring in a shogi term
傷,"キズ,きず","キズ(傷)(weakness, defect, flaw)",Guess the reading for kanji occuring in a shogi term
牲,"にえ","ギセイ（犠牲）にする(make a sacrifice)",Guess the reading for kanji occuring in a shogi term
打 (part of term),"だ,ダース","クサビを打ち込む(drive in a wedge)
割打ち(stab-in-the-back (silver drop forking two pieces from behind))
割打の銀(stab-in-the-back (silver drop forking two pieces from behind))
打ち(drop (n))
打歩詰み(mate with pawn drop (illegal))
打破(-)(destruction)
打開する(break open)
敵の打",Guess the reading for kanji occuring in a shogi term
駒 (part of term),"こま","ごとく駒(isolated piece)
ナマ(生)駒(raw piece (just standing somewhere without function))
バンタロ駒(pieces on which the name is written with brush (inferior))
単駒銀(lone silver)
合わせ駒(opposing piece (pawn))
若駒戦(Young Colts (1978))
大駒の捨てどころ肝要なり(Don't be afraid to sa",Guess the reading for kanji occuring in a shogi term
棋,"ご","これからの将棋(equal position)
ついたて将棋(screen Shogi (blind Shogi))
ヘボ将棋(crackpot Shogi (absolute beginner`s))
マカ大大将棋(Ultra-Great-Great Shogi (19x19 board, 192 pieces))
マネ将棋(mirror Shogi)
リレー将棋(relay Shogi (4 players))
一分将棋(one minute Shogi (having only one m",Guess the reading for kanji occuring in a shogi term
将,"しょう,はた","これからの将棋(equal position)
ついたて将棋(screen Shogi (blind Shogi))
ヘボ将棋(crackpot Shogi (absolute beginner`s))
マカ大大将棋(Ultra-Great-Great Shogi (19x19 board, 192 pieces))
マネ将棋(mirror Shogi)
リレー将棋(relay Shogi (4 players))
一分将棋(one minute Shogi (having only one m",Guess the reading for kanji occuring in a shogi term
叱,"しかり,しっ","しかり(叱り)の金(reproving gold (chasing off a major piece that gave check, thus gaining a tempo))",Guess the reading for kanji occuring in a shogi term
返,"へん","シッペー返し(-)(retaliation)
跳ね返る；~返す(rebound, spring back; kick back (vi; vt))",Guess the reading for kanji occuring in a shogi term
桂 (part of term),"カツラ,かつら,けい","しばりの桂(squeezing knight)
つぎ桂(joining knights)
つなぎ桂(connected, linked knights)
ハネ違い桂(counter-jump (not taking the opponent's knight))
三桂あれば詰まぬことなし(With three knights in hand, there must be a mate)
手懸かりの桂(knight foothold)
控えの桂(knight (drop) towards the ",Guess the reading for kanji occuring in a shogi term
矢,"さ,や","しゃがみ矢倉(Crouching Yagura)
同型矢倉(Symmetrical Yagura)
急戦矢倉(Quick Attack Yagura)
流れ矢倉(Flow Yagura)
片矢倉(Incomplete Yagura)
矢倉（戦法）(Yagura (opening) (yagura, arrow depository))
矢倉には継ぎ歩攻め(Against the Yagura, the joining pawns attack)
矢倉中飛車(Yagura Central Rook",Guess the reading for kanji occuring in a shogi term
倉,"くら","しゃがみ矢倉(Crouching Yagura)
同型矢倉(Symmetrical Yagura)
急戦矢倉(Quick Attack Yagura)
流れ矢倉(Flow Yagura)
片矢倉(Incomplete Yagura)
矢倉（戦法）(Yagura (opening) (yagura, arrow depository))
矢倉には継ぎ歩攻め(Against the Yagura, the joining pawns attack)
矢倉中飛車(Yagura Central Rook",Guess the reading for kanji occuring in a shogi term
手 (part of term),"て","しゃれた手(stylish move)
ハメ手(trick move, trap)
一手スキ(one move (tempo) breathing space (endgame))
一手の一手(move-by-move (endgame))
三手一組(a three move combination)
両王手(double check)
中合に妙手あり(Interposing a pawn makes a splendid move)
二十八手組み(the 14-Move Set (a well",Guess the reading for kanji occuring in a shogi term
隙,"げき,すき,すきけ,ひま","スキ(隙)(hole (weakness; loophole; a tempo breathing space))",Guess the reading for kanji occuring in a shogi term
隅,"すま,すみ","スミ（隅）(corner)",Guess the reading for kanji occuring in a shogi term
持,"じ","タイトル保持者(title holder)
バランスを持つ(keep the balance)
三歩持ったら継ぎ歩と端攻め(With three pawns in hand, look for a joining pawns attack or an edge attack)
持久戦には角が主役(In a slow game the bishop has the leading role)
持駒変換(exchanging pieces in hand for pieces on the boar",Guess the reading for kanji occuring in a shogi term
歩 (part of term),"あゆみ,かち,ふ,ぶ,ほ","タタキ(叩き)歩(striking pawn (drop))
タレ(垂れ)歩(dangling pawn (tesuji) (drop one square before the target square in the promotionzone))
ネコの縦歩取り(the Cat's Rook on Pawn)
一歩千金(A pawn is worth a thousand golds)
三歩持ったら継ぎ歩と端攻め(With three pawns in hand, look for a j",Guess the reading for kanji occuring in a shogi term
黙,"しじま","だまる(黙る)(keep quiet, do nothing)",Guess the reading for kanji occuring in a shogi term
駄,"だ","ダメ(駄目)な(bad)
ムダ(無駄)な(futile)",Guess the reading for kanji occuring in a shogi term
垂,"タレ,たれ,ダレ,だれ","タラす（垂らす）(dangle (drop a pawn before the target field, threatening promotion next))
タレ(垂れ)歩(dangling pawn (tesuji) (drop one square before the target square in the promotionzone))",Guess the reading for kanji occuring in a shogi term
濃,"こ,のう","チョンマゲ美濃(Topknot Mino (usually the result of a feinting static rook))
四枚美濃(Four Generals Mino)
天守閣美濃(Castle Tower Mino)
左美濃(Left(side) Mino)
木村美濃(Kimura's Mino)
片美濃(Incomplete Mino)
美濃かなめ(the rivet of the Mino (the gold on 6a))
美濃囲い(Mino castle)
美濃囲いに",Guess the reading for kanji occuring in a shogi term
美,"び,み","チョンマゲ美濃(Topknot Mino (usually the result of a feinting static rook))
四枚美濃(Four Generals Mino)
天守閣美濃(Castle Tower Mino)
左美濃(Left(side) Mino)
木村美濃(Kimura's Mino)
片美濃(Incomplete Mino)
美濃かなめ(the rivet of the Mino (the gold on 6a))
美濃囲い(Mino castle)
美濃囲いに",Guess the reading for kanji occuring in a shogi term
合 (part of term),"あい,ごう","つり合い(balance)
中合いの歩(interposed pawn)
中合する(interpose, block)
中合に妙手あり(Interposing a pawn makes a splendid move)
合せ歩で位を奪還(Recapture the vanguard pawn with the opposing pawn (tesuji))
合わせの歩(opposing pawn (drop))
合わせ駒(opposing piece (pawn))
合作(-)(cooperat",Guess the reading for kanji occuring in a shogi term
所,"しょ,とこ,ところ","ところ(所)(place)
中住所(central position (king at 5a or 5b/5i or 5h))
将棋所((Head of) the Board of Shogi (1612-1866))",Guess the reading for kanji occuring in a shogi term
死,"し","トン死(sudden death)
必死がかかる(set up a brinkmate)
必死を逃れの必死(hisshi (brinkmate) to escape hisshi)
王手よりもばり（と必死）(Squeeze (and hisshi) first, check later)
詰みより必死(Hisshi (brinkmate) is better than mate)",Guess the reading for kanji occuring in a shogi term
早,"はや,はよ","と金のおそ早(The tokin is faster than you think)
早仕掛け(early fight, early start of the middle game)
早指し将棋(quick Shogi)
早指し新鋭戦(Quick Shogi New Pick (1982))
早指し選手権戦(Quick Shogi Championship (1972))
早繰り銀(rushing silver)
早詰(earlier mate (flawed problem or wrong",Guess the reading for kanji occuring in a shogi term
生 (part of term),"いく,うぶ,き,しょう,せい,なま,なまり,ふ","ナマ(生)駒(raw piece (just standing somewhere without function))
生きてくる(come to live, become effective, be activated)
立ち往生する(come to a standstill)
終生名人制(Lifetime Meijin system (1612-1937))",Guess the reading for kanji occuring in a shogi term
角 (part of term),"かく,かど,すみ,つの","なまくら筋違角(Blunt Wrong Diagonal Bishop)
四手角(the 4-Move Bishop (7i-6h-5i-2f))
居玉には飛車より角(Against a sitting king the bishop is stronger than the rook)
居角(static bishop)
序盤は飛車より角(In the opening the bishop is more important than the rook)
引角(retreating bisho",Guess the reading for kanji occuring in a shogi term
縦,"タテ,たて,ほしいまま,よし","ネコの縦歩取り(the Cat's Rook on Pawn)
純粋縦歩取り(Pure Rook on Pawn)
縦歩取り(Rook on Pawn)",Guess the reading for kanji occuring in a shogi term
鹿,"か,かせぎ,かのしし,シカ,しか,しし,ろく","バカ(馬鹿)な(stupid)",Guess the reading for kanji occuring in a shogi term
馬 (part of term),"ウマ,うま","バカ(馬鹿)な(stupid)
可章馬(Demon Killer)
桂馬の高とび歩の餌食(The knight that jumps far falls prey to a pawn)
桂馬は控えて打て(Drop the knight towards the rear)
自陣角(馬)(bishop (horse) in the own camp)
馬ノコ（鋸）(Horse Saw (moving zig-zag in order to take a piece at the other side",Guess the reading for kanji occuring in a shogi term
紐,"ヒモ,ひも","ヒモ（紐）をつける(protect, defend (a piece))",Guess the reading for kanji occuring in a shogi term
与,"むた","プレシャーを与える(apply pressure)",Guess the reading for kanji occuring in a shogi term
凹,"おう,くぼ","へこます（凹ます）(dent, make hollow)
凹凸型(Hump-Slump System)",Guess the reading for kanji occuring in a shogi term
他,"た,ほか","ほかの(他の)(other alternative)",Guess the reading for kanji occuring in a shogi term
大,"おお,おおい,おおき,たい,だい","マカ大大将棋(Ultra-Great-Great Shogi (19x19 board, 192 pieces))
大丈夫な(safe, alright, o.k.)
大事な(important)
大切な(important)
大変な(terrible)
大大将棋(Great-Great Shogi (17x17 board, 92 pieces))
大将棋(Great Shogi (15x15 board, 130 pieces))
大悪手(blunder)
大混戦(chaotic battl",Guess the reading for kanji occuring in a shogi term
島,"しま,とう","みくら島つげ(boxwood from Mikurajima (a very small island 200 km south of Tokyo))",Guess the reading for kanji occuring in a shogi term
無,"ぶ,む","ムダ(無駄)な(futile)
将棋無双(Unparalleled Shogi Problems (Ito Sokan III's classical masterpiece, in 1735 offered to the shogun as Shoogi Tsukurimono, Shogi Problems))
水無瀬(minase)
無事な(safe, uneventful)
無仕掛図式(No Foothold Problem (attacking side has no pieces o",Guess the reading for kanji occuring in a shogi term
罠,"わな","ワナ（罠）にはまる(walk into a trap)",Guess the reading for kanji occuring in a shogi term
一,"イー,いち,いつ,いっち,ひ,ひい,ひと,ひとつ","一,二位(first, second place)
一世名人(First Lifetime Meijin (Ohashi Sokei, 1555-1634))
一分将棋(one minute Shogi (having only one minute left for each move))
一弾(a shot, a charge)
一息をつく(take a pause)
一手スキ(one move (tempo) breathing space (endgame))
一手の一手(move-by",Guess the reading for kanji occuring in a shogi term
二,"アール,アル,に,ふ,ふう,ふた","一,二位(first, second place)
一段玉には二段飛車(Against the king on the first rank, the rook on the second rank)
二十八手組み(the 14-Move Set (a well-known joseki resulting in a symmetrical position))
二枚換え(two-for-one, exchanging one (major) piece for two (minor) piec",Guess the reading for kanji occuring in a shogi term
分 (part of term),"ぶ,ふん,ぶん","一分将棋(one minute Shogi (having only one minute left for each move))
充分な(sufficient)
分析(-)(analysis)
十分な(sufficient)
岐れ道；分かれ道(crossroads, branch, variation)",Guess the reading for kanji occuring in a shogi term
弾,"たま,だん","一弾(a shot, a charge)",Guess the reading for kanji occuring in a shogi term
息,"いき,おき,そく,むすこ","一息をつく(take a pause)",Guess the reading for kanji occuring in a shogi term
予,"よ","一次予戦(the first (elimination) round)
予戦(elimination match, primary heats)",Guess the reading for kanji occuring in a shogi term
次,"じ,つぎ","一次予戦(the first (elimination) round)
次の(following, next)",Guess the reading for kanji occuring in a shogi term
千,"せん,ち","一歩千金(A pawn is worth a thousand golds)
二歩千金(A double pawn is worth a thousand golds. (Apocryphal version of (1), from the cartoon 'Tokin no Shoo-chan' by Shintamo Atsushi.))
厄介(千万)((ten million) difficulties)
銀は千鳥に使う(Use the silver like a plover (mov",Guess the reading for kanji occuring in a shogi term
玉 (part of term),"ぎょく,たま","一段玉には二段飛車(Against the king on the first rank, the rook on the second rank)
右玉(rightside king)
居玉(sitting king, sitting duck)
居玉には飛車より角(Against a sitting king the bishop is stronger than the rook)
居玉は避けよ(Avoid a sitting king (a sitting king is a sitti",Guess the reading for kanji occuring in a shogi term
九,"きゅう,く,ここ,ここの,この,チュー","一段目~九段目(1st rank - 9th rank)
一筋~九筋(1st file - 9th file)
一級~九級(1st-9th kyu (player) (lower grades))
九段戦(Ninth Dan Match (1950-1961))
初段~九段(1st-9th dan (player) (higher grades))",Guess the reading for kanji occuring in a shogi term
捨,"しゃ","一段金に飛車捨てあり(With a gold on your back rank you can sacrifice the rook)
仕掛けは歩の突き捨てから(Start the fight with a pawn sacrifice)
大駒の捨てどころ肝要なり(Don't be afraid to sacrifice major pieces)
成り捨ての歩(pawn sacrfice promotion)
焦点の捨て駒(sacrifice (drop) at the focal poin",Guess the reading for kanji occuring in a shogi term
寧,"むしろ","丁寧な(careful)",Guess the reading for kanji occuring in a shogi term
四,"し,スー,よ,よん","三,四,五冠王(holding 3, 4, 5 titles)
右四間飛車(Right Side Fourth File Rook)
四手角(the 4-Move Bishop (7i-6h-5i-2f))
四枚美濃(Four Generals Mino)
四間飛車(Fourth File Rook)",Guess the reading for kanji occuring in a shogi term
冠 (part of term),"かうぶり,かがふり,かぶり,かむり,かん,かんぶり,かんむり,こうぶり","三,四,五冠王(holding 3, 4, 5 titles)
失冠(-)(loss of major title)
銀冠(Silver Crown)
銀冠穴熊(Silver Crown Bear-in-the-Hole)",Guess the reading for kanji occuring in a shogi term
宗,"しゅう,そう,むね","三代伊藤宗看(Ito Sokan III (7th Meijin) (1706-1761))",Guess the reading for kanji occuring in a shogi term
伊,"い","三代伊藤宗看(Ito Sokan III (7th Meijin) (1706-1761))
伊藤看寿(Ito Kanju (posth. Meijin) (1719-1760), younger brother of Ito Sokan III)",Guess the reading for kanji occuring in a shogi term
藤,"フジ,ふじ","三代伊藤宗看(Ito Sokan III (7th Meijin) (1706-1761))
伊藤看寿(Ito Kanju (posth. Meijin) (1719-1760), younger brother of Ito Sokan III)",Guess the reading for kanji occuring in a shogi term
代,"しろ,だい,よ","三代伊藤宗看(Ito Sokan III (7th Meijin) (1706-1761))
修業時代(the years of study)
歩の代りの香(lance exchange for a pawn)",Guess the reading for kanji occuring in a shogi term
組,"くみ","三手一組(a three move combination)
二十八手組み(the 14-Move Set (a well-known joseki resulting in a symmetrical position))
組上がる(build up, develop (vi))",Guess the reading for kanji occuring in a shogi term
端 (part of term),"たん,つま,はし,はじ,はした,はた,はな","三歩持ったら継ぎ歩と端攻め(With three pawns in hand, look for a joining pawns attack or an edge attack)
手のない将棋は端歩を突け(If you're stuck for moves, push the edge pawn)
矢倉囲に端歩を突くな(In the Yagura, don't push the edge pawn)
矢倉囲に端歩を突くべし(In the Yagura, push the edge pawn)
",Guess the reading for kanji occuring in a shogi term
間,"あいだ,あわい,かん,けん,はさま,はざま,ま","三間飛車(Third File Rook)
右四間飛車(Right Side Fourth File Rook)
四間飛車(Fourth File Rook)
残りの時間(remaining time)
消費時間(used time)
週間将棋(Shogi Weekly)
間違った(mistaken, wrong)",Guess the reading for kanji occuring in a shogi term
上 (part of term),"うえ,うわ,かみ,じょう","上がる；上げる(go up; take, bring up (vi; vt))
上下逆にした(with Black and White reversed)
上部脱出(escape up the board)
盛上(intaglio repeatedly filled with lacquer)
組上がる(build up, develop (vi))
詰み上がり(checkmating)
詰上り図(mate diagram)
読み上げの人(time keeper (reading off sec",Guess the reading for kanji occuring in a shogi term
