Question,Answer,Comment,Instruction,Render as
"訓,||クン||","Japanese reading (of a character), explanation of a character, lesson, regulation, rule","",Guess the meaning of the Onyomi reading,Text
"課,||カ||","lesson, section, department, allotment, division","",Guess the meaning of the Onyomi reading,Text
"議,||ギ||","consultation, deliberation, debate, consideration, proposal, suggestion","",Guess the meaning of the Onyomi reading,Text
"貨,||カ||","property, freight, goods","",Guess the meaning of the Onyomi reading,Text
"賀,||ガ||","congratulations, felicitations, compliments, joy of the occasion","",Guess the meaning of the Onyomi reading,Text
"軍,||グン||","army, force, troops","",Guess the meaning of the Onyomi reading,Text
"達,||タツ||","reach, arrive at, attain, amount to, become expert, be versed in, accomplish, notify","",Guess the meaning of the Onyomi reading,Text
"郡,||グン||","county, district","",Guess the meaning of the Onyomi reading,Text
"録,||ロク||","record","",Guess the meaning of the Onyomi reading,Text
"阜,||フ||","hill, mound","",Guess the meaning of the Onyomi reading,Text
"阪,||ハン||","slope","",Guess the meaning of the Onyomi reading,Text
"陸,||リク||","land","",Guess the meaning of the Onyomi reading,Text
"隊,||タイ||","party, company, corps, squad, crew, band, posse, force, unit","",Guess the meaning of the Onyomi reading,Text
"順,||ジュン||","order, turn, right, docility, obedience, occasion","",Guess the meaning of the Onyomi reading,Text
"験,||ケン,ゲン||","effect, testing,beneficial effect (of austerities)","",Guess the meaning of the Onyomi reading,Text
"挙,||キョ||","plan, project, behavior, actions, step","Kunyomi: あげる,あがる = celebrate (a ceremony), join (hands in an effort), have (a child), arrest, become prosperous, be captured",Guess the meaning of the Onyomi reading,Text
"浅,||セン||","shallow, superficial, short (time), slight (connection), pale, light (color)","Kunyomi: あさい = shallow, superficial, short (time), slight (connection), pale, light (color)",Guess the meaning of the Onyomi reading,Text
"辺,||ヘン||","side, boundary, border, beach, region, district, rural areas, vicinity, approximation","Kunyomi: あたり,べ = vicinity",Guess the meaning of the Onyomi reading,Text
"熱,||ネツ||","heat, warmth, temperature, fever, mania, fad, enthusiasm, passion","Kunyomi: あつい = hot",Guess the meaning of the Onyomi reading,Text
"浴,||ヨク||","bathe, be favored with, bask in","Kunyomi: あびる,あびせる = bathe in, pour on oneself, bask in, be flooded with, be under (fire), be accused of, be charged with, expose oneself to, be subjected to, receive (applause),pour on, subject to, impute to, deluge with",Guess the meaning of the Onyomi reading,Text
"争,||ソウ||","dispute, argue, be at variance, compete","Kunyomi: あらそう = dispute, argue, be at variance, compete",Guess the meaning of the Onyomi reading,Text
"改,||カイ||","change, modify, convert, renew, renovate, reform, mend, rectify, amend, revise, improve, examine, inspect, search","Kunyomi: あらためる,あらたまる = change, modify, convert, renew, renovate, reform, mend, rectify, amend, revise, improve, examine, inspect, search, be renewed, be renovated, be modified, be revised, be improved, be reformed, be ceremonious",Guess the meaning of the Onyomi reading,Text
"井,||セイ,ショウ||","well","Kunyomi: い = well",Guess the meaning of the Onyomi reading,Text
"戦,||セン||","war, battle, game, match","Kunyomi: いくさ,たたかう = wage war, fight, engage in a contest, struggle against,war, fight, battle, encounter",Guess the meaning of the Onyomi reading,Text
"勇,||ユウ||","bravery,courage, heroism","Kunyomi: いさむ = cheer up, be in high spirits",Guess the meaning of the Onyomi reading,Text
"祝,||シュク,シュウ||","celebration, congratulations,","Kunyomi: いわう = celebration, festival, congratulations",Guess the meaning of the Onyomi reading,Text
"氏,||シ||","Mr., family, clan","Kunyomi: うじ = clan, lineage, birth, surname",Guess the meaning of the Onyomi reading,Text
"失,||シツ||","error, fault, disadvantage, loss, demerit","Kunyomi: うしなう = lose, miss (a chance)",Guess the meaning of the Onyomi reading,Text
"器,||キ||","container, utensil, instrument, tool, apparatus, set, ability","Kunyomi: うつわ = vessel, receptacle, utensil, implement, instrument, capacity, ability",Guess the meaning of the Onyomi reading,Text
"産,||サン||","childbirth, product, native (of a place), fortune, property","Kunyomi: うむ,うまれる,うぶ = bear, give birth to, breed, spawn, produce, yield (interest),be born",Guess the meaning of the Onyomi reading,Text
"梅,||バイ||","plum, plum tree","Kunyomi: うめ = plum, plum tree",Guess the meaning of the Onyomi reading,Text
"選,||セン||","selection, choice","Kunyomi: えらぶ = select, choose, cull out, elect, prefer, decide on",Guess the meaning of the Onyomi reading,Text
"老,||ロウ||","aging, old age, old people","Kunyomi: おいる,ふける = grow old",Guess the meaning of the Onyomi reading,Text
"沖,||チュウ||","offing, open sea","Kunyomi: おき = offing, open sea",Guess the meaning of the Onyomi reading,Text
"置,||チ||","place, put, set, deposit, lay, leave behind, keep, have, leave, establish, employ, appoint, post, station, pawn, skip (one day),be formed (dew)","Kunyomi: おく = place, put, set, deposit, lay, leave behind, keep, have, leave, establish, employ, appoint, post, station, pawn, skip (one day),be formed (dew)",Guess the meaning of the Onyomi reading,Text
"治,||ジ,チ||","peace, government,cure, heal, rule, conserve (resources),govern, manage, regulate, quell, subdue, patch up, heal","Kunyomi: おさめる,おさまる,なおる,なおす = govern, manage, regulate, quell, subdue, patch up, heal,be at peace, calm down, be settled, be ruled,be mended, get well, be restored, return to normal, be installed (as a legal wife), change (from third to second class),mend, repair, put in order, reform, correct, revise, amend, redo, alter, cure, restore, adjust, regulate, convert (money)",Guess the meaning of the Onyomi reading,Text
"夫,||フ,フウ||","husband, man","Kunyomi: おっと = husband, spouse",Guess the meaning of the Onyomi reading,Text
"各,||カク||","each","Kunyomi: おのおの = each, every, either, respectively",Guess the meaning of the Onyomi reading,Text
"帯,||タイ||","belt, zone","Kunyomi: おびる,おび = belt, sash, girdle, band, belting,wear (at the belt), carry, be armed with, be entrusted with, assume, take on (the character of), be tinged with, gird up (one’s loins)",Guess the meaning of the Onyomi reading,Text
"覚,||カク||","remember, memorize, learn, perceive, feel, experience, know, expect","Kunyomi: おぼえる,さます,さめる = remember, memorize, learn, perceive, feel, experience, know, expect, awake, wake up, be disillusioned, sober up",Guess the meaning of the Onyomi reading,Text
"折,||セツ||","break, snap, fracture, knock out (teeth), fold, turn down, bend, make (a paper toy), yield (oneself), give in","Kunyomi: おる,おり,おれる = break, snap, fracture, knock out (teeth), fold, turn down, bend, make (a paper toy), yield (oneself), give in,breaking, small food box, time, occasion, juncture, opportunity,snap, break, be folded, submit, turn (to the left or right)",Guess the meaning of the Onyomi reading,Text
"香,||コウ,キョウ||","incense, fragrance","Kunyomi: か,かおり,かおる = smell, scent, odor, aroma, perfume, fragrance, flavor,be fragrant",Guess the meaning of the Onyomi reading,Text
"省,||セイ,ショウ||","ministry, department, province (in China)","Kunyomi: かえりみる,はぶく = look back, turn around, look back upon, review, examine oneself, take notice of,omit, eliminate, curtail, economize",Guess the meaning of the Onyomi reading,Text
"鏡,||キョウ||","mirror, speculum, barrelhead, round ricecake offering","Kunyomi: かがみ = mirror, speculum, barrelhead, round ricecake offering",Guess the meaning of the Onyomi reading,Text
"欠,||ケツ||","lack, gap","Kunyomi: かける,かく = lack, break, crack, chip, neglect, fail in, omit, be broken (off), be chipped, lack, be missing, wane, be vacant (a position)",Guess the meaning of the Onyomi reading,Text
"固,||コ||","harden, stiffen, solidify, set, settle, congeal, clot, curdle, conglomerate, get together, be devoted to, settle down (weather)","Kunyomi: かためる,かたまる,かたい = harden, tighten, freeze, curdle, strengthen, stabilize, defend, fortify, collect, amass, settle down, locate,stiffen, solidify, set, settle, congeal, clot, conglomerate, get together, be devoted to, hard, solid, tough, rigid, tight, steady, firm, strict, safe, reliable, upright, chaste, sonstant, stiff, bookish, classical, stubborn",Guess the meaning of the Onyomi reading,Text
"要,||ヨウ||","main point, essence, aim, secret, need","Kunyomi: かなめ,いる = require, need, waylay, ambush,pivot, the main point, the key (to)",Guess the meaning of the Onyomi reading,Text
"必,||ヒツ||","certainly","Kunyomi: かならず = certainly, positively, invariably",Guess the meaning of the Onyomi reading,Text
"借,||シャク||","borrowing","Kunyomi: かりる = borrow, have a loan, hire, rent",Guess the meaning of the Onyomi reading,Text
"側,||ソク||","lean to one side, oppose, look aside, regret","Kunyomi: がわ = a side, surroundings, (watch) case",Guess the meaning of the Onyomi reading,Text
"変,||ヘン||","change, accident, calamity, uprising, something strange","Kunyomi: かわる,かえる = change, vary, be revised, be different, be queer, move, be transferred,vary convert, revise, amend",Guess the meaning of the Onyomi reading,Text
"利,||リ||","advantage, benefit, gain, interest, victory","Kunyomi: きく = take effect, do (a person) good, work, operate, tell (on one's strength), be available (bus or phone)",Guess the meaning of the Onyomi reading,Text
"兆,||チョウ||","sign, omen, indication, portent, trillion","Kunyomi: きざす,きざし = show a signs or symptoms of,signs, omen, symptoms",Guess the meaning of the Onyomi reading,Text
"競,||キョウ,ケイ||","emulate, compete with","Kunyomi: きそう,せる = emulate, compete with, compete, vie, bid, sell at auction",Guess the meaning of the Onyomi reading,Text
"清,||セイ,ショウ||","China, Manchu (dynasty)","Kunyomi: きよい,きよまる,きよめる = purify, cleanse, consecrate, exorcise,be purified, be cleaned,clean, clear, pure, innocent, noble",Guess the meaning of the Onyomi reading,Text
"極,||キョク,ゴク||","end, highest rank, the poles, (electric) poles","Kunyomi: きわめる,きわまる,きわみ = terminate, reach an extreme, be in a dilemma, investigate thoroughly, master, carry to extremes, height, acme, extremity",Guess the meaning of the Onyomi reading,Text
"管,||カン||","pipe, tube, (brush) holder, wind instrument","Kunyomi: くだ = pipe, tube, drunken talk",Guess the meaning of the Onyomi reading,Text
"倉,||ソウ||","storehouse","Kunyomi: くら = warehouse, godown, cellar, depository, treasury, granary, elevator",Guess the meaning of the Onyomi reading,Text
"位,||イ||","rank, place, grade","Kunyomi: くらい = grade, rank, court order, dignity, nobility, situation, throne, crown",Guess the meaning of the Onyomi reading,Text
"加,||カ||","addition, increase","Kunyomi: くわえる,くわわる = join in, accede to, gain in (influence), increase, add, sum up, append, include, inflict",Guess the meaning of the Onyomi reading,Text
"試,||シ||","testing","Kunyomi: こころみる,ためす = try, attempt,experiment, test, sample",Guess the meaning of the Onyomi reading,Text
"好,||コウ||","like, be fond of","Kunyomi: このむ,すく = like, be fond of,Love",Guess the meaning of the Onyomi reading,Text
"衣,||イ||","garment","Kunyomi: ころも = clothes, robe, dressing, frosting, coating",Guess the meaning of the Onyomi reading,Text
"栄,||エイ||","prosperity, glory, splendor, honor","Kunyomi: さかえる,はえ,はえる = prosper, flourish, thrive, glory, shine, be brilliant, look attractive",Guess the meaning of the Onyomi reading,Text
"差,||サ||","difference, variation, discrepancy, margin, balance, remainder (in subtraction)","Kunyomi: さす = raise (the hands), stretch out( the hands in dancing), put up (an umbrella), carry (on the shoulder), build (a hut), stretch (a rope), graft (trees), carry (in the belt), lift up, offer,(the sun) shines, appear on the surface",Guess the meaning of the Onyomi reading,Text
"塩,||エン||","salt","Kunyomi: しお = salt, seasoning",Guess the meaning of the Onyomi reading,Text
"静,||セイ,ジョウ||","quiet, peace, inactivity","Kunyomi: しず,しずか,しずまる,しずめる = get quiet, calm down, grow still, subside, die down, be suppressed,calm, pacify, soothe, alleviate, appease, suppress, quell,quiet, still, silent, placid, serene, peaceful, soft (rain), gentle (voice), graceful, slow (walk), deserted",Guess the meaning of the Onyomi reading,Text
"印,||イン||","seal, stamp, mark","Kunyomi: しるし = sign, mark, symbol, emblem, badge, evidence, souvenir, token, brand, trademark, signs, indications, omen, seal",Guess the meaning of the Onyomi reading,Text
"城,||ジョウ||","castle","Kunyomi: しろ = castle, citadel",Guess the meaning of the Onyomi reading,Text
"巣,||ソウ||","nest, rookery, breeding place, beehive, cobweb, den, haunt","Kunyomi: す = nest, rookery, breeding place, beehive, cobweb, den, haunt",Guess the meaning of the Onyomi reading,Text
"末,||マツ,バツ||","end, powder","Kunyomi: すえ = end, close, tip, top, the future, posterity, youngest child",Guess the meaning of the Onyomi reading,Text
"健,||ケン||","health, strength, sticktoitiveness","Kunyomi: すこやか = vigorous, healthy, sound",Guess the meaning of the Onyomi reading,Text
"刷,||サツ||","print","Kunyomi: する = print",Guess the meaning of the Onyomi reading,Text
"関,||カン||","barrier, gateway","Kunyomi: せき,かかわる = concern oneself in, have to do with, affect, influence, stick to (opinions), barrier, checking station",Guess the meaning of the Onyomi reading,Text
"候,||コウ||","season, weather","Kunyomi: そうろう = classical verbal ending equivalent to colloquial",Guess the meaning of the Onyomi reading,Text
"底,||テイ||","bottom, base, kind, sort","Kunyomi: そこ = bottom, sole, depth, bowels (of the earth), bottom price",Guess the meaning of the Onyomi reading,Text
"類,||ルイ||","kind, variety, class, genus, description, parallel case, an equal,resembling","Kunyomi: たぐい = kind, sort, class, match, equal",Guess the meaning of the Onyomi reading,Text
"建,||ケン,コン||","build, raise","Kunyomi: たてる,たつ = stand, rise, rouse oneself, be built, be established, go up (smoke), burn out, depart, take flight, run high (waves), stick into, be worked out, be maintained, save (face), establish oneself, begin life, spread (rumors), shut (door), be active, open (markets), be excited, come (seasons), makes (a total of thirty), stand something up, set up, raise, put up, set on edge, prick up (one’s ears), build, erect, close (a door), establish, institute, enact, lay (plans), map out, set forth, lay down (a proposition), formulate, render (services), perform, look up to, respect, be l",Guess the meaning of the Onyomi reading,Text
"例,||レイ||","custom, usage, precedent, case, example, parallel, illustration","Kunyomi: たとえる = compare to, speak figuratively, illustrate",Guess the meaning of the Onyomi reading,Text
"種,||シュ||","kind, class, variety, seed, species","Kunyomi: たね = seed, kernel, kind, species, quality, tone, material, breed, topic, cause, source, trick, data, inside story, secret, leaven",Guess the meaning of the Onyomi reading,Text
"束,||ソク||","bundle, sheaf, ream (of paper)","Kunyomi: たば = bundle, bunch, sheaf, coil",Guess the meaning of the Onyomi reading,Text
"民,||ミン||","people, nation, subjects","Kunyomi: たみ = people, nation, subjects",Guess the meaning of the Onyomi reading,Text
"便,||ベン,ビン||","convenience, facility, excreta, stools, evacuation,chance, mail, letter","Kunyomi: たより = news, tidings, connection",Guess the meaning of the Onyomi reading,Text
"散,||サン||","scatter, disperse, spend, squander, dispel, dissipate, chase away","Kunyomi: ちる,ちらす,ちらかす,ちらかる = fall, scatter, be scattered, be shed, disperse, (rumor) spreads, run, spread, blur,dissipate (fog), dispel, take down or loosen (the hair), rout, distribute (handbills), distract (attention), splash on (a pattern),scatter (around), disarrange, leave untidy,lie scattered around, be in disorder",Guess the meaning of the Onyomi reading,Text
"付,||フ||","give to, submit to, refer to, affix, attach, append","Kunyomi: つける,つく = attach, join, stick, glue, fasten, sew on, furnish (a house with), wear, put on, make an entry, appraise, set (a price), apply (ointment), bring alongside, place (under guard or a doctor), follow, shadow, add, append, affix, load, give (courage to), keep (an eye on), establish (relations or understanding),be connected with, be dyed, be stained, be scarred, be recorded, be attached to, (fires) start, follow, become allied to, accompany, study with, increase, be added to",Guess the meaning of the Onyomi reading,Text
"伝,||デン||","legend, tradition, life, biography, commentary, communicating","Kunyomi: つたわる,つたえる,つたう = go along, walk along, follow,be transmitted, be circulated, be introduced into,report, tell, impart, transmit, propagate, teach, bequeath",Guess the meaning of the Onyomi reading,Text
"続,||ゾク||","continuation, second series","Kunyomi: つづく,つづける = continue, be contiguous",Guess the meaning of the Onyomi reading,Text
"包,||ホウ||","wrap, pack up, cover with, dress in, conceal","Kunyomi: つつむ = wrap, pack up, cover with, dress in, conceal",Guess the meaning of the Onyomi reading,Text
"努,||ド||","serve, fill a post, serve under, exert oneself, endeavor, work, be diligent, play (the part of)","Kunyomi: つとめる = serve, fill a post, serve under, exert oneself, endeavor, work, be diligent, play (the part of)",Guess the meaning of the Onyomi reading,Text
"積,||セキ||","product (in math), acreage, contents, measurement","Kunyomi: つむ,つもる = pile up, stack, lay, load, ship, take on, accumulate, amass, save,be piled up, be amassed, lie on, be covered (with snow), amount to, estimate, calculate, measure",Guess the meaning of the Onyomi reading,Text
"冷,||レイ||","cold, cool","Kunyomi: つめたい,ひえる,ひや,ひやす,ひやかす,さめる,さます = cool down, grow cold, feel chilly,cool, refrigerate,cool (in water or ice), banter, make fun, speak playfully, tease, windowshop, look in at a shop,get cold, abate, subside, dampen, cool down (interest), come down (interest, enthusiasm, etc.), let cool, throw a damper on, spoil,cold drinking water,cold, chilly, icy, freezing, cold hearted",Guess the meaning of the Onyomi reading,Text
"連,||レン||","ream, set, party, company, gang, clique, series counter","Kunyomi: つらなる,つらねる,つれる = range, be connected with, join, stand in a row, attend, join one's people (in death),put in a row,take (someone) along",Guess the meaning of the Onyomi reading,Text
"照,||ショウ||","shine","Kunyomi: てる,てらす,てれる = shine,shine on, shed light on, illuminate, compare with, be bashful",Guess the meaning of the Onyomi reading,Text
"説,||セツ,ゼイ||","opinion, view, assertion, comment, theory, rumor, report, version","Kunyomi: とく = explain, expound, advocate, preach, teach, persuade",Guess the meaning of the Onyomi reading,Text
"唱,||ショウ||","recite, chant, call upon, cry, yell (banzai), advocate, preach, quote (prices)","Kunyomi: となえる = recite, chant, call upon, cry, yell (banzai), advocate, preach, quote (prices)",Guess the meaning of the Onyomi reading,Text
"飛,||ヒ||","fly, skip (pages)","Kunyomi: とぶ,とばす = fly, skip (pages),fly (a kite), let fly, blow away, scatter, splash, drive fast, skip over, omit, issue, send out",Guess the meaning of the Onyomi reading,Text
"富,||フ,フウ||","enrich","Kunyomi: とむ,とみ = be rich, become wealthy, teem with, abound in, be fruitful, be rife, be replete,wealth, mammon, fortune, resources, lottery",Guess the meaning of the Onyomi reading,Text
"共,||キョウ||","both, neither (with neg.), all, and, as well as, including, with, together with, plural ending","Kunyomi: とも = both, neither (with neg.), all, and, as well as, including, with, together with, plural ending",Guess the meaning of the Onyomi reading,Text
"菜,||サイ||","side dish, greens, vegetables","Kunyomi: な = greens, vegetables, the rape or mustard plant",Guess the meaning of the Onyomi reading,Text
"無,||ム,ブ||","nothing, nil, negation","Kunyomi: ない = if there were none, were it not for, unless",Guess the meaning of the Onyomi reading,Text
"仲,||チュウ||","relation, relationship","Kunyomi: なか = relation, relationship",Guess the meaning of the Onyomi reading,Text
"泣,||キュウ||","cry, weep, wail, moan","Kunyomi: なく = cry, weep, wail, moan",Guess the meaning of the Onyomi reading,Text
"成,||セイ,ジョウ||","become, get or grow (old), form (a part of), set in, come (time or seasons), turn into, be reduced to, consist of, be accomplished, result in, prove (fatal), amount to, play the part of, elapse, ","Kunyomi: なる,なす = become, get or grow (old), form (a part of), set in, come (time or seasons), turn into, be reduced to, consist of, be accomplished, result in, prove (fatal), amount to, play the part of, elapse, reach (a certain age), bear, stand, be promoted, be pleased to,do, perform, accomplish, form, make",Guess the meaning of the Onyomi reading,Text
"縄,||ジョウ||","rope, cord","Kunyomi: なわ = rope, cord",Guess the meaning of the Onyomi reading,Text
"願,||ガン||","prayer, petition, vow","Kunyomi: ねがう = desire, wish, hope, beg, implore",Guess the meaning of the Onyomi reading,Text
"残,||ザン||","remainder, balance","Kunyomi: のこる,のこす = remain, be left over, stay, linger, survive,leave behind, keep back, leave undone, reserve, save, amass, bequeath",Guess the meaning of the Onyomi reading,Text
"望,||ボウ,モウ||","full moon, hope","Kunyomi: のぞむ = desire, aspire to, expect, hope for, like, choose, see, command (a view of)",Guess the meaning of the Onyomi reading,Text
"量,||リョウ||","quantity, amount, volume, magnanimity, a measure","Kunyomi: はかる = measure, gauge, weigh, fathom, sound, compute, estimate",Guess the meaning of the Onyomi reading,Text
"初,||ショ||","beginning, first","Kunyomi: はじめ,はじめて,はつ,うい,そめる = beginning, origin,including, and, as well as,(for) the first time, not until,first, new,first (time),begin to",Guess the meaning of the Onyomi reading,Text
"旗,||キ||","flag, banner, standard, ensign, pennant, streamer","Kunyomi: はた = flag, banner, standard, ensign, pennant, streamer",Guess the meaning of the Onyomi reading,Text
"機,||キ||","opportunity, occasion, time, machine, airplane","Kunyomi: はた = loom",Guess the meaning of the Onyomi reading,Text
"果,||カ||","fruit, reward","Kunyomi: はたす,はてる,はて = carry out, achieve, complete, realize, perform, fulfill, end, be finished, be exhausted, die, perish, limit, bounds, extremity, result, fate",Guess the meaning of the Onyomi reading,Text
"働,||ドウ||","work, labor, do, act, commit, practice, work on, come into play, be conjugated, reduce the price","Kunyomi: はたらく = work, labor, do, act, commit, practice, work on, come into play, be conjugated, reduce the price",Guess the meaning of the Onyomi reading,Text
"灯,||トウ||","lamp, light, counter for lights","Kunyomi: ひ = a light",Guess the meaning of the Onyomi reading,Text
"低,||テイ||","low","Kunyomi: ひくい,ひくめる,ひくまる = low, short, humble, low (voice)",Guess the meaning of the Onyomi reading,Text
"節,||セツ,セチ||","season, period, occasion, time, verse, clause, paragraph, section, stanza, integrity, honor","Kunyomi: ふし = joint, knuckle, knob, lump, knot, tune, melody, point (in a talk)",Guess the meaning of the Onyomi reading,Text
"札,||サツ||","paper money, counter for bonds, etc","Kunyomi: ふだ = tag, placard, name plate, check, charm, (playing) card, tender, bid",Guess the meaning of the Onyomi reading,Text
"参,||サン||","three, going, coming, visiting","Kunyomi: まいる = go, come, call, visit, visit a shrine, be defeated, be nonplussed, be madly in love, die",Guess the meaning of the Onyomi reading,Text
"牧,||ボク||","care for, shepherd, feed","Kunyomi: まき = pasture",Guess the meaning of the Onyomi reading,Text
"孫,||ソン||","descendants","Kunyomi: まご = grandchild",Guess the meaning of the Onyomi reading,Text
"街,||ガイ,カイ||","street, avenue, town","Kunyomi: まち = town, quarters, street",Guess the meaning of the Onyomi reading,Text
"松,||ショウ||","pine","Kunyomi: まつ = pine",Guess the meaning of the Onyomi reading,Text
"的,||テキ||","mark, target, object, the point,adjective ending","Kunyomi: まと = mark, target, object, the point",Guess the meaning of the Onyomi reading,Text
"周,||シュウ||","circuit, lap, circumference, vicinity, Chou (dynasty)","Kunyomi: まわり = rotation, circumference, girth, surroundings, border, detour, tour, efficacy or effect (of something taken), spread (of flames)",Guess the meaning of the Onyomi reading,Text
"満,||マン||","fullness, enough, pride,full, fully, fulfillment, a full (year), a full (five years)","Kunyomi: みちる,みたす = be full, rise (tides), mature, expire,fill, supply, make good, satisfy, appease, answer (the need), meet (the demand)",Guess the meaning of the Onyomi reading,Text
"結,||ケツ||","tie, bind, tie a knot, make (contracts, treaties, and friendships), join, finish, wind up, unite with, organize","Kunyomi: むすぶ,ゆう,ゆわえる = tie, bind, tie a knot, make (contracts, treaties, and friendships), join, finish, wind up, unite with, organize, do up (the hair), make (a braided fence), bind, fasten, tie up",Guess the meaning of the Onyomi reading,Text
"群,||グン||","group, crowd, gang, herd, swarm, flock, common run","Kunyomi: むれる,むれ,むら = crowd, flock, swarm, group, herd, bevy, school, cluster (of stars), clump, swarming",Guess the meaning of the Onyomi reading,Text
"芽,||ガ||","sprout, spear, germ","Kunyomi: め = sprout, spear, germ",Guess the meaning of the Onyomi reading,Text
"飯,||ハン||","cooked rice, meal, food","Kunyomi: めし = cooked rice, meal, food, livelihood",Guess the meaning of the Onyomi reading,Text
"最,||サイ||","most","Kunyomi: もっとも = most",Guess the meaning of the Onyomi reading,Text
"求,||キュウ||","want, wish for, request, demand, seek, search for, pursue (pleasure), hunt (a job), buy","Kunyomi: もとめる = want, wish for, request, demand, seek, search for, pursue (pleasure), hunt (a job), buy",Guess the meaning of the Onyomi reading,Text
"焼,||ショウ||","burning","Kunyomi: やく,やける = set fire to, burn, fire, bake, roast (over a fire), toast, broil, parch, char, scorch, singe, cremate, print (photos), be envious of,be burnt, be burnt down, be roasted, be toasted, be grilled, be broiled, be scorched, be sunburnt, warm up, heat up (as a motor), be tarnished, fade, have heartburn, be jealous of, glow, be illuminated",Guess the meaning of the Onyomi reading,Text
"養,||ヨウ||","bring up, rear, adopt, foster, support, promote (health), cultivate, develop","Kunyomi: やしなう = bring up, rear, adopt, foster, support, promote (health), cultivate, develop",Guess the meaning of the Onyomi reading,Text
"敗,||ハイ||","defeat, reversal","Kunyomi: やぶれる = be defeated",Guess the meaning of the Onyomi reading,Text
"辞,||ジ||","word, term, expression, sentence, an address","Kunyomi: やめる = resign",Guess the meaning of the Onyomi reading,Text
"良,||リョウ||","good, fine","Kunyomi: よい = good, goodnatured, pleasing, precious, noble, lovely, beautiful, fine, lucky, efficacious, right, suitable, justifiable, appropriate, satisfactory, better, all right, unnecessary, no objection, intimate, friendly, easy, well, desirous",Guess the meaning of the Onyomi reading,Text
"輪,||リン||","ring, circle, wheel, corolla, wheel counter","Kunyomi: わ = circle, ring, link, wheel, hoop, loop",Guess the meaning of the Onyomi reading,Text
"別,||ベツ||","divide, split, separate, isolate, distribute, share, distinguish, spare","Kunyomi: わかれる = branch off, diverge from, fork, split, be divided, part with, be divorced, bid farewell, break up, disperse, scatter",Guess the meaning of the Onyomi reading,Text
"笑,||ショウ||","laughter","Kunyomi: わらう,えむ = laugh, smile, ridicule, be in full bloom,smile, bloom, split, open, crack",Guess the meaning of the Onyomi reading,Text
"bear [**Kun**]","熊,くま","",Guess the romaji equivalent of the Kunyomi reading,Text
"cape, spit, promontory [**Kun**]","崎,さき","",Guess the romaji equivalent of the Kunyomi reading,Text
"cape, used for the name of prefecture, 'Saitama' [**Kun**]","埼,さい","",Guess the romaji equivalent of the Kunyomi reading,Text
"deer [**Kun**]","鹿,しか,か","",Guess the romaji equivalent of the Kunyomi reading,Text
"hill, knoll, rising ground [**Kun**]","岡,おか","",Guess the romaji equivalent of the Kunyomi reading,Text
"horse chestnut [**Kun**]","栃,とち","",Guess the romaji equivalent of the Kunyomi reading,Text
"lagoon [**Kun**]","潟,かた","",Guess the romaji equivalent of the Kunyomi reading,Text
"pear, pear tree [**Kun**]","梨,なし","",Guess the romaji equivalent of the Kunyomi reading,Text
"thorn, brier [**Kun**]","茨,いばら","",Guess the romaji equivalent of the Kunyomi reading,Text
"clothes, robe, dressing, frosting, coating [**Kun**]","衣,ころも","Onyomi: イ = garment",Guess the romaji equivalent of the Kunyomi reading,Text
"grade, rank, court order, dignity, nobility, situation, throne, crown [**Kun**]","位,くらい","Onyomi: イ = rank, place, grade",Guess the romaji equivalent of the Kunyomi reading,Text
"sign, mark, symbol, emblem, badge, evidence, souvenir, token, brand, trademark, signs, indications, omen, seal [**Kun**]","印,しるし","Onyomi: イン = seal, stamp, mark",Guess the romaji equivalent of the Kunyomi reading,Text
"prosper, flourish, thrive, glory, shine, be brilliant, look attractive [**Kun**]","栄,さかえる,はえ,はえる","Onyomi: エイ = prosperity, glory, splendor, honor",Guess the romaji equivalent of the Kunyomi reading,Text
"salt, seasoning [**Kun**]","塩,しお","Onyomi: エン = salt",Guess the romaji equivalent of the Kunyomi reading,Text
"join in, accede to, gain in (influence), increase, add, sum up, append, include, inflict [**Kun**]","加,くわえる,くわわる","Onyomi: カ = addition, increase",Guess the romaji equivalent of the Kunyomi reading,Text
"carry out, achieve, complete, realize, perform, fulfill, end, be finished, be exhausted, die, perish, limit, bounds, extremity, result, fate [**Kun**]","果,はたす,はてる,はて","Onyomi: カ = fruit, reward",Guess the romaji equivalent of the Kunyomi reading,Text
"sprout, spear, germ [**Kun**]","芽,め","Onyomi: ガ = sprout, spear, germ",Guess the romaji equivalent of the Kunyomi reading,Text
"change, modify, convert, renew, renovate, reform, mend, rectify, amend, revise, improve, examine, inspect, search, be renewed, be renovated, be modified, be revised, be improved, be reformed, be ceremonious [**Kun**]","改,あらためる,あらたまる","Onyomi: カイ = change, modify, convert, renew, renovate, reform, mend, rectify, amend, revise, improve, examine, inspect, search",Guess the romaji equivalent of the Kunyomi reading,Text
"town, quarters, street [**Kun**]","街,まち","Onyomi: ガイ,カイ = street, avenue, town",Guess the romaji equivalent of the Kunyomi reading,Text
"each, every, either, respectively [**Kun**]","各,おのおの","Onyomi: カク = each",Guess the romaji equivalent of the Kunyomi reading,Text
"remember, memorize, learn, perceive, feel, experience, know, expect, awake, wake up, be disillusioned, sober up [**Kun**]","覚,おぼえる,さます,さめる","Onyomi: カク = remember, memorize, learn, perceive, feel, experience, know, expect",Guess the romaji equivalent of the Kunyomi reading,Text
