question,answer,comment,instruction
"竹麦魚","ほうぼう","Gurnet;red gurnard (Chelidonichthys spinosus);sea robin","Fish"
"帆立貝","ほたてがい","Japanese scallop (Patinopecten yessoensis);Yesso scallop","Fish"
"海鞘/老海鼠","ほや","Ascidian;sea squirt","Fish"
"鯔","ぼら","Adult striped mullet;after all is said and done;in the end;young striped mullet;black mullet;flathead grey mullet;redlip mullet (Chelon haematocheilus);striped mullet (Mugil cephal","Fish"
"鰡","ぼら","Black mullet;flathead grey mullet;redlip mullet (Chelon haematocheilus);striped mullet (Mugil cephalus)","Fish"
"吹螺/梭尾螺/法螺貝","ほらがい","Conch (esp. Charonia tritonis);trumpet shell","Fish"
"鮪","まぐろ","Dead lay;Pacific bluefin tuna (edible fish, Thunnus orientalis);person who is inactive during sexual intercourse;someone unconscious due to alcohol;starfish;tuna (edible fish, Thun","Fish"
"鱒","ます","Sea trout;trout","Fish"
"蟶貝/馬刀貝","まてがい","Razor clam (Solen strictus)","Fish"
"馬頭鯛/的鯛","まとうだい","John Dory (Zeus faber)","Fish"
"真魚鰹","まながつお","Butterfish (any fish of family Stromateidae, esp. species Pampus punctatissimus);harvestfish;rudderfish","Fish"
"翻車魚","まんぼう","Ocean sunfish (Mola mola)","Fish"
"海松貝","みるがい","Mirugai clam (Tresus keenae, species of gaper clam)","Fish"
"鯥","むつ","Gnomefish (Scombrops boops)","Fish"
"目高","めだか","Japanese medaka;Japanese rice fish (Oryzias latipes);killifish","Fish"
"赤目魚","めなだ","Redlip mullet (Chelon haematocheilus)","Fish"
"目張/眼張","めばる","Black rockfish (Sebastes inermis);darkbanded rockfish","Fish"
"諸子","もろこ","(all of) you or them;gentlemen;Hundred Schools of Thought;you;gudgeon (any fish of genus Gnathopogon or related genera);longtooth grouper (species of fish, Epinephelus bruneus);wil","Fish"
"紋甲烏賊","もんごういか","Common cuttlefish (Sepia officinalis);kisslip cuttlefish (Sepia lycidas)","Fish"
"寄居虫","やどかり","Hermit crab;renting a house;tenant","Fish"
"山女","やまめ","Akebia (Akebia quinata);mountain witch;landlocked masu salmon (Oncorhynchus masou masou)","Fish"
"山女魚","やまめ","Landlocked masu salmon (Oncorhynchus masou masou)","Fish"
"公魚/若鷺","わかさぎ","Japanese pond smelt (Hypomesus nipponensis)","Fish"
"藁素坊","わらすぼ","Warasubo (Japanese eel goby)","Fish"
"秋茜","あきあかね","Var. of red dragonfly (Sympetrum frequens)","Insects"
"揚羽蝶/鳳蝶","あげはちょう","Swallowtail butterfly (esp. the citrus swallowtail butterfly, Papilio xuthus)","Insects"
"虻","あぶ","Gadfly;horsefly","Insects"
"水馬","あめんぼ","Crossing water with a horse;pond skater (any insect of family Gerridae);water strider","Insects"
"水黽/飴坊","あめんぼ","Pond skater (any insect of family Gerridae);water strider","Insects"
"蟻","あり","Ant","Insects"
"糸蜻蛉/豆娘","いととんぼ","Damselfly (Zygoptera spp.);demoiselle","Insects"
"稲子","いなご","Grasshopper;locust (of family Catantopidae);rice grasshopper (of genus Oxya)","Insects"
"蝗","いなご,ばった","いなご:Grasshopper;locust (of superfamily Acridoidea);rice pest;grasshopper;locust (of family Catantopidae);rice grasshopper (of genus Oxya)
ばった:Grasshopper;locust (of family Catantopidae);rice grasshopper (of genus Oxya);rice pest;grasshopper;locust (of superfamily Acridoidea)","Insects"
"刺虫","いらむし","Monema flavescens (イラガ)'s larva","Insects"
"蛆","うじ","Grub;larva;maggot","Insects"
"薄翅蜉蝣","うすばかげろう","Ant lion (esp. species Hagenomyia micans)","Insects"
"浮塵子","うんか","Leafhopper;plant hopper (any insect of family Delphacidae)","Insects"
"筬虫","おさむし","Carabid (esp. of subfamily Carabinae);ground beetle;millipede","Insects"
"馬大頭","おにやんま","Jumbo dragonfly;Siebold's dragonfly (Anotogaster sieboldii)","Insects"
"蛾","が","Moth","Insects"
"大蚊","ががんぼ","Crane fly;daddy longlegs (insect of family Tipulidae)","Insects"
"蜉蝣","かげろう","Damselfly;dragonfly;ephemerality (of human life);ephemeropteran;mayfly","Insects"
"蝸牛","かたつむり","Cochlea;snail;snail","Insects"
"兜虫","かぶとむし","Rhinoceros beetle (esp. the Japanese rhinoceros beetle, Trypoxylus dichotomus)","Insects"
"甲虫","かぶとむし","Beetle;rhinoceros beetle (esp. the Japanese rhinoceros beetle, Trypoxylus dichotomus)","Insects"
"螳螂/蟷螂/鎌切","かまきり","Praying mantis (esp. the narrow-winged mantis, Tenodera angustipennis)","Insects"
"竈馬","かまどうま","Camel cricket (Diestrammena apicalis);camelback cricket;cave cricket;spider cricket","Insects"
"天牛/髪切虫","かみきりむし","Long-horned beetle","Insects"
"亀虫/椿象","かめむし","Pentatomid;shield bug;stink bug","Insects"
"螽斯","きりぎりす","Bush-cricket (Tettigoniidae);cricket;Japanese katydid (Gampsocleis buergeri);katydid;long-horned grasshopper","Insects"
"轡虫","くつわむし","Mecopoda nipponensis (species of katydid)","Insects"
"蜘蛛","くも","Spider","Insects"
"鍬形虫","くわがたむし","Stag beetle","Insects"
"蚰蜒","げじ","Contemptible person;house centipede (Scutigeromorpha spp.);louse;skunk;wretch","Insects"
"螻蛄","けら","Being broke;being penniless;mole cricket (esp. the Oriental mole cricket, Gryllotalpa orientalis)","Insects"
"竜蝨/源五郎","げんごろう","Diving beetle;Japanese predacious diving beetle (Cybister japonicus)","Insects"
"笄蛭","こうがいびる","Bipaliinae; hammerhead worm","Insects"
"蟋蟀","こおろぎ","Bush-cricket (Tettigoniidae);cricket;Japanese katydid (Gampsocleis buergeri);katydid;long-horned grasshopper;cricket (Gryllidae spp.)","Insects"
"沙蚕","ごかい","Clam worm (Hediste);ragworm;sandworm","Insects"
"金亀子","こがねむし","Mimela splendens (metallic-green scarabaeid beetle);scarabaeid beetle","Insects"
"黄金虫","こがねむし","The Gold-Bug (short story by Edgar Allan Poe, 1843);Mimela splendens (metallic-green scarabaeid beetle);scarabaeid beetle;The Gold-Bug (short story by Edgar Allan Poe, 1843)","Insects"
"穀象虫","こくぞうむし","Maize weevil (Sitophilus zeamais)","Insects"
"塵芥虫","ごみむし","Anisodactylus signatus (species of ground beetle);carabid (esp. of superfamily Caraboidea, but excluding subfamily Carabinae);ground beetle","Insects"
"歩行虫","ごみむし,おさむし","ごみむし:Carabid (esp. of subfamily Carabinae);ground beetle;millipede;Anisodactylus signatus (species of ground beetle);carabid (esp. of superfamily Caraboidea, but excluding subfamily Car
おさむし:Anisodactylus signatus (species of ground beetle);carabid (esp. of superfamily Caraboidea, but excluding subfamily Carabinae);ground beetle;carabid (esp. of subfamily Carabinae);gr","Insects"
"叩頭虫/米搗虫","こめつきむし","Click beetle;skipjack (beetle of family Elateridae)","Insects"
"蠍","さそり","Scorpion (Scorpiones spp.)","Insects"
"条虫","さなだむし","Cestode;tapeworm","Insects"
"真田虫","さなだむし","Tapeworm","Insects"
"似我蜂","じがばち","Red-banded sand wasp (Ammophila sabulosa);thread-waisted wasp (any wasp of family Sphecidae, incl. digger wasps and mud daubers)","Insects"
"小灰蝶/蜆蝶","しじみちょう","Gossamer-winged butterflies (Lycaenidae spp.)","Insects"
"埋葬虫","しでむし","Carrion beetle (any beetle of family Silphidae, incl. burying beetles)","Insects"
"紙魚/衣魚","しみ","Oriental silverfish (Ctenolepisma villosa);someone who is unable to apply what they have read;true bristletail (any insect of order Thysanura, esp. of family Lepismatidae)","Insects"
"尺取虫","しゃくとりむし","Inchworm;looper (caterpillar);measuring worm","Insects"
"猩猩蠅","しょうじょうばえ","Banana fly;fruit fly (any insect of family Drosophilidae);pomace fly;vinegar fly","Insects"
"精霊蝗/精霊蝗虫","しょうりょうばった","Chinese grasshopper","Insects"
"虱/蝨","しらみ","Lice;louse (esp. a sucking louse)","Insects"
"白燈蛾/白灯蛾","しろひとり","Chionarctia nivea (species of ermine moth)","Insects"
"天蛾","すずめが","Hawk moth (any moth of family Sphingidae);hawkmoth;sphinx moth","Insects"
"胡蜂/雀蜂","すずめばち","Asian giant hornet (Vespa mandarinia);hornet;wasp (of subfamily Vespinae);yak-killer hornet;yellow jacket","Insects"
"蝉","せみ","Cicada;locust;small-sized pulley","Insects"
"水爬虫/田鼈","たがめ","Lethocerus deyrollei (species of giant water bug)","Insects"
"壁蝨","だに","Mite;tick (Acari spp.)","Insects"
"吉丁虫/玉虫","たまむし","Buprestid;jewel beetle (esp. Chrysochroa fulgidissima)","Insects"
"団子虫","だんごむし","Pill bug;pillbug;slater;sow bug;sowbug;woodlouse","Insects"
"蝶","ちょう","Butterfly","Insects"
"恙虫","つつがむし","Chigger;harvest mite (any mite of family Trombiculidae);jigger","Insects"
"吊虻/長吻虻","つりあぶ","Bee fly (any insect of family Bombyliidae)","Insects"
"天道虫/瓢虫/紅娘","てんとうむし","Ladybird;ladybug (Harmonia axyridis)","Insects"
"蜻蛉","とんぼ,かげろう","とんぼ:Damselfly;dragonfly
かげろう:Damselfly;dragonfly","Insects"
"七節/竹節虫","ななふし","Leaf insect;stick insect;walking stick (any insect of order Phasmatodea);walkingstick","Insects"
"七星瓢虫","ななほしてんとう","Seven-spot ladybird;seven-spotted ladybug (Coccinella septempunctata)","Insects"
"蛞蝓","なめくじ","Slug","Insects"
"蚤","のみ","Flea","Insects"
"蝿/蠅","はえ","Fly (any insect of infraorder Muscomorpha);person of no worth;pisher;scrub","Insects"
"蝗虫","ばった","Rice grasshopper (of genus Oxya);grasshopper;locust (of superfamily Acridoidea)","Insects"
"飛蝗","ばった","(swarming) locusts;locust swarm;locust swarming;grasshopper;locust (of superfamily Acridoidea)","Insects"
"隠翅虫","はねかくし","Rove beetle","Insects"
"斑猫","はんみょう","Blister beetle;oil beetle;tiger beetle (esp. the Japanese tiger beetle, Cicindela japonica)","Insects"
"茅蜩/蜩","ひぐらし","Evening cicada (Tanna japonensis)","Insects"
"平蜘蛛","ひらたぐも","Uroctea compactilis (species of araneomorph spider)","Insects"
"蛭","ひる","Leech","Insects"
"蚋/蟇子/蚋","ぶよ,ぶゆ","Black fly (any insect of family Simuliidae);gnat","Insects"
"棒振","ぼうふら","Maggot;mosquito larva;wriggler","Insects"
"蝸牛被","まいまいかぶり","Damaster blaptoides","Insects"
"微塵子/水蚤","みじんこ","Water flea (Daphnia spp.)","Insects"
"水澄","みずすまし","Pond skater;water strider;whirligig beetle (any insect of family Gyrinidae, esp. the Japanese whirligig beetle, Gyrinus japonicus)","Insects"
"蓑虫","みのむし","Bagworm;bagworm moth","Insects"
"蚯蚓","みみず","Earthworm;worm","Insects"
"百足/蜈蚣","むかで","Centipede","Insects"
"馬陸","やすで","Millipede","Insects"
"豹脚蚊","やぶか","Aedes (genus of mosquitoes);striped mosquito","Insects"
"鼠姑/草鞋虫","わらじむし","Slater;wood lice;wood louse","Insects"
