question,answer,comment,instruction
菌|sample words:|いすと菌|菌糸|せらちあ菌,きん,"菌:fungus, germ, bacteria|いすと菌(いすときん):yeast cell|菌糸(きんし):hyphae; hypha; fungal filament|せらちあ菌(せらちあきん):Serratia marcescens",Jouyou. JLPT : N1
藩|sample words:|支藩|知藩事|廃藩置県,はん,藩:feudal clan; enclosure|支藩(しはん):sub-fief; subsidiary domain|知藩事(ちはんじ):governor of a feudal domain (1869-1871)|廃藩置県(はいはんちけん):abolition of feudal domains and establishment of .,Jouyou. JLPT : N1
蛇|sample words:|蛇の鬚|蛇の道は蛇|蛇の目,じゃ,蛇:snake|蛇の鬚(じゃのひげ):dwarf mondo grass (Ophiopogon japonicus)|蛇の道は蛇(じゃのみちはへび):it takes one to know one; the wolf knows what the.|蛇の目(じゃのめ):umbrella with bull's-eye pattern; bull's-eye (pat.,Jouyou. JLPT : N1
詔|sample words:|詔命|詔令|大詔渙発,しょう,"詔:imperial edict, decree|詔命(しょうめい):imperial command|詔令(しょうれい):imperial edict|大詔渙発(たいしょうかんぱつ):promulgation of an Imperial rescript",Jouyou. JLPT : N1
貫|sample words:|一貫教育校|一貫して|一貫道,かん,"貫:pierce, penetrate, perforate; shoot through; atta.|一貫教育校(いっかんきょういくこう):integrated set of schools that offers education f..|一貫して(いっかんして):consistently|一貫道(いっかんどう):Yiguandao",Jouyou. JLPT : N1
軸|sample words:|基軸通貨|ころ軸受け|軸をかける,じく,"軸:axis; axle; spindle; shaft; pivot; stem, stalk; (.|基軸通貨(きじくつうか):key currency|ころ軸受け(ころじくうけ):roller bearing|軸をかける(じくをかける):to hang a scroll picture",Jouyou. JLPT : N1
辱|sample words:|屈辱の日|辱知|恥辱,じょく,"辱:humiliate, put to shame, disgrace, insult; rape, .|屈辱の日(くつじょくのひ):day of disgrace (in Okinawa; April 28, after the .|辱知(じょくち):acquaintance|恥辱(ちじょく):shame; insult; disgrace",Jouyou. JLPT : N1
酷|sample words:|過酷|苛酷事故|酷使,こく,"酷:severity, cruelty|過酷(かこく):cruel; hard; rigorous; harsh; severe|苛酷事故(かこくじこ):severe accident (esp. relating to a nuclear react.|酷使(こくし):exploitation; abuse; overuse",Jouyou. JLPT : N1
鈴|sample words:|唖鈴|馬鈴薯|馬鈴薯澱粉,れい,鈴:bell|唖鈴(あれい):dumbbell|馬鈴薯(ばれいしょ):potato (Solanum tuberosum)|馬鈴薯澱粉(ばれいしょでんぷん):potato starch,Jouyou. JLPT : N1
鈴|sample words:|風鈴|風鈴草|呼鈴,りん,鈴:bell|風鈴(ふうりん):wind bell; wind chime|風鈴草(ふうりんそう):Canterbury bell|呼鈴(よびりん):bell (used for summoning or signalling); buzzer,Jouyou. JLPT : N1
鉢|sample words:|小鉢|すぷ鉢|手洗い鉢,はち,"鉢:bowl, rice tub, pot; crown, brainpan|小鉢(こばち):small bowl|すぷ鉢(すぷばち):soup bowl|手洗い鉢(てあらいばち):washbasin",Jouyou. JLPT : N1
銃|sample words:|かびん銃|ごむ銃|銃士,じゅう,"銃:gun, arms|かびん銃(かびんじゅう):carbine|ごむ銃(ごむじゅう):rubber band gun|銃士(じゅうし):musketeer",Jouyou. JLPT : N1
錠|sample words:|錠前破り|しりんだ錠|施錠,じょう,"錠:lock, padlock, latch; pill; close up, counter for.|錠前破り(じょうまえやぶり):picking a lock; breaking a lock|しりんだ錠(しりんだじょう):cylinder lock|施錠(せじょう):locking",Jouyou. JLPT : N1
陵|sample words:|迦陵頻伽|高陵土|ご陵,りょう,陵:imperial tomb|迦陵頻伽(かりょうびんが):imaginary bird in paradise that sings sweet notes.|高陵土(こうりょうど):porcelain clay; china clay; kaolin|ご陵(ごりょう):imperial tomb,Jouyou. JLPT : N1
雷|sample words:|機雷|仕掛地雷|磁気機雷,らい,雷:thunder|機雷(きらい):(sea) mine|仕掛地雷(しかけじらい):booby trap|磁気機雷(じききらい):magnetic mine,Jouyou. JLPT : N1
霊|sample words:|慰霊碑|合同慰霊祭|祖先の霊,れい,"霊:soul, spirit|慰霊碑(いれいひ):memorial monument; cenotaph|合同慰霊祭(ごうどういれいさい):joint service for the war dead|祖先の霊(そせんのれい):ancestral spirits",Jouyou. JLPT : N1
鬼|sample words:|餓鬼んちょ|鬼気|鬼籍に入る,き,"鬼:devil, demon, ghost; spirits of the dead; fiend; .|餓鬼んちょ(がきんちょ):little devil; kid; urchin; brat|鬼気(きき):dreadful; ghastly|鬼籍に入る(きせきにいる):to join the majority; to enter the death register.",Jouyou. JLPT : N1
魔|sample words:|死魔|破魔|破魔矢,ま,"魔:demon, devil, evil spirit|死魔(しま):demon of death|破魔(はま):exorcism|破魔矢(はまや):(ceremonial) arrow used to drive off evil",Jouyou. JLPT : N1
鹿|sample words:|鹿柴|鹿野苑,ろく,鹿:deer|鹿柴(ろくさい):abatis|鹿野苑(ろくやおん):The Deer Park; Magadaava (where Buddha delivered .,Jouyou. JLPT : N1
