Question,Answer,Comment,Instruction,Render as
"如,||ジョ,ニョ||","like, such as, as if","",Guess the meaning of the Onyomi reading,Text
"娯,||ゴ||","pleasure","",Guess the meaning of the Onyomi reading,Text
"婆,||バ||","old woman, grandmother","",Guess the meaning of the Onyomi reading,Text
"嬢,||ジョウ||","girl, daughter, young lady, Miss.","",Guess the meaning of the Onyomi reading,Text
"孔,||コウ||","hole, aperture, slit, gap, stop (of musical instrument), eyelet, cavity, socket, cave, den, hiding place, pit, fault, defect, deficit, grave, dark horse","",Guess the meaning of the Onyomi reading,Text
"孤,||コ||","orphan","",Guess the meaning of the Onyomi reading,Text
"宴,||エン||","feast, banquet, party, entertainment","",Guess the meaning of the Onyomi reading,Text
"審,||シン||","hearing, trial, investigation","",Guess the meaning of the Onyomi reading,Text
"封,||フウ,ホウ||","seal, sealing, closing,fief","",Guess the meaning of the Onyomi reading,Text
"尿,||ニョウ||","urine","",Guess the meaning of the Onyomi reading,Text
"峡,||キョウ||","gorge, ravine","",Guess the meaning of the Onyomi reading,Text
"帝,||テイ||","emperor, the god of heaven, the creator","",Guess the meaning of the Onyomi reading,Text
"幽,||ユウ||","confine to a room","",Guess the meaning of the Onyomi reading,Text
"廊,||ロウ||","corridor, hall, lobby, tower, watchtower","",Guess the meaning of the Onyomi reading,Text
"廉,||レン||","purity, honesty, low price, corner","",Guess the meaning of the Onyomi reading,Text
"弧,||コ||","arc, arch, bow","",Guess the meaning of the Onyomi reading,Text
"徐,||ジョ||","slowly, deliberately, gently","",Guess the meaning of the Onyomi reading,Text
"悦,||エツ||","joy, rapture, ecstasy, amusement","",Guess the meaning of the Onyomi reading,Text
"慨,||ガイ||","be sad","",Guess the meaning of the Onyomi reading,Text
"択,||タク||","choose, select, cull out, elect, prefer, decide on","",Guess the meaning of the Onyomi reading,Text
"抽,||チュウ||","pull, extract, excel","",Guess the meaning of the Onyomi reading,Text
"拘,||コウ||","seize, arrest","",Guess the meaning of the Onyomi reading,Text
"掌,||ショウ||","rule, administer, conduct","",Guess the meaning of the Onyomi reading,Text
"排,||ハイ||","exclude, expel, reject, push aside, push open, defy, disregard, anti(Japanese, etc.)","",Guess the meaning of the Onyomi reading,Text
"措,||ソ||","give up, suspend, discontinue, lay aside, set apart, except","",Guess the meaning of the Onyomi reading,Text
"摂,||セツ||","act in place of, carry on in addition to","",Guess the meaning of the Onyomi reading,Text
"擁,||ヨウ||","embrace, hug, possess, protect, lead","",Guess the meaning of the Onyomi reading,Text
"赦,||シャ||","forgiveness","",Guess the meaning of the Onyomi reading,Text
"敢,||カン||","sad, tragic, pitiful, frail, feeble, fleeting, unkind","",Guess the meaning of the Onyomi reading,Text
"斗,||ト||","ten sho (1 to = 4.8 gallons (U.S.)= 18 liters), a oneto measure, sake ladle, the Big Dipper","",Guess the meaning of the Onyomi reading,Text
"斤,||キン||","1.1/3 pounds, catty, axe","",Guess the meaning of the Onyomi reading,Text
"斥,||セキ||","retreat, recede, withdraw","",Guess the meaning of the Onyomi reading,Text
"晶,||ショウ||","clear, crystal","",Guess the meaning of the Onyomi reading,Text
"暫,||ザン||","for a while, for a moment, for a long time","",Guess the meaning of the Onyomi reading,Text
"某,||ボウ||","one, a certain, that person, that thing","",Guess the meaning of the Onyomi reading,Text
"棄,||キ||","throw away, discard, abandon, desert, give up, renounce, relinquish, resign, lay down (one’s life), part with, sacrifice, reject, condemn","",Guess the meaning of the Onyomi reading,Text
"棋,||キ||","Japanese chess","",Guess the meaning of the Onyomi reading,Text
"楼,||ロウ||","tower, turret, lookout, high building","",Guess the meaning of the Onyomi reading,Text
"概,||ガイ||","approximation, condition, situation","",Guess the meaning of the Onyomi reading,Text
"欧,||オウ||","Europe","",Guess the meaning of the Onyomi reading,Text
"没,||ボツ||","sink, set, go down, hide, be hidden, fall into, disappear, die,rejection of manuscript, deceased","",Guess the meaning of the Onyomi reading,Text
"泌,||ヒツ,ヒ||","flow, soak in, penetrate, secrete","",Guess the meaning of the Onyomi reading,Text
"浪,||ロウ||","waves, billows","",Guess the meaning of the Onyomi reading,Text
"湾,||ワン||","gulf, bay, inlet","",Guess the meaning of the Onyomi reading,Text
"濫,||ラン||","overflow, spread over","",Guess the meaning of the Onyomi reading,Text
"炉,||ロ||","furnace, kiln, hearth, (nuclear) reactor","",Guess the meaning of the Onyomi reading,Text
"牲,||セイ||","sacrifice, offering, gift","",Guess the meaning of the Onyomi reading,Text
"犠,||ギ||","sacrifice","",Guess the meaning of the Onyomi reading,Text
"猟,||リョウ||","shooting, hunting, game, take, bag","",Guess the meaning of the Onyomi reading,Text
"獄,||ゴク||","prison, jail","",Guess the meaning of the Onyomi reading,Text
"甲,||コウ,カン||","high (voice),first class, former, back (of the hand), instep, armor, shell, tortoise shell, carapace","",Guess the meaning of the Onyomi reading,Text
"畔,||ハン||","ricepaddy ridge, levee","",Guess the meaning of the Onyomi reading,Text
"畜,||チク||","domesticated fowl and animals","",Guess the meaning of the Onyomi reading,Text
"疾,||シツ||","illness, disease","",Guess the meaning of the Onyomi reading,Text
"痘,||トウ||","smallpox","",Guess the meaning of the Onyomi reading,Text
"碑,||ヒ||","monument, tombstone","",Guess the meaning of the Onyomi reading,Text
"祉,||シ||","happiness","",Guess the meaning of the Onyomi reading,Text
"稚,||チ||","young","",Guess the meaning of the Onyomi reading,Text
"穫,||カク||","harvest, reap","",Guess the meaning of the Onyomi reading,Text
"窒,||チツ||","plug up, obstruct","",Guess the meaning of the Onyomi reading,Text
"符,||フ||","sign, mark, tally, charm, amulet","",Guess the meaning of the Onyomi reading,Text
"篤,||トク||","kind, cordial, fervent, affectionate, serious (illness)","",Guess the meaning of the Onyomi reading,Text
"簿,||ボ||","record, book","",Guess the meaning of the Onyomi reading,Text
"籍,||セキ||","domiciliary register, membership","",Guess the meaning of the Onyomi reading,Text
"紺,||コン||","dark blue, navy blue","",Guess the meaning of the Onyomi reading,Text
"緊,||キン||","hard, solid, reliable, tight","",Guess the meaning of the Onyomi reading,Text
"胆,||タン||","gall bladder, courage","",Guess the meaning of the Onyomi reading,Text
"胎,||タイ||","womb, uterus","",Guess the meaning of the Onyomi reading,Text
"胞,||ホウ||","theca, sac, sheath, case, placenta","",Guess the meaning of the Onyomi reading,Text
"膜,||マク||","membrane","",Guess the meaning of the Onyomi reading,Text
"菊,||キク||","chrysanthemum","",Guess the meaning of the Onyomi reading,Text
"藩,||ハン||","feudal clan, enclosure","",Guess the meaning of the Onyomi reading,Text
"虚,||キョ,コ||","emptiness, unpreparedness, crack, fissure, unguarded position, untruth","",Guess the meaning of the Onyomi reading,Text
"蛮,||バン||","barbarian","",Guess the meaning of the Onyomi reading,Text
"衝,||ショウ||","brunt, opposition (in astronomy), highway, collision, important point","",Guess the meaning of the Onyomi reading,Text
"訂,||テイ||","correct, decide","",Guess the meaning of the Onyomi reading,Text
"託,||タク||","requesting, entrusting with","",Guess the meaning of the Onyomi reading,Text
"該,||ガイ||","the said","",Guess the meaning of the Onyomi reading,Text
"諾,||ダク||","assent, consent, agreement","",Guess the meaning of the Onyomi reading,Text
"賊,||ゾク||","robber, rebel, traitor","",Guess the meaning of the Onyomi reading,Text
"軌,||キ||","wheel track, railway, orbit, rut, rule, model, road, way of doing","",Guess the meaning of the Onyomi reading,Text
"軸,||ジク||","axis, axle, spindle, shaft, pivot, stem, stalk, (pen) holder, scroll picture","",Guess the meaning of the Onyomi reading,Text
"逮,||タイ||","chase","",Guess the meaning of the Onyomi reading,Text
"遇,||グウ||","treat, entertain, receive, deal with","",Guess the meaning of the Onyomi reading,Text
"遵,||ジュン||","follow, obey, learn","",Guess the meaning of the Onyomi reading,Text
"邦,||ホウ||","country","",Guess the meaning of the Onyomi reading,Text
"邪,||ジャ||","injustice, unrighteousness, wickedness","",Guess the meaning of the Onyomi reading,Text
"郊,||コウ||","suburbs, rural area","",Guess the meaning of the Onyomi reading,Text
"郭,||カク||","enclosure, quarters","",Guess the meaning of the Onyomi reading,Text
"酵,||コウ||","fermentation","",Guess the meaning of the Onyomi reading,Text
"錠,||ジョウ||","lock, padlock, latch, pill, close up, counter for pills","",Guess the meaning of the Onyomi reading,Text
"錬,||レン||","refine (metals), drill, train, polish (sentences)","",Guess the meaning of the Onyomi reading,Text
"錯,||サク||","mix, be in discorder","",Guess the meaning of the Onyomi reading,Text
"閲,||エツ||","inspection, revision","",Guess the meaning of the Onyomi reading,Text
"陪,||バイ||","follow, accompany, attend on","",Guess the meaning of the Onyomi reading,Text
"陳,||チン||","state, relate, explain","",Guess the meaning of the Onyomi reading,Text
"陶,||トウ||","porcelain, pottery","",Guess the meaning of the Onyomi reading,Text
"隆,||リュウ||","high, noble, prosperity","",Guess the meaning of the Onyomi reading,Text
"随,||ズイ||","at the mercy of (the waves)","",Guess the meaning of the Onyomi reading,Text
"隻,||セキ||","counter for ships, fish, birds, arrows, etc., and one of a pair","",Guess the meaning of the Onyomi reading,Text
"零,||レイ||","zero, nothing, cipher, fall","",Guess the meaning of the Onyomi reading,Text
"餓,||ガ||","be hungry, starve, thirst","",Guess the meaning of the Onyomi reading,Text
"駐,||チュウ||","stop, reside in","",Guess the meaning of the Onyomi reading,Text
"騎,||キ||","riding on horses, counter for horsemen","",Guess the meaning of the Onyomi reading,Text
"髄,||ズイ||","marrow, pith","",Guess the meaning of the Onyomi reading,Text
"魅,||ミ||","charm, fascinate, bewitch, enchant","",Guess the meaning of the Onyomi reading,Text
"魔,||マ||","demon, devil, evil spirit","",Guess the meaning of the Onyomi reading,Text
"遭,||ソウ||","meet, interview","Kunyomi: あう = meet, interview",Guess the meaning of the Onyomi reading,Text
"飽,||ホウ||","get tired of, lose interest in, have enough","Kunyomi: あきる,あかす = get tired of, lose interest in, have enough,satiate, surfeit, bore, tire, weary",Guess the meaning of the Onyomi reading,Text
"揚,||ヨウ||","praise","Kunyomi: あげる,あがる = rise, go up, climb up, advance, appreciate, be promoted, improve, enter, call on, be offered, accrue, be finished, (expenses) come to, go bankrupt, begin spinning (cocoons), be caught, get ruffled, eat, drink, die, weaken (as a battery), let up (rain),raise, elevate, fly (kites), praise, increase, advance, promote, vomit, usher in, admit, send (to school), offer, present, leave with, finish, arrange (expenses), observe, perform, quote, mention, give (examples), bear (a child), improve (talents), do up (the hair), arrest, engage, fry, (rains) stop, fry in deep fat",Guess the meaning of the Onyomi reading,Text
"欺,||ギ||","deceive, cheat, delude","Kunyomi: あざむく = deceive, cheat, delude",Guess the meaning of the Onyomi reading,Text
"怪,||カイ||","mystery, apparition","Kunyomi: あやしい,あやしむ = doubt, be suspicious of, wonder at, undependable, mysterious, strange",Guess the meaning of the Onyomi reading,Text
"粗,||ソ||","roughness, coarseness, not fine, neglect, careless","Kunyomi: あらい = rough, coarse, rugged, loose (fabric), large (meshes)",Guess the meaning of the Onyomi reading,Text
"慌,||コウ||","be confused, lose one's head, be hurried, be hasty","Kunyomi: あわてる,あわただしい = be confused, lose one's head, be hurried, be hasty, busy, bustling, confused",Guess the meaning of the Onyomi reading,Text
"哀,||アイ||","pity, have mercy on, sympathize with","Kunyomi: あわれ,あわれむ = pity, have mercy on, sympathize with, grief, sorrow, misery, compassion, pathos",Guess the meaning of the Onyomi reading,Text
"粋,||スイ||","purity, essence, pith, cream, pick, elite, choice, elegance, fashion, taste, gracefulness, considerateness","Kunyomi: いき = chic, style",Guess the meaning of the Onyomi reading,Text
"憩,||ケイ||","rest, relax, repose","Kunyomi: いこい,いこう = rest, relax, repose",Guess the meaning of the Onyomi reading,Text
"礎,||ソ||","foundation stone, cornerstone","Kunyomi: いしずえ = foundation stone, cornerstone",Guess the meaning of the Onyomi reading,Text
"慈,||ジ||","love, be affectionate to, pity","Kunyomi: いつくしむ = love, be affectionate to, pity",Guess the meaning of the Onyomi reading,Text
"忌,||キ||","mourning, death anniversary, something detestable","Kunyomi: いむ,いまわしい = abhor, have an aversion for, avoid, shun, taboo, abstain from, objectionable, abominable, offensive, ominous, unlucky",Guess the meaning of the Onyomi reading,Text
"卑,||ヒ||","humble, base, mean, vile, vulgar, greedy","Kunyomi: いやしい,いやしむ,いやしめる = humble, base, mean, vile, vulgar, greedy,despise",Guess the meaning of the Onyomi reading,Text
"鋳,||チュウ||","casting","Kunyomi: いる = cast, mint, coin",Guess the meaning of the Onyomi reading,Text
"促,||ソク||","urge, press, demand, stimulate, incite, quicken, invite (attention to)","Kunyomi: うながす = urge, press, demand, stimulate, incite, quicken, invite (attention to)",Guess the meaning of the Onyomi reading,Text
"奪,||ダツ||","take by force, snatch away, oust, deprive of, disposess, plunder, usurp, absorb (attention), fascinate","Kunyomi: うばう = take by force, deprive of, disposess",Guess the meaning of the Onyomi reading,Text
"埋,||マイ||","be filled up, be buried, be imbedded in","Kunyomi: うめる,うまる,うもれる = be filled up, be buried, be imbedded in,bury, inter, fill up, pour in, plug up, inlay, make up for,be covered, live in obscruity",Guess the meaning of the Onyomi reading,Text
"恨,||コン||","bear a grudge, show resentment","Kunyomi: うらむ,うらめしい = bear a grudge, show resentment, hateful, bitter",Guess the meaning of the Onyomi reading,Text
"潤,||ジュン||","be watered, profit by, receive benefits, become rich","Kunyomi: うるおう,うるおす,うるむ = be watered, profit by, receive benefits, become rich,moisten, water, irrigate, dip, enrich, profit,be dimmed, be clouded, get muddy, be wet",Guess the meaning of the Onyomi reading,Text
"憂,||ユウ||","grieve, lament, be anxious","Kunyomi: うれえる,うれい,うい = grieve, lament, be anxious,sad, unhappy, gloomy,distress, sorrow, trouble, anxiety, grief",Guess the meaning of the Onyomi reading,Text
"覆,||フク||","overturn, capsize, fall, be ruined","Kunyomi: おおう,くつがえす,くつがえる = overturn, capsize, fall, be ruined,overthrow, undermine, frustrate, veto, disprove (a theory),cover, veil, hang over, brood over, conceal, overlap, shelter, screen, disguise, wrap, envelop, obscure, shade, overshadow",Guess the meaning of the Onyomi reading,Text
"怠,||タイ||","laziness, neglect","Kunyomi: おこたる,なまける = neglect, be off guard, be feeling better,be lazy, be idle",Guess the meaning of the Onyomi reading,Text
"抑,||ヨク||","stop, check, restrain, pin down, suppress, subdue, control, catch, arrest, govern, stop (the ears), withhold, attach, seize, secure (evidence), estimate conservatively","Kunyomi: おさえる = stop, check, restrain, pin down, suppress, subdue, control, catch, arrest, govern, stop (the ears), withhold, attach, seize, secure (evidence), estimate conservatively",Guess the meaning of the Onyomi reading,Text
"惜,||セキ||","be sparing of, be frugal with, be stingy with, regret, value, prize, be reluctant","Kunyomi: おしい,おしむ = be sparing of, be frugal with, be stingy with, regret, value, prize, be reluctant,regrettable, pitiful, disappointing, precious, wasteful",Guess the meaning of the Onyomi reading,Text
"穏,||オン||","calm, quiet, peace, moderation","Kunyomi: おだやか = calm, quiet, peace, moderation",Guess the meaning of the Onyomi reading,Text
"衰,||スイ||","decline, wane, weaken, abate, decay, wither, waste away","Kunyomi: おとろえる = decline, wane, weaken, abate, decay, wither, waste away",Guess the meaning of the Onyomi reading,Text
"脅,||キョウ||","threaten, coerce","Kunyomi: おびやかす,おどす,おどかす = threaten, coerce",Guess the meaning of the Onyomi reading,Text
"赴,||フ||","proceed to, get, become, tend toward","Kunyomi: おもむく = proceed to, get, become, tend toward",Guess the meaning of the Onyomi reading,Text
"愚,||グ||","folly, foolishness, absurdity, fool","Kunyomi: おろか = foolish, stupid, dull",Guess the meaning of the Onyomi reading,Text
"顧,||コ||","look back, turn around, look back upon, review, examine oneself, take notice of","Kunyomi: かえりみる = look back, turn around, look back upon, review, examine oneself, take notice of",Guess the meaning of the Onyomi reading,Text
"換,||カン||","change, turn, convert, exchange, renew, substitute, replace","Kunyomi: かえる,かわる = change, turn, convert, exchange, renew, substitute, replace, relieve",Guess the meaning of the Onyomi reading,Text
"掲,||ケイ||","put up, hang out, hoist, display, publish, insert, describe, mention","Kunyomi: かかげる = put up, hang out, hoist, display, publish, insert, describe, mention",Guess the meaning of the Onyomi reading,Text
"架,||カ||","frame, mount, stand, support, hang up, shelf","Kunyomi: かける,かかる = build (a bridge), hang",Guess the meaning of the Onyomi reading,Text
"賢,||ケン||","wisdom, cleverness","Kunyomi: かしこい = wise, intelligent",Guess the meaning of the Onyomi reading,Text
"硬,||コウ||","hard, solid, tough, rigid, tight, steady, firm, strict, safe, reliable, upright, chaste, constant, stiff, bookish, classical, stubborn","Kunyomi: かたい = hard, solid, tough, rigid, tight, steady, firm, strict, safe, reliable, upright, chaste, constant, stiff, bookish, classical, stubborn",Guess the meaning of the Onyomi reading,Text
"塊,||カイ||","lump, chunk, clod, mass, clot, ingot","Kunyomi: かたまり = lump, chunk, clod, mass, clump, cluster, group, flock, bigotry, personification (of)",Guess the meaning of the Onyomi reading,Text
"糧,||リョウ,ロウ||","food, provisions, bread","Kunyomi: かて = food, provisions, bread",Guess the meaning of the Onyomi reading,Text
"鐘,||ショウ||","bell, gong, chimes, carillon","Kunyomi: かね = bell, gong, chimes, carillon",Guess the meaning of the Onyomi reading,Text
"辛,||シン||","H, eighth","Kunyomi: からい = hot, acrid, sharp, salty, bitter, trying, harsh, severe",Guess the meaning of the Onyomi reading,Text
"芳,||ホウ||","fragrance","Kunyomi: かんばしい = fragrant, balmy, favorable",Guess the meaning of the Onyomi reading,Text
"冠,||カン||","crown, diadem, first, best, peerless","Kunyomi: かんむり = crown, diadem, a top character radical",Guess the meaning of the Onyomi reading,Text
"聴,||チョウ||","careful inquiry","Kunyomi: きく = hear, listen to, learn of, inquire, follow advice",Guess the meaning of the Onyomi reading,Text
"鍛,||タン||","forge, temper, drill, train, practice","Kunyomi: きたえる = forge, temper, drill, train, practice",Guess the meaning of the Onyomi reading,Text
"肝,||カン||","liver","Kunyomi: きも = liver, pluck, courage, nerve",Guess the meaning of the Onyomi reading,Text
"悔,||カイ||","repend, regret","Kunyomi: くいる,くやむ,くやしい = repend, regret,repent of, mourn for, condole with, vexing, regretable, mortifying",Guess the meaning of the Onyomi reading,Text
"鯨,||ゲイ||","whale","Kunyomi: くじら = whale",Guess the meaning of the Onyomi reading,Text
"崩,||ホウ||","die","Kunyomi: くずれる,くずす = demolish, destroy level (a hill), crumble (bread), change (money), simplify, put in disorder, cut (prices),crumble, collapse, cave in, be destroyed, get out of shape, be routed, worsen (weather)",Guess the meaning of the Onyomi reading,Text
"癖,||ヘキ||","habit","Kunyomi: くせ = habit, peculiality, vice, trait, fault, curl, kink, mannerism",Guess the meaning of the Onyomi reading,Text
"桑,||ソウ||","mulberry","Kunyomi: くわ = mulberry",Guess the meaning of the Onyomi reading,Text
"企,||キ||","plan, plot, propose, design, intend, contemplate, attempt, undertake","Kunyomi: くわだてる = plan, plot, propose, design, intend, contemplate, attempt, undertake",Guess the meaning of the Onyomi reading,Text
"削,||サク||","plane, sharpen, whittle, pare, shave (leather), scrape off, cross out, reduce, curtail","Kunyomi: けずる = plane, sharpen, whittle, pare, shave (leather), scrape off, cross out, reduce, curtail",Guess the meaning of the Onyomi reading,Text
"請,||セイ,シン||","requesting, inviting","Kunyomi: こう,うける = ask, request, invite, pray for, beg, solicit,receive, accept, take, get, obtain, face, front of, inherit, catch the public's fancy",Guess the meaning of the Onyomi reading,Text
"超,||チョウ||","super, ultra","Kunyomi: こえる,こす = cross, go beyond, exceed, clear (an obstacle), overstep (authority)",Guess the meaning of the Onyomi reading,Text
"凍,||トウ||","freeze, be frozen over, congeal","Kunyomi: こおる,こごえる = freeze, be frozen over, congeal,freeze, be chilled, be frozen",Guess the meaning of the Onyomi reading,Text
"焦,||ショウ||","burn, scorch, singe, char","Kunyomi: こげる,こがす,こがれる,あせる = burn, scorch, singe, char,pine for,yearn for, be deeply in love with, be scorched,be in a hurry, be hasty, be impatient, be overzealous",Guess the meaning of the Onyomi reading,Text
"殊,||シュ||","especially, exceptionally, above all","Kunyomi: こと = especially, exceptionally, above all",Guess the meaning of the Onyomi reading,Text
"寿,||ジュ||","age, one's natural life, longevity, congratulations","Kunyomi: ことぶき = long life, congratulations",Guess the meaning of the Onyomi reading,Text
"凝,||ギョウ||","freeze, congeal","Kunyomi: こる,こらす = feel stiff, get stiff, be absorbed in, be devoted to, be a fanatic, elaborate, concentrate, devote, apply, strain, rack",Guess the meaning of the Onyomi reading,Text
"裂,||レツ||","split, rend, tear, burst, rip, crack","Kunyomi: さく,さける = split, rend, tear, burst, rip, crack",Guess the meaning of the Onyomi reading,Text
"誘,||ユウ||","invite, ask, call for, provoke, cause, bring (tears), allure, tempt, seduce","Kunyomi: さそう = invite, ask, call for, provoke, cause, bring (tears), allure, tempt, seduce",Guess the meaning of the Onyomi reading,Text
"悟,||ゴ||","perceive, discern, realize, understand, comprehend, attain enlightenment, find one's philosophy","Kunyomi: さとる = perceive, discern, realize, understand, comprehend, attain enlightenment, find one's philosophy",Guess the meaning of the Onyomi reading,Text
"妨,||ボウ||","disturb, prevent, hamper, hinder, obstruct","Kunyomi: さまたげる = disturb, prevent, hamper, hinder, obstruct",Guess the meaning of the Onyomi reading,Text
"侍,||ジ||","wait upon, serve","Kunyomi: さむらい = warrior, samurai",Guess the meaning of the Onyomi reading,Text
"虐,||ギャク||","oppress, tyrannixe","Kunyomi: しいたげる = oppress, tyrannixe",Guess the meaning of the Onyomi reading,Text
"鎮,||チン||","ancient garrisons for peacepreservation","Kunyomi: しずめる,しずまる = get quiet, calm down, grow still, subside, die down, be suppressed,calm, pacify, soothe, alleviate, appease, suppress, quell",Guess the meaning of the Onyomi reading,Text
"慕,||ボ||","yearn for, love dearly, adore, follow","Kunyomi: したう = yearn for, love dearly, adore, follow",Guess the meaning of the Onyomi reading,Text
"縛,||バク||","arrest, binding","Kunyomi: しばる = bind, tie, fasten, truss, fetter, restrain, chain, arrest, catch",Guess the meaning of the Onyomi reading,Text
"搾,||サク||","wring, squeeze, press, extract, milk, close tight, extort, scold","Kunyomi: しぼる = wring, squeeze, press, extract, milk, close tight, extort, scold",Guess the meaning of the Onyomi reading,Text
"絞,||コウ||","strangle, constrict, wring","Kunyomi: しぼる,しめる,しまる = strangle, constrict, wring,squeeze, press, extract, milk, close tight, extort, scold",Guess the meaning of the Onyomi reading,Text
"締,||テイ||","tie, tighten, wring, constrict, strangle, shut, total, control strictly, rebuke","Kunyomi: しまる,しめる = tie, tighten, wring, constrict, strangle, shut, total, control strictly, rebuke,be shut, be locked, be fastened, be tight, be firm, become sober, reform, be thrifty",Guess the meaning of the Onyomi reading,Text
"湿,||シツ||","dampness, moisture, itch","Kunyomi: しめる,しめす = get damp, get moist, get wet,wet, moisten, dampen",Guess the meaning of the Onyomi reading,Text
"既,||キ||","previously, already, long ago, on the point of, actually","Kunyomi: すでに = previously, already, long ago, on the point of, actually",Guess the meaning of the Onyomi reading,Text
"滑,||カツ,コツ||","slide, glide, skate, be slippery, slip, fail in exams","Kunyomi: すべる,なめらか = slide, glide, skate, be slippery, slip, fail in exams, smooth",Guess the meaning of the Onyomi reading,Text
"墨,||ボク||","India ink, Chinese ink, ink stick, inked marking string, ink (of a squid)","Kunyomi: すみ = India ink, Chinese ink, ink stick, inked marking string, ink (of a squid)",Guess the meaning of the Onyomi reading,Text
"擦,||サツ||","rub, scour, scrub, scratch, scrape, brush","Kunyomi: する,すれる = rub, chafe, strike (a match), frost (glass),wear, become sophisticated",Guess the meaning of the Onyomi reading,Text
"炊,||スイ||","cook, boil","Kunyomi: たく = cook, boil",Guess the meaning of the Onyomi reading,Text
"巧,||コウ||","skilled","Kunyomi: たくみ = skill, ingenuity",Guess the meaning of the Onyomi reading,Text
"岳,||ガク||","peak, mountain","Kunyomi: たけ = peak, mountain",Guess the meaning of the Onyomi reading,Text
"携,||ケイ||","carry (in the hand), be armed with, carry along, bring (someone) along","Kunyomi: たずさえる,たずさわる = carry (in the hand), be armed with, carry along, bring (someone) along, participate in, be concerned in",Guess the meaning of the Onyomi reading,Text
"漂,||ヒョウ||","float (on the water)","Kunyomi: ただよう = float (on the water)",Guess the meaning of the Onyomi reading,Text
"奉,||ホウ,ブ||","present, dedicate, obey, follow, believe in, serve","Kunyomi: たてまつる = offer, present, revere, do respectfully",Guess the meaning of the Onyomi reading,Text
"霊,||レイ,リョウ||","soul, spirit","Kunyomi: たま = soul, spirit",Guess the meaning of the Onyomi reading,Text
"魂,||コン||","soul, spirit","Kunyomi: たましい = soul, spirit",Guess the meaning of the Onyomi reading,Text
"契,||ケイ||","pledge, vow, swear, promise","Kunyomi: ちぎる = pledge, vow, swear, promise",Guess the meaning of the Onyomi reading,Text
"繕,||ゼン||","repair, mend, darn, trim, tidy up, adjust","Kunyomi: つくろう = repair, mend, darn, trim, tidy up, adjust",Guess the meaning of the Onyomi reading,Text
"綱,||コウ||","class (in zoology)","Kunyomi: つな = rope, cord, string, line, hawser, cable, morality",Guess the meaning of the Onyomi reading,Text
"募,||ボ||","gather (contributions), campaign (for students), float (a loan), enlist (troops), grow violent","Kunyomi: つのる = gather (contributions), campaign (for students), float (a loan), enlist (troops), grow violent",Guess the meaning of the Onyomi reading,Text
"貫,||カン||","8.3/1 pounds","Kunyomi: つらぬく = pierce, penetrate, perforate, shoot through, attain (one's object)",Guess the meaning of the Onyomi reading,Text
"遂,||スイ||","accomplish, attain, commit (suicide)","Kunyomi: とげる = accomplish, attain, commit (suicide)",Guess the meaning of the Onyomi reading,Text
"滞,||タイ||","stopping","Kunyomi: とどこおる = stagnate, be delayed, be left undone, be overdue, fall into arrears",Guess the meaning of the Onyomi reading,Text
"乏,||ボウ||","meager, scarce, limited, destitute, hard up","Kunyomi: とぼしい = meager, scarce, limited, destitute, hard up",Guess the meaning of the Onyomi reading,Text
"伴,||ハン,バン||","accompany, bring with, be accompanied by, be involved in","Kunyomi: ともなう = accompany, bring with, be accompanied by, be involved in",Guess the meaning of the Onyomi reading,Text
"撮,||サツ||","pick, pinch, hold in the fingers, summarize","Kunyomi: とる = take (pictures)",Guess the meaning of the Onyomi reading,Text
"苗,||ビョウ||","seedling, sapling, shoot","Kunyomi: なえ,なわ = seedling, sapling, shoot",Guess the meaning of the Onyomi reading,Text
"慰,||イ||","amuse oneself, make sport of, seduce","Kunyomi: なぐさめる,なぐさむ = amuse oneself, make sport of, seduce, comfort, console, cheer",Guess the meaning of the Onyomi reading,Text
"殴,||オウ||","hit, beat, thrash","Kunyomi: なぐる = hit, beat, thrash",Guess the meaning of the Onyomi reading,Text
"倣,||ホウ||","imitate, follow, emulate","Kunyomi: ならう = imitate, follow, emulate",Guess the meaning of the Onyomi reading,Text
"憎,||ゾウ||","hate, detest","Kunyomi: にくむ,にくい,にくらしい,にくしみ = hate, detest,hateful, abominable, poorlooking,horrible, provoking,hatred, enmity",Guess the meaning of the Onyomi reading,Text
"鶏,||ケイ||","chicken","Kunyomi: にわとり = chicken",Guess the meaning of the Onyomi reading,Text
"縫,||ホウ||","sew, stich, embroider","Kunyomi: ぬう = sew, stich, embroider",Guess the meaning of the Onyomi reading,Text
"塗,||ト||","paint, plaster, daub, lacquer","Kunyomi: ぬる = paint, plaster, daub, lacquer",Guess the meaning of the Onyomi reading,Text
"粘,||ネン||","be sticky, be glutinous, be greasy, persevere","Kunyomi: ねばる = be sticky, be glutinous, be greasy, persevere",Guess the meaning of the Onyomi reading,Text
"伸,||シン||","stretching","Kunyomi: のびる,のばす,のべる = extend, lengthen, stretch, spread, be postponed, increase, grow, progress, develop, be straightened, be flattened, be smoothed, be exhausted,let (nails) grow, straighten, uncoil, spread out, reach out, postpone, dilute, smooth out, develop (talents), amass (riches),make (a bed), widen",Guess the meaning of the Onyomi reading,Text
"昇,||ショウ||","rise, ascend, go up, climb, go to (the capital), add up to, be promoted, advance (in price), sail up, come up (on the agenda)","Kunyomi: のぼる = rise, ascend, go up, climb, go to (the capital), add up to, be promoted, advance (in price), sail up, come up (on the agenda)",Guess the meaning of the Onyomi reading,Text
