Question,Answer,Comment,Instruction,Render as
"厚,||コウ||","very thick, heavy","Kunyomi: あつい = thick, kind, cordial",Guess the meaning of the Onyomi reading,Text
"暴,||ボウ,バク||","violence, force, outrage, cruelty","Kunyomi: あばく,あばれる = rage, rave, fret, buck,unearth, disclose, rave, divulge, reveal, open (a grave)",Guess the meaning of the Onyomi reading,Text
"余,||ヨ||","I, myself, the writer, surplus, other, remainder,over, more than","Kunyomi: あまる,あます = remain, be in excess, be too many,leave, spare, save",Guess the meaning of the Onyomi reading,Text
"編,||ヘン||","compilation, editing, completed poem, a book, a part of a book","Kunyomi: あむ = knit, plait, braid, net, weave, twist, crochet, compile, edit, frame",Guess the meaning of the Onyomi reading,Text
"謝,||シャ||","thank, apologize, decline, refuse, take one's leave","Kunyomi: あやまる = apologize, be floored",Guess the meaning of the Onyomi reading,Text
"現,||ゲン||","present, exciting, actual","Kunyomi: あらわれる,あらわす = appear, emerge, come in sight, show up, be revealed, be discovered, be mentioned, become famous,show, indicate, display, prove, disclose, express, represent, distinguish oneself",Guess the meaning of the Onyomi reading,Text
"在,||ザイ||","outskirts, suburbs, country","Kunyomi: ある = there is, have, exist, occur, be located, be contained in, (it) measures, happen, be found, be held, consist of",Guess the meaning of the Onyomi reading,Text
"勢,||セイ||","energy, military strength","Kunyomi: いきおい = force, vigor, energy, spirit, life, authority, influence, power, might, impetus, course (of events), tendency, necessarily",Guess the meaning of the Onyomi reading,Text
"潔,||ケツ||","pure, clean, righteous, manly, gallant, sportsmanlike","Kunyomi: いさぎよい = pure, clean, righteous, manly, gallant, sportsmanlike",Guess the meaning of the Onyomi reading,Text
"営,||エイ||","camp, performing","Kunyomi: いとなむ = perform (ceremoies), build, conduct (business), follow (a profession), operate  (a store)",Guess the meaning of the Onyomi reading,Text
"居,||キョ||","residence","Kunyomi: いる = be, exist, be found in, stay in, inhabit, live with, reside, be present, remain (sitting)",Guess the meaning of the Onyomi reading,Text
"移,||イ||","move, change, shift, pass into, drift, soak in, be infected, catch (a cold), catch fire, spread","Kunyomi: うつる,うつす = move, change, shift, pass into, drift, soak in, be infected, catch (a cold), catch fire, spread, transfer, pour into, divert(attention), give (a disease to someone)",Guess the meaning of the Onyomi reading,Text
"枝,||シ||","branch, bow, twig, limb","Kunyomi: えだ = branch, bow, twig, limb",Guess the meaning of the Onyomi reading,Text
"得,||トク||","profit, advantage, benefit","Kunyomi: える,うる = get, acquire, acquire, find, earn, win, gain, receive, can, be able to, may, commit (sin)",Guess the meaning of the Onyomi reading,Text
"犯,||ハン||","offense, crime, counter for criminal offenses","Kunyomi: おかす = commit, sin against, violate, break, defy, disregard, attack, assault, seduce, rape",Guess the meaning of the Onyomi reading,Text
"興,||コウ,キョウ||","interest, entertainment, pleasure","Kunyomi: おこる,おこす = rise, flourish,revive, retrieve (fortunes), raise up",Guess the meaning of the Onyomi reading,Text
"修,||シュウ,シュ||","govern oneself, conduct oneself well","Kunyomi: おさめる,おさまる = govern oneself, conduct oneself well,study, complete (a course), cultivate, master, order (one's life), repair",Guess the meaning of the Onyomi reading,Text
"織,||ショク,シキ||","weaveing","Kunyomi: おる = weave",Guess the meaning of the Onyomi reading,Text
"飼,||シ||","raising (animals)","Kunyomi: かう = raise, keep, feed",Guess the meaning of the Onyomi reading,Text
"限,||ゲン||","limit, restrict, confine","Kunyomi: かぎる = limit, restrict, confine",Guess the meaning of the Onyomi reading,Text
"囲,||イ||","enclosure","Kunyomi: かこむ,かこう = enclose, surround, encircle, besiege, preserve, store, keep",Guess the meaning of the Onyomi reading,Text
"貸,||タイ||","lend, hire out, rent, lease, give credit to","Kunyomi: かす = lend, hire out, rent, lease, give credit to",Guess the meaning of the Onyomi reading,Text
"型,||ケイ||","model, mold, matrix, impression, style, type, pattern, make, set form, usage","Kunyomi: かた = model, mold, matrix, impression, style, type, pattern, make, set form, usage",Guess the meaning of the Onyomi reading,Text
"構,||コウ||","build, keep house, take a posture, assume an attitude, pose as, be ready for, feign, pretend, set up (camp)","Kunyomi: かまえる,かまう = build, keep house, take a posture, assume an attitude, pose as, be ready for, feign, pretend, set up (camp),mind, care about, pay attention to, interfere with, be hospitable, tease, molest, expel, banish",Guess the meaning of the Onyomi reading,Text
"仮,||カ,ケ||","(Buddhist) vanity","Kunyomi: かり = tempory, provisional, informal, unauthorized, fleeting, assumed (name), interim, acting, temporarily, provisionally, for example, for argument's sake, even for an instant, even as a joke",Guess the meaning of the Onyomi reading,Text
"河,||カ||","river, stream","Kunyomi: かわ = river, stream",Guess the meaning of the Onyomi reading,Text
"効,||コウ||","efficacy, benefit, efficiency, effect, result, success","Kunyomi: きく = be effective",Guess the meaning of the Onyomi reading,Text
"築,||チク||","build, construct","Kunyomi: きずく = build, construct",Guess the meaning of the Onyomi reading,Text
"際,||サイ||","time, occasion, when","Kunyomi: きわ = side, edge, verge",Guess the meaning of the Onyomi reading,Text
"比,||ヒ||","ratio, comparison, an equal, a match","Kunyomi: くらべる = compare, balance, contrast",Guess the meaning of the Onyomi reading,Text
"険,||ケン||","inaccessible place, impregnable pass, strategic position, steep place, sharp (eyes), sinister (look)","Kunyomi: けわしい = steep, severe, angry",Guess the meaning of the Onyomi reading,Text
"粉,||フン||","dust, powder","Kunyomi: こ,こな = flour, meal, powder",Guess the meaning of the Onyomi reading,Text
"肥,||ヒ||","get fat, get fertile","Kunyomi: こえる,こえ,こやす,こやし = get fat, get fertile,fertilize, enrich, fatten, feather one's nest, pamper one's taste,manure, fertilizer,night soil",Guess the meaning of the Onyomi reading,Text
"志,||シ||","record, shilling, will, intention, motive, determination, aim, ambition, hopes, gift, kindness, offering (Buddhist)","Kunyomi: こころざす,こころざし = plan, intend, aim at, aspire to, resolve, determine,will, intention, motive, determination, aim, ambition, hopes, gift, kindness, offering (Buddhist)",Guess the meaning of the Onyomi reading,Text
"快,||カイ||","pleasure, enjoyment","Kunyomi: こころよい = pleasant, agreeable, comfortable, refreshing, delightful, well (from illness)",Guess the meaning of the Onyomi reading,Text
"応,||オウ||","yes, all right","Kunyomi: こたえる = respond, answer, be affected by (pain or stimulation), be effective",Guess the meaning of the Onyomi reading,Text
"殺,||サツ,サイ,セツ||","kill, murder, butcher, waste (money), suppress (anger), hold (breath), put off, strike out","Kunyomi: ころす = kill, murder, butcher, waste (money), suppress (anger), hold (breath), put off, strike out",Guess the meaning of the Onyomi reading,Text
"逆,||ギャク||","reverse, inverse, opposite, unnatural, wicked, traitorous","Kunyomi: さか,さからう = oppose, act contrary to, offend, reverse, inversion, upside down",Guess the meaning of the Onyomi reading,Text
"境,||キョウ,ケイ||","boundary, region, condition, stage","Kunyomi: さかい = boundary, border, frontier, place",Guess the meaning of the Onyomi reading,Text
"桜,||オウ||","flowering cherry, cherry blossoms, pink color, horse meat","Kunyomi: さくら = flowering cherry, cherry blossoms, pink color, horse meat",Guess the meaning of the Onyomi reading,Text
"提,||テイ||","take along, carry in the hand","Kunyomi: さげる = take along, carry in the hand",Guess the meaning of the Onyomi reading,Text
"支,||シ||","branch","Kunyomi: ささえる = support, maintain, sustain, hold, prop, bolster, check, stem",Guess the meaning of the Onyomi reading,Text
"授,||ジュ||","give, grant","Kunyomi: さずける,さずかる = grant, confer, award, invest (with authority), impart, teach,be gifted with, be granted, be awarded, be accorded, be blessed with, be taught",Guess the meaning of the Onyomi reading,Text
"示,||ジ,シ||","indication","Kunyomi: しめす = show, indicate, point out, give (an example), signify, display, express",Guess the meaning of the Onyomi reading,Text
"酸,||サン||","acid, bitterness","Kunyomi: すい = sour, acid, tart",Guess the meaning of the Onyomi reading,Text
"過,||カ||","excess, error","Kunyomi: すぎる,すごす,あやまつ,あやまち = pass, go past, elapse, exceed, spend, tide over, go through, live, (eat) too much, err, fault, error, indiscretion",Guess the meaning of the Onyomi reading,Text
"救,||キュウ||","save, help, rescue, relieve (suffering), redeem, reclaim","Kunyomi: すくう = save, help, rescue, relieve (suffering), redeem, reclaim",Guess the meaning of the Onyomi reading,Text
"統,||トウ||","relationship, lineage, beginning","Kunyomi: すべる = control, supervise, govern",Guess the meaning of the Onyomi reading,Text
"責,||セキ||","condemn, blame, censure, criticize, take to task, torture, persecute, urge, tease (to do something)","Kunyomi: せめる = condemn, blame, censure, criticize, take to task, torture, persecute, urge, tease (to do something)",Guess the meaning of the Onyomi reading,Text
"損,||ソン||","loss, disadvantage, handicap","Kunyomi: そこなう,そこねる = harm, hurt, injure, damage, mar, lose, oppress",Guess the meaning of the Onyomi reading,Text
"備,||ビ||","be furnished with, be endowed with, possess, be among, be one of","Kunyomi: そなえる,そなわる = be furnished with, be endowed with, possess, be among, be one of,furnish, provide, equip, install, have ready, prepare, possess, have, be endowed with, be armed with",Guess the meaning of the Onyomi reading,Text
"絶,||ゼツ||","be beyond (words)","Kunyomi: たえる,たやす,たつ = become extinct, die out, discontinue, end, fail, peter out,exterminate, root out, run out of (stock), let (a fire) go out,sever, cut off, shut off, interrupt, abstain from, eradicate, suppress",Guess the meaning of the Onyomi reading,Text
"耕,||コウ||","plow, cultivate","Kunyomi: たがやす = plow, cultivate",Guess the meaning of the Onyomi reading,Text
"確,||カク||","firm, tight, hard, solid","Kunyomi: たしか,たしかめる = ascertain, confirm, verify, sure, positive, accurate, reliable, sound, firm, clear, evident, genuine, able, competent, sober, sane, I think, if I remember right, certainly, doubtless, for certain",Guess the meaning of the Onyomi reading,Text
"断,||ダン||","decision, judgment, cutting","Kunyomi: たつ,ことわる = sever, cut off, shut off, interrupt, abstain from, eradicate, suppress,decline, refuse, apologize, give notice, warn, dismiss, prohibit",Guess the meaning of the Onyomi reading,Text
"保,||ホ||","guarantee","Kunyomi: たもつ = keep, preserve, hold, retain, maintain, support, sustain, last, endure, keep well (food), wear well, be durable",Guess the meaning of the Onyomi reading,Text
"費,||ヒ||","expenses, cost","Kunyomi: ついやす,ついえる = spend, consume, waste,become less, be wasted",Guess the meaning of the Onyomi reading,Text
"接,||セツ||","touch, contact, adjoin, receive (visitors), be in receipt of, encounter, experience, draw near","Kunyomi: つぐ = join, piece together, splice, cement, set (broken bones), graft (trees)",Guess the meaning of the Onyomi reading,Text
"造,||ゾウ||","make, create, manufacture, prepare, draw up, write, compose, build, coin, cultivate, organize, establish, make up (a face), trim (a tree), fabricate, prepare food, commit (sin)","Kunyomi: つくる = make, create, manufacture, prepare, draw up, write, compose, build, coin, cultivate, organize, establish, make up (a face), trim (a tree), fabricate, prepare food, commit (sin)",Guess the meaning of the Onyomi reading,Text
"告,||コク||","tell, inform, announce, proclaim, bid, order","Kunyomi: つげる = tell, inform, announce, proclaim, bid, order",Guess the meaning of the Onyomi reading,Text
"務,||ム||","serve, fill a post, serve under, exert oneself, endeavor, work, be diligent, play (the part of)","Kunyomi: つとめる,つとまる = serve, fill a post, serve under, exert oneself, endeavor, work, be diligent, play (the part of)",Guess the meaning of the Onyomi reading,Text
"常,||ジョウ||","normal conditions, regular course of events, one's habit","Kunyomi: つね,とこ = normal conditions, regular course of events, one's habit,ever, endless",Guess the meaning of the Onyomi reading,Text
"妻,||サイ||","(my) wife","Kunyomi: つま = wife, spouse",Guess the meaning of the Onyomi reading,Text
"罪,||ザイ||","sin, crime, offense, guilt, blame, fault, misconduct","Kunyomi: つみ = sin, crime, offense, guilt, blame, fault, misconduct",Guess the meaning of the Onyomi reading,Text
"解,||カイ,ゲ||","explanation, notes, key, excuse, understanding","Kunyomi: とく,とかす,とける = untie, undo, loosen, unpack, unravel, disentangle, unsew, dismantle, solve, answer, dispel, cancel, absolve, release, dismiss (a person), explain, comb out, get loose, come untied, relent, be solved, be dispelled, be relieved (of a job)",Guess the meaning of the Onyomi reading,Text
"留,||リュウ,ル||","stop, halt, stand still, pull up, cease, be interrupted, be discontinued, be choked, alight on, perch, roost, be held in position","Kunyomi: とめる,とまる = stop, halt, stand still, pull up, cease, be interrupted, be discontinued, be choked, alight on, perch, roost, be held in position,check, allay (pain), fasten, turn off, detain, forbid to do, dissuade",Guess the meaning of the Onyomi reading,Text
"採,||サイ||","take, hold, seize, catch, capture, fetch, receive, procure, obtain, adopt (a measure), engage (graduates), choose, order (foodstuffs), pick, pluck, make, produce, eat, set up (camp), charge, admi","Kunyomi: とる = take, hold, seize, catch, capture, fetch, receive, procure, obtain, adopt (a measure), engage (graduates), choose, order (foodstuffs), pick, pluck, make, produce, eat, set up (camp), charge, administer, transact, take (pains), make out (the meaning), remove, take off (one's hat), take out (spots), strike out (words), weed, catch (fish), deprive of, steal, capture (territory), annex, need, require, reserve (rooms), subscribe to, press (a point home), take (a picture), possess",Guess the meaning of the Onyomi reading,Text
"永,||エイ||","long, lengthy","Kunyomi: ながい = long, lengthy",Guess the meaning of the Onyomi reading,Text
"情,||ジョウ,セイ||","feeling, emotion, passion, affection, heart, human nature, sympathy, sincerity, circumstances, facts, obstinacy","Kunyomi: なさけ = sympathy, compassion",Guess the meaning of the Onyomi reading,Text
"慣,||カン||","experience, become a habit","Kunyomi: なれる,ならす = tame, charm (animals), train, exercise, drill, habituate, accustom to, get used to, become experienced, be tamed, get too familiar, mature",Guess the meaning of the Onyomi reading,Text
"似,||ジ||","resemble","Kunyomi: にる = resemble",Guess the meaning of the Onyomi reading,Text
"布,||フ||","cloth","Kunyomi: ぬの = cloth",Guess the meaning of the Onyomi reading,Text
"述,||ジュツ||","state, speak, relate","Kunyomi: のべる = state, speak, recite, relate, mention",Guess the meaning of the Onyomi reading,Text
"墓,||ボ||","grave, tomb","Kunyomi: はか = grave, tomb",Guess the meaning of the Onyomi reading,Text
"測,||ソク||","measure, gauge, weigh, fathom, sound, compute, estimate","Kunyomi: はかる = measure, gauge, weigh, fathom, sound, compute, estimate",Guess the meaning of the Onyomi reading,Text
"張,||チョウ||","counter for bows and stringed instruments","Kunyomi: はる = put up (a tent), stretch, spread, string, tighten, cover, line, strain, square (elbows), give (a banquet), run (a store), stake (money), display, slap, box, spank, lay (flooring), insist on (one's own way), guard, run after (a girl), fill (with water),swell, be full, form (ice), be expensive, increase, be heavy, grow stiff, brace up",Guess the meaning of the Onyomi reading,Text
"率,||ソツ,リツ||","rate, percentage, proportion, coefficient, factor, constant, index","Kunyomi: ひきいる = lead, spearhead (a group), command (troops)",Guess the meaning of the Onyomi reading,Text
"久,||キュウ,ク||","long, long continued, an old (story)","Kunyomi: ひさしい = long, long continued, an old (story)",Guess the meaning of the Onyomi reading,Text
"額,||ガク||","tablet, plaque, framed picture, sum, quantity, amount, volume, denomination","Kunyomi: ひたい = forehead, brow",Guess the meaning of the Onyomi reading,Text
"独,||ドク||","alone","Kunyomi: ひとり = alone, on one's own",Guess the meaning of the Onyomi reading,Text
"防,||ボウ||","defend, protect, resist, keep away, shut out, ward off, prevent","Kunyomi: ふせぐ = defend, protect, resist, keep away, shut out, ward off, prevent",Guess the meaning of the Onyomi reading,Text
"再,||サイ,サ||","again, twice","Kunyomi: ふたたび = again, twice",Guess the meaning of the Onyomi reading,Text
"経,||ケイ,キョウ||","longitude, sutra, warp","Kunyomi: へる = pass, elapse, pass through, experience",Guess the meaning of the Onyomi reading,Text
"減,||ゲン||","decrease, decline","Kunyomi: へる,へらす = decrease, dwindle, subside, wear and tear, get hungry,reduce, decrease, shorten, curtail, be hungry",Guess the meaning of the Onyomi reading,Text
"程,||テイ||","degree, law, formula, distance","Kunyomi: ほど = limits, limit, extent, degree, moderation, social status, distance, time, amount",Guess the meaning of the Onyomi reading,Text
"仏,||ブツ||","Buddha, Buddhism","Kunyomi: ほとけ = Buddha, merciful person, Buddhist image, the dead",Guess the meaning of the Onyomi reading,Text
"任,||ニン||","duty, responsibility, office, mission, term","Kunyomi: まかせる,まかす = entrust to, leave to",Guess the meaning of the Onyomi reading,Text
"混,||コン||","mix, blend, adulterate, confound, confuse","Kunyomi: まじる,まざる,まぜる,こむ = mix, blend, mingle, include, let in on,be mixed, be blended, mingle with",Guess the meaning of the Onyomi reading,Text
"増,||ゾウ||","increase","Kunyomi: ます,ふえる,ふやす = increase, add to, augment, gain, promote (health), enlarge, extend",Guess the meaning of the Onyomi reading,Text
"貧,||ヒン,ビン||","poverty","Kunyomi: まずしい = poor, destitute, meager",Guess the meaning of the Onyomi reading,Text
"政,||セイ,ショウ||","government, rule","Kunyomi: まつりごと = government, rule",Guess the meaning of the Onyomi reading,Text
"眼,||ガン,ゲン||","eye, look, gaze, notice, attention, viewpoint, discrimination, insight, experience, treatment, care, favor, pity, texture, weave, mesh, grain, square, sight, vision, tooth (of a saw), weight, eye","Kunyomi: まなこ = eye",Guess the meaning of the Onyomi reading,Text
"招,||ショウ||","beckon to, invite, summon, engage (someone), call (a doctor), incur, cause","Kunyomi: まねく = beckon to, invite, summon, engage (someone), call (a doctor), incur, cause",Guess the meaning of the Onyomi reading,Text
"迷,||メイ||","be perplexed, be in doubt, hesitate, vacillate, go astray, err, be tempted, be infatuated, be misguided","Kunyomi: まよう = be perplexed, be in doubt, hesitate, vacillate, go astray, err, be tempted, be infatuated, be misguided",Guess the meaning of the Onyomi reading,Text
"幹,||カン||","(tree) trunk","Kunyomi: みき = (tree) trunk",Guess the meaning of the Onyomi reading,Text
"導,||ドウ||","leading","Kunyomi: みちびく = guide, lead, conduct, usher",Guess the meaning of the Onyomi reading,Text
"報,||ホウ||","news, report, reward, retribution","Kunyomi: むくいる = reward, compensate, repay, revenge",Guess the meaning of the Onyomi reading,Text
"設,||セツ||","prepare, provide, establish, found, set up, organize, enact, lay down (rules), get (a child)","Kunyomi: もうける = prepare, provide, establish, found, set up, organize, enact, lay down (rules), get (a child)",Guess the meaning of the Onyomi reading,Text
"燃,||ネン||","burn","Kunyomi: もえる,もやす,もす = burn, blaze, glow",Guess the meaning of the Onyomi reading,Text
"基,||キ||","radical (in chemistry), counter for lanterns, wreaths, motors, silos, and heavy machines, foundation, fundamentals, basis","Kunyomi: もと,もとい = basis, foundation, origin",Guess the meaning of the Onyomi reading,Text
"易,||エキ,イ||","easiness, divination, augury, fortunetelling","Kunyomi: やさしい = easy, simple, light, habitual",Guess the meaning of the Onyomi reading,Text
"破,||ハ||","tear, rip, rend, break, crush, destroy, violate, transgress, defeat, baffle, frustrate","Kunyomi: やぶる,やぶれる = tear, rip, rend, break, crush, destroy, violate, transgress, defeat, baffle, frustrate,be torn, rip open, be broken, burst, rupture, collapse, be worn out, be defeated, be frustrated",Guess the meaning of the Onyomi reading,Text
"故,||コ||","reason, cause, circumstances","Kunyomi: ゆえ = reason, cause, circumstances",Guess the meaning of the Onyomi reading,Text
"豊,||ホウ||","abundant, rich, fruitful","Kunyomi: ゆたか = abundant, rich, fruitful",Guess the meaning of the Onyomi reading,Text
"夢,||ム||","dream, vision, illusion, delusion, reverie","Kunyomi: ゆめ = dream, vision, illusion, delusion, reverie",Guess the meaning of the Onyomi reading,Text
"許,||キョ||","permit, approve, authorize, acknowledge, confide in, forgive, pardon, release, acquit, overlook","Kunyomi: ゆるす = permit, approve, authorize, acknowledge, confide in, forgive, pardon, release, acquit, overlook",Guess the meaning of the Onyomi reading,Text
"因,||イン||","cause, factor","Kunyomi: よる = depend on, be limited to",Guess the meaning of the Onyomi reading,Text
"寄,||キ||","let approach, bring near, gather, collect, summon, muster, add up, push aside, attack, send a letter, contribute to, become dependent on, take refuge with","Kunyomi: よる,よせる = let approach, bring near, gather, collect, summon, muster, add up, push aside, attack, send a letter, contribute to, become dependent on, take refuge with, approach, assemble, call at, come, lean toward, obey, lean on, depend on, conclude, be possessed (by devils), present (offerings)",Guess the meaning of the Onyomi reading,Text
"喜,||キ||","rejoice, be glad, be pleased","Kunyomi: よろこぶ = rejoice, be glad, be pleased",Guess the meaning of the Onyomi reading,Text
"技,||ギ||","art, craft, ability, skill, feat, performance","Kunyomi: わざ = deed, act, work, art, trick, performance",Guess the meaning of the Onyomi reading,Text
"災,||サイ||","calamity, misfortune, woe, evil, curse","Kunyomi: わざわい = calamity, misfortune, woe, evil, curse",Guess the meaning of the Onyomi reading,Text
"綿,||メン||","cotton, cotton thread, cotton cloth","Kunyomi: わた = cotton, cotton wool",Guess the meaning of the Onyomi reading,Text
"enclose, surround, encircle, besiege, preserve, store, keep [**Kun**]","囲,かこむ,かこう","Onyomi: イ = enclosure",Guess the romaji equivalent of the Kunyomi reading,Text
"move, change, shift, pass into, drift, soak in, be infected, catch (a cold), catch fire, spread, transfer, pour into, divert(attention), give (a disease to someone) [**Kun**]","移,うつる,うつす","Onyomi: イ = move, change, shift, pass into, drift, soak in, be infected, catch (a cold), catch fire, spread",Guess the romaji equivalent of the Kunyomi reading,Text
"depend on, be limited to [**Kun**]","因,よる","Onyomi: イン = cause, factor",Guess the romaji equivalent of the Kunyomi reading,Text
"perform (ceremoies), build, conduct (business), follow (a profession), operate  (a store) [**Kun**]","営,いとなむ","Onyomi: エイ = camp, performing",Guess the romaji equivalent of the Kunyomi reading,Text
"long, lengthy [**Kun**]","永,ながい","Onyomi: エイ = long, lengthy",Guess the romaji equivalent of the Kunyomi reading,Text
"easy, simple, light, habitual [**Kun**]","易,やさしい","Onyomi: エキ,イ = easiness, divination, augury, fortunetelling",Guess the romaji equivalent of the Kunyomi reading,Text
"flowering cherry, cherry blossoms, pink color, horse meat [**Kun**]","桜,さくら","Onyomi: オウ = flowering cherry, cherry blossoms, pink color, horse meat",Guess the romaji equivalent of the Kunyomi reading,Text
"respond, answer, be affected by (pain or stimulation), be effective [**Kun**]","応,こたえる","Onyomi: オウ = yes, all right",Guess the romaji equivalent of the Kunyomi reading,Text
"pass, go past, elapse, exceed, spend, tide over, go through, live, (eat) too much, err, fault, error, indiscretion [**Kun**]","過,すぎる,すごす,あやまつ,あやまち","Onyomi: カ = excess, error",Guess the romaji equivalent of the Kunyomi reading,Text
"price, cost, value, worth [**Kun**]","価,あたい","Onyomi: カ = price, cost, value, worth",Guess the romaji equivalent of the Kunyomi reading,Text
"river, stream [**Kun**]","河,かわ","Onyomi: カ = river, stream",Guess the romaji equivalent of the Kunyomi reading,Text
"tempory, provisional, informal, unauthorized, fleeting, assumed (name), interim, acting, temporarily, provisionally, for example, for argument's sake, even for an instant, even as a joke [**Kun**]","仮,かり","Onyomi: カ,ケ = (Buddhist) vanity",Guess the romaji equivalent of the Kunyomi reading,Text
"pleasant, agreeable, comfortable, refreshing, delightful, well (from illness) [**Kun**]","快,こころよい","Onyomi: カイ = pleasure, enjoyment",Guess the romaji equivalent of the Kunyomi reading,Text
"untie, undo, loosen, unpack, unravel, disentangle, unsew, dismantle, solve, answer, dispel, cancel, absolve, release, dismiss (a person), explain, comb out, get loose, come untied, relent, be solved, be dispelled, be relieved (of a job) [**Kun**]","解,とく,とかす,とける","Onyomi: カイ,ゲ = explanation, notes, key, excuse, understanding",Guess the romaji equivalent of the Kunyomi reading,Text
"ascertain, confirm, verify, sure, positive, accurate, reliable, sound, firm, clear, evident, genuine, able, competent, sober, sane, I think, if I remember right, certainly, doubtless, for certain [**Kun**]","確,たしか,たしかめる","Onyomi: カク = firm, tight, hard, solid",Guess the romaji equivalent of the Kunyomi reading,Text
"forehead, brow [**Kun**]","額,ひたい","Onyomi: ガク = tablet, plaque, framed picture, sum, quantity, amount, volume, denomination",Guess the romaji equivalent of the Kunyomi reading,Text
"(tree) trunk [**Kun**]","幹,みき","Onyomi: カン = (tree) trunk",Guess the romaji equivalent of the Kunyomi reading,Text
"tame, charm (animals), train, exercise, drill, habituate, accustom to, get used to, become experienced, be tamed, get too familiar, mature [**Kun**]","慣,なれる,ならす","Onyomi: カン = experience, become a habit",Guess the romaji equivalent of the Kunyomi reading,Text
"eye [**Kun**]","眼,まなこ","Onyomi: ガン,ゲン = eye, look, gaze, notice, attention, viewpoint, discrimination, insight, experience, treatment, care, favor, pity, texture, weave, mesh, grain, square, sight, vision, tooth (of a saw), weight, eye (of a needle)",Guess the romaji equivalent of the Kunyomi reading,Text
"deed, act, work, art, trick, performance [**Kun**]","技,わざ","Onyomi: ギ = art, craft, ability, skill, feat, performance",Guess the romaji equivalent of the Kunyomi reading,Text
"let approach, bring near, gather, collect, summon, muster, add up, push aside, attack, send a letter, contribute to, become dependent on, take refuge with, approach, assemble, call at, come, lean toward, obey, lean on, depend on, conclude, be possessed (by devils), present (offerings) [**Kun**]","寄,よる,よせる","Onyomi: キ = let approach, bring near, gather, collect, summon, muster, add up, push aside, attack, send a letter, contribute to, become dependent on, take refuge with",Guess the romaji equivalent of the Kunyomi reading,Text
"basis, foundation, origin [**Kun**]","基,もと,もとい","Onyomi: キ = radical (in chemistry), counter for lanterns, wreaths, motors, silos, and heavy machines, foundation, fundamentals, basis",Guess the romaji equivalent of the Kunyomi reading,Text
"rejoice, be glad, be pleased [**Kun**]","喜,よろこぶ","Onyomi: キ = rejoice, be glad, be pleased",Guess the romaji equivalent of the Kunyomi reading,Text
"oppose, act contrary to, offend, reverse, inversion, upside down [**Kun**]","逆,さか,さからう","Onyomi: ギャク = reverse, inverse, opposite, unnatural, wicked, traitorous",Guess the romaji equivalent of the Kunyomi reading,Text
"save, help, rescue, relieve (suffering), redeem, reclaim [**Kun**]","救,すくう","Onyomi: キュウ = save, help, rescue, relieve (suffering), redeem, reclaim",Guess the romaji equivalent of the Kunyomi reading,Text
"long, long continued, an old (story) [**Kun**]","久,ひさしい","Onyomi: キュウ,ク = long, long continued, an old (story)",Guess the romaji equivalent of the Kunyomi reading,Text
"permit, approve, authorize, acknowledge, confide in, forgive, pardon, release, acquit, overlook [**Kun**]","許,ゆるす","Onyomi: キョ = permit, approve, authorize, acknowledge, confide in, forgive, pardon, release, acquit, overlook",Guess the romaji equivalent of the Kunyomi reading,Text
"be, exist, be found in, stay in, inhabit, live with, reside, be present, remain (sitting) [**Kun**]","居,いる","Onyomi: キョ = residence",Guess the romaji equivalent of the Kunyomi reading,Text
"boundary, border, frontier, place [**Kun**]","境,さかい","Onyomi: キョウ,ケイ = boundary, region, condition, stage",Guess the romaji equivalent of the Kunyomi reading,Text
"model, mold, matrix, impression, style, type, pattern, make, set form, usage [**Kun**]","型,かた","Onyomi: ケイ = model, mold, matrix, impression, style, type, pattern, make, set form, usage",Guess the romaji equivalent of the Kunyomi reading,Text
"pass, elapse, pass through, experience [**Kun**]","経,へる","Onyomi: ケイ,キョウ = longitude, sutra, warp",Guess the romaji equivalent of the Kunyomi reading,Text
"pure, clean, righteous, manly, gallant, sportsmanlike [**Kun**]","潔,いさぎよい","Onyomi: ケツ = pure, clean, righteous, manly, gallant, sportsmanlike",Guess the romaji equivalent of the Kunyomi reading,Text
"decrease, dwindle, subside, wear and tear, get hungry,reduce, decrease, shorten, curtail, be hungry [**Kun**]","減,へる,へらす","Onyomi: ゲン = decrease, decline",Guess the romaji equivalent of the Kunyomi reading,Text
"steep, severe, angry [**Kun**]","険,けわしい","Onyomi: ケン = inaccessible place, impregnable pass, strategic position, steep place, sharp (eyes), sinister (look)",Guess the romaji equivalent of the Kunyomi reading,Text
"limit, restrict, confine [**Kun**]","限,かぎる","Onyomi: ゲン = limit, restrict, confine",Guess the romaji equivalent of the Kunyomi reading,Text
"appear, emerge, come in sight, show up, be revealed, be discovered, be mentioned, become famous,show, indicate, display, prove, disclose, express, represent, distinguish oneself [**Kun**]","現,あらわれる,あらわす","Onyomi: ゲン = present, exciting, actual",Guess the romaji equivalent of the Kunyomi reading,Text
"reason, cause, circumstances [**Kun**]","故,ゆえ","Onyomi: コ = reason, cause, circumstances",Guess the romaji equivalent of the Kunyomi reading,Text
"build, keep house, take a posture, assume an attitude, pose as, be ready for, feign, pretend, set up (camp),mind, care about, pay attention to, interfere with, be hospitable, tease, molest, expel, banish [**Kun**]","構,かまえる,かまう","Onyomi: コウ = build, keep house, take a posture, assume an attitude, pose as, be ready for, feign, pretend, set up (camp)",Guess the romaji equivalent of the Kunyomi reading,Text
