Question,Answer,Comment,Instruction,Render as
"明,||メイ,ミョウ||","clearness, shining, eyesight, discernment,next (week), tomorrow (morning)","Kunyomi: あかり,あかるい,あかるむ,あからむ,あきらか,あける,あく,あくる,あかす = open, empty, vacate, leave (a space), clear (the table), make (a hole), reserve (a seat), stay away from, dawn, end, expire, be over, open, begin,be opened, start, commence, become vacant, become empty, be disengaged, be free, expire, be over,spend, pass the time, reveal, divulge,light, lamp, vindication,bright, cheerful, sunny, clear, clean, conversant with,plain, distinct, definite, obvious, indisputable, evident,next, following",Guess the meaning of the Onyomi reading,Text
"秋,||シュウ||","autumn","Kunyomi: あき = autumn",Guess the meaning of the Onyomi reading,Text
"朝,||チョウ||","dynasty, reign, regime, period, epoch, the court","Kunyomi: あさ = morning, forenoon",Guess the meaning of the Onyomi reading,Text
"頭,||トウ,ズ,ト||","head, counter for large mammals","Kunyomi: あたま,かしら = head, brain, mind, intellect, leader, top, head (of boil), idea, hair, point of view, consideration,leader, chief",Guess the meaning of the Onyomi reading,Text
"新,||シン||","newness, novelty,new, modern, novel, fresh, neo","Kunyomi: あたらしい,あらた,にい = new, novel, fresh, recent, modern",Guess the meaning of the Onyomi reading,Text
"当,||トウ||","right, appropriateness, fairness, himself, itself, at the time","Kunyomi: あたる,あてる = hit, strike, dash into, touch, shine on, guess right, be fulfilled, succeed, confront, lie (to the south), treat, fell out, undertake, be worth, correspond to, be related to, apply to, draw (a prize), be assigned to, be affected by, be spoiling, be exposed to, warm oneself, shave, grind, this coming (15th), turn out well, take well, be punished (by heaven), stand to reason, deal with, engage (the enemy), need not to (with negative), have (one's turn), be charged with,apply, place, put, hit (the mark), guess, succeed, expose to, sit (on a cushion), assign, allocate, call",Guess the meaning of the Onyomi reading,Text
"兄,||ケイ,キョウ||","brother, you, elder brother","Kunyomi: あに = elder brother",Guess the meaning of the Onyomi reading,Text
"姉,||シ||","elder sister","Kunyomi: あね = elder sister",Guess the meaning of the Onyomi reading,Text
"歩,||ホ,ブ,フ||","step, pace, foot soldier,rate, six feet square, tsubo, change of winning,pawn (in Japanese chess)","Kunyomi: あるく,あゆむ = walk, hike, step",Guess the meaning of the Onyomi reading,Text
"言,||ゲン,ゴン||","word, phrase, speech, statement","Kunyomi: いう,こと = say, tell, talk, speak, declare, call, term, name.word",Guess the meaning of the Onyomi reading,Text
"家,||カ,ケ||","house","Kunyomi: いえ,や = house, home, residence, housing, family, household, family name, fortune, shop, store, seller, dealer",Guess the meaning of the Onyomi reading,Text
"行,||コウ,ギョウ,アン||","party, suite, journey, expedition, line, row,religious austerities.","Kunyomi: いく,ゆく,おこなう = go, run (water),do, act, conduct oneself, carry out, perform, conduct (school), exercise (control), hold (a ceremony)",Guess the meaning of the Onyomi reading,Text
"池,||チ||","pond, pool, cistern, basin, reservoir","Kunyomi: いけ = pond, pool, cistern, basin, reservoir",Guess the meaning of the Onyomi reading,Text
"市,||シ||","city, town, market","Kunyomi: いち = market, fair",Guess the meaning of the Onyomi reading,Text
"今,||コン,キン||","now, the present, the coming, this","Kunyomi: いま = now, present time, just now, soon, immediately, (one) more",Guess the meaning of the Onyomi reading,Text
"妹,||マイ||","younger sister","Kunyomi: いもうと = younger sister",Guess the meaning of the Onyomi reading,Text
"色,||ショク,シキ||","color","Kunyomi: いろ = color, tint, tinge, complexion, countenance, look, sensual pleasure, sweetheart, charms, fall colors, embellishment, slight concession, kind",Guess the meaning of the Onyomi reading,Text
"岩,||ガン||","rock, crag, reef","Kunyomi: いわ = rock, crag, reef",Guess the meaning of the Onyomi reading,Text
"魚,||ギョ||","fish","Kunyomi: うお,さかな = fish",Guess the meaning of the Onyomi reading,Text
"牛,||ギュウ||","beef, cow","Kunyomi: うし = cattle, cow, bull, ox",Guess the meaning of the Onyomi reading,Text
"歌,||カ||","sing, recite, chant, carol","Kunyomi: うた,うたう = sing, recite, chant, carol, poem, tanka, ballad, poetry, singing",Guess the meaning of the Onyomi reading,Text
"内,||ナイ,ダイ||","inside, interior, within, between, among,within, within the scope of","Kunyomi: うち = inside, interior, house, home, within, between, among, out of, mind, myself,inner",Guess the meaning of the Onyomi reading,Text
"馬,||バ||","horse","Kunyomi: うま,ま = horse, horseflesh",Guess the meaning of the Onyomi reading,Text
"海,||カイ||","sea, ocean","Kunyomi: うみ = sea, ocean",Guess the meaning of the Onyomi reading,Text
"売,||バイ||","selling","Kunyomi: うる,うれる = sell, deal in, betray, deceive, impose on, tell on, pick (a quarrel),be in demand, enjoy a large sale, be well known",Guess the meaning of the Onyomi reading,Text
"多,||タ||","much","Kunyomi: おおい = many, copious, abundant, much, frequent",Guess the meaning of the Onyomi reading,Text
"公,||コウ||","public, duke, lord, public","Kunyomi: おおやけ = public, open, official, governmental, formal",Guess the meaning of the Onyomi reading,Text
"教,||キョウ||","faith","Kunyomi: おしえる,おそわる = teach, give lessons, inform, coach, learn, be taught, take lessons in",Guess the meaning of the Onyomi reading,Text
"弟,||テイ,ダイ,デ||","younger brother, faithful service to those older, brotherly affection","Kunyomi: おとうと = younger brother",Guess the meaning of the Onyomi reading,Text
"同,||ドウ||","the same, the said, ibid","Kunyomi: おなじ = same, identical, equal, uniform, equivalent, similar, common (origin), changeless",Guess the meaning of the Onyomi reading,Text
"思,||シ||","think, believe, judge, esteem, consider, realize, feel like, regard as, anticipate, imagine, suppose, guess, mistake for, recall, intend, desire, love, care for, yearn after, wonder, suspect","Kunyomi: おもう = think, believe, judge, esteem, consider, realize, feel like, regard as, anticipate, imagine, suppose, guess, mistake for, recall, intend, desire, love, care for, yearn after, wonder, suspect",Guess the meaning of the Onyomi reading,Text
"親,||シン||","intimacy, parents, relative","Kunyomi: おや,したしい,したしむ = parent, dealer (in card games), banker (in gambling),intimate, familiar, friendly,be intimate with, have a liking for, take habitually",Guess the meaning of the Onyomi reading,Text
"買,||バイ||","buying","Kunyomi: かう = buy, invest in, incur, appreciate, call in (geisha)",Guess the meaning of the Onyomi reading,Text
"帰,||キ||","return, take one's leave, come again, come around (time)","Kunyomi: かえる,かえす = return, take one's leave, come again, come around (time), send (someone) back",Guess the meaning of the Onyomi reading,Text
"顔,||ガン||","face, countenance","Kunyomi: かお = face, countenance, expression, honor, prestige",Guess the meaning of the Onyomi reading,Text
"書,||ショ||","handwriting, letter, note, book","Kunyomi: かく = write, compose, draw, paint",Guess the meaning of the Onyomi reading,Text
"数,||スウ,ス||","strength, fate, law, numbers, figures, numerical","Kunyomi: かず,かぞえる = number, figure,count, calculate, enumerate",Guess the meaning of the Onyomi reading,Text
"風,||フウ,フ||","wind, air, look, appearance, bearing, mien, deportment, manners, custom, trend, tone, tendency, way, fashion, manner, style, type, disposition, turn of mind, kind, vein, state, condition","Kunyomi: かぜ,かざ = wind, storm, breeze, draft, current of air, a cold",Guess the meaning of the Onyomi reading,Text
"方,||ホウ||","direction, way, side, part, square, way, method, means, scheme, process","Kunyomi: かた = direction, settlement, person",Guess the meaning of the Onyomi reading,Text
"形,||ケイ,ギョウ||","shape","Kunyomi: かた,かたち = shape, form, make, size, format, mark, pattern, design, personal appearance",Guess the meaning of the Onyomi reading,Text
"刀,||トウ||","sword, saber, knife, engraving tool","Kunyomi: かたな = sword, blade",Guess the meaning of the Onyomi reading,Text
"語,||ゴ||","word, speech, language, term","Kunyomi: かたる,かたらう = talk, tell, narrate, recite,chat, pledge one's troth, invite, entice, win, conspire with",Guess the meaning of the Onyomi reading,Text
"門,||モン||","gate, gateway, private school, class, counter for cannon","Kunyomi: かど = gate, door",Guess the meaning of the Onyomi reading,Text
"角,||カク||","angle, corner, square, squared timber, target","Kunyomi: かど,つの = corner, angle, edge, angularity, harshness, horn, feeler, tentacle",Guess the meaning of the Onyomi reading,Text
"紙,||シ||","paper","Kunyomi: かみ = paper",Guess the meaning of the Onyomi reading,Text
"体,||タイ,テイ||","the body, substance, object, reality, style, form, image counter,appearance, air, condition, state","Kunyomi: からだ = body, health",Guess the meaning of the Onyomi reading,Text
"考,||コウ||","thought, consideration, research, treatise","Kunyomi: かんがえる = think, consider, believe, suspect, be of the opinion, intend, expect, hope, fear, judge, conclude, imagine, suppose, regard as, be discreet, ponder over, reconsider, be prepared for, invent",Guess the meaning of the Onyomi reading,Text
"黄,||コウ,オウ||","yellow","Kunyomi: き,こ = yellow,turn yellow,yellow tint",Guess the meaning of the Onyomi reading,Text
"聞,||ブン,モン||","hear, listen to, learn of, inquire, follow advice","Kunyomi: きく,きこえる = hear, listen to, learn of, inquire, follow advice,be heard, sound, ring, seem, be well known, be reasonable",Guess the meaning of the Onyomi reading,Text
"北,||ホク||","north","Kunyomi: きた = north",Guess the meaning of the Onyomi reading,Text
"切,||セツ,サイ||","cut, chop, hash, carve, saw, clip, shear, slice, strip, fell, cut down, punch, sever (connections), pause, break off, disconnect, turn off, hang up, cross (a street), discount, sell below cost, s","Kunyomi: きる,きれる = cut, chop, hash, carve, saw, clip, shear, slice, strip, fell, cut down, punch, sever (connections), pause, break off, disconnect, turn off, hang up, cross (a street), discount, sell below cost, shake (water) off,cut well, be sharp, break, snap, wear out, be injured, burst, collapse, break off, be disconnected, be out of, expire, sever (connections) with, sharp, shrewd, less than",Guess the meaning of the Onyomi reading,Text
"食,||ショク,ジキ||","food, provisions, eating, meal, appetite","Kunyomi: くう,くらう,たべる = eat, subsist on, support oneself, consume, get (a scolding), encroach, bite at, gnaw at, (shoes) pinch, be cheated,drink, receive (a blow)",Guess the meaning of the Onyomi reading,Text
"国,||コク||","country","Kunyomi: くに = country, land, realm, province, native land",Guess the meaning of the Onyomi reading,Text
"首,||シュ||","head, neck, beginning, the first, poem and song counter","Kunyomi: くび = neck, head",Guess the meaning of the Onyomi reading,Text
"組,||ソ||","take part in, be implicated in, side with, support","Kunyomi: くむ,くみ = braid, plait, construct, assemble, cross (legs), fold (arms), unite with, cooperate with, grapple with,class, party, group, set, pack (of cards), suit, assortment, typesetting",Guess the meaning of the Onyomi reading,Text
"雲,||ウン||","cloud","Kunyomi: くも = cloud",Guess the meaning of the Onyomi reading,Text
"来,||ライ||","come,since (last month), for (ten days),next (year)","Kunyomi: くる,きたる,きたす = come, arrive, be due to, next, forthcoming,cause, bring about, produce,come to hand, approach, call on, come on (rain), set in, be due, become, grow, get, come from, be caused by, derive from",Guess the meaning of the Onyomi reading,Text
"黒,||コク||","black, dark","Kunyomi: くろ,くろい = black, dark, swarthy, browned, dirty",Guess the meaning of the Onyomi reading,Text
"毛,||モウ||","hair, tenth of a rin","Kunyomi: け = hair, fur, feather, down",Guess the meaning of the Onyomi reading,Text
"声,||セイ,ショウ||","voice, tone, alarm, cry, (bird) song, chirp","Kunyomi: こえ,こわ = voice, tone, alarm, cry, (bird) song, chirp",Guess the meaning of the Onyomi reading,Text
"心,||シン||","heart, mind, spirit, motive, sense (of duty), padding, wick, core, marrow, vitality","Kunyomi: こころ = mind, spirit, mentality, idea, thought, heart, feeling, wholeheartedness, sincerity, sympathy, attention, interest, care, will, intention, taste, mood, true meaning (of a poem)",Guess the meaning of the Onyomi reading,Text
"答,||トウ||","answer","Kunyomi: こたえる,こたえ = answer, respond, solve,solution",Guess the meaning of the Onyomi reading,Text
"米,||ベイ,マイ||","rice, U.S.A.","Kunyomi: こめ = rice",Guess the meaning of the Onyomi reading,Text
"里,||リ||","village, a Japanese league, 2.44 miles","Kunyomi: さと = village, hamlet, the country, parents' home",Guess the meaning of the Onyomi reading,Text
"知,||チ||","know, acquaintance, sense","Kunyomi: しる = know, understand, appreciate recognize, realize, notice, sense, feel, remember, infer, gather, be concerned with",Guess the meaning of the Onyomi reading,Text
"記,||キ||","account, narrative, history, annals, remembering, writing, the Kojiki","Kunyomi: しるす = write down, inscribe, mention, give an account of",Guess the meaning of the Onyomi reading,Text
"少,||ショウ||","few, small, young","Kunyomi: すくない,すこし = a small quantity, a little, a few, something, a little while, a short distance,few, a little, scarce, insufficient, seldom",Guess the meaning of the Onyomi reading,Text
"外,||ガイ,ゲ||","outside, without, beside, beyond the scope off","Kunyomi: そと,ほか,はずす,はずれる = outside, exterior, open air, some other place, outside, the rest, take off, remove, unfasten, undo, detach, disconnect, put out off gear, miss, fail, avoid, evade, dodge, be off, come off, be or get out of place, be out of gear, run off the track, slip out or off, be dislocated, be disconnected, be off the hook (a phone), be unbuttoned, be unzipped",Guess the meaning of the Onyomi reading,Text
"園,||エン||","garden, yard, plantation, farm","Kunyomi: その = garden, park",Guess the meaning of the Onyomi reading,Text
"高,||コウ||","high","Kunyomi: たかい,たか,たかまる,たかめる = high, tall, lofty, raised, elevated, eminent, exalted, noble, loud, stentorian, expensive, widely known,quantity, volume, amount, sum, rise (in prices), fief,rise, swell, be elevated, be promoted, increase,raise, lift, promote, elevate, improve, enhance, ennoble, heighten, boost",Guess the meaning of the Onyomi reading,Text
"直,||チョク,ジキ||","honesty, frankness, simplicity, correctness, being straight, night duty","Kunyomi: ただちに,なおす,なおる = be mended, get well, be restored, return to normal, be installed (as a legal wife), change (from third to second class),mend, repair, put in order, reform, correct, revise, amend, redo, alter, cure, restore, adjust, regulate, convert (money),immediately, directly, in person",Guess the meaning of the Onyomi reading,Text
"谷,||コク||","valley, dale, ravine, trough (of a wave), trough (in atmospheric pressure)","Kunyomi: たに = valley, dale, ravine, trough (of a wave), trough (in atmospheric pressure)",Guess the meaning of the Onyomi reading,Text
"楽,||ガク,ラク||","music, comfort, ease, relief, pleasure, concluding program","Kunyomi: たのしい,たのしむ = enjoy, amuse oneself, anticipate, merry, pleasant, cheerful, joyful",Guess the meaning of the Onyomi reading,Text
"近,||キン||","early, immediate, near, short (road), close by, akin to, nearby, bordering on, verge of, tantamount to, intimate, friendly","Kunyomi: ちかい = early, immediate, near, short (road), close by, akin to, nearby, bordering on, verge of, tantamount to, intimate, friendly",Guess the meaning of the Onyomi reading,Text
"父,||フ||","father","Kunyomi: ちち = father",Guess the meaning of the Onyomi reading,Text
"作,||サク,サ||","a work, a production, tillage, harvest, ridge (in a field)","Kunyomi: つくる = a work, a production, tillage, harvest, ridge (in a field)",Guess the meaning of the Onyomi reading,Text
"強,||キョウ,ゴウ||","strength, might, strong person","Kunyomi: つよい,つよまる,つよめる,しいる = strong, powerful, mighty, robust, vigorous, healthy, brave, courageous, severe, intense, durable, solid, get strong, strengthen, intensify, invigorate, confirm, emphasize, increase, redouble, force, coerce, constrain, compel",Guess the meaning of the Onyomi reading,Text
"寺,||ジ||","temple","Kunyomi: てら = temple",Guess the meaning of the Onyomi reading,Text
"戸,||コ||","house, door, family, counter for houses","Kunyomi: と = door",Guess the meaning of the Onyomi reading,Text
"遠,||エン,オン||","far, distant, remote, hard (of hearing)","Kunyomi: とおい = far, distant, remote, hard (of hearing)",Guess the meaning of the Onyomi reading,Text
"通,||ツウ,ツ||","pass, expert","Kunyomi: とおる,とおす,かよう = walk along, pass by, pass through, pass (exams), be knows as, be admissible, come in, be understood, reach, draw (on a piece), drain (as a sink), be consistent,let (someone) pass, pass (something) through, make way for, let in, admit, usher in, cut through, pierce, permeate, penetrate, carry one's point, persist in, look over (a book), keep on doing, continue, pose as, pass (a law), order (a meal),commute, attend (school), ply between, frequent (a place), go (for treatments), circulate, breathe, be charged with",Guess the meaning of the Onyomi reading,Text
"時,||ジ||","hour, o'clock, time, Buddhist sect originating in the thirteenth century","Kunyomi: とき = time, hour, moment, occasion, season, opportunity, the times, tense",Guess the meaning of the Onyomi reading,Text
"止,||シ||","stop, halt, stand still, pull up, cease, be interrupted, be discontinued, be choked, alight on, perch, roost, be held in position","Kunyomi: とまる,とめる = stop, halt, stand still, pull up, cease, be interrupted, be discontinued, be choked, alight on, perch, roost, be held in position,check, allay (pain), fasten, turn off, detain, forbid to do, dissuade",Guess the meaning of the Onyomi reading,Text
"友,||ユウ||","friend, companion, pal","Kunyomi: とも = friend, companion, pal",Guess the meaning of the Onyomi reading,Text
"鳥,||チョウ||","bird","Kunyomi: とり = bird, chicken, fowl",Guess the meaning of the Onyomi reading,Text
"長,||チョウ||","head, chief, headman, commander, director, manager, merit, forte, advantage, superiority, length","Kunyomi: ながい = long, lengthy",Guess the meaning of the Onyomi reading,Text
"半,||ハン||","half, odd number, semi, hemi, demi","Kunyomi: なかば = half, semi, middle, halfway, partly",Guess the meaning of the Onyomi reading,Text
"鳴,||メイ||","(animals and birds) cry, bark, chirp, etc,","Kunyomi: なく,なる,ならす = (animals and birds) cry, bark, chirp, etc,sound, ring, roar, (thunder) rumbles, (clocks) strike, boom, resound, echo, be famous, (fingers) itch for, sonorous, ringing, squeaky,blow (a whistle), beat (drums), clank, clink, clap, crack (a whip), smack (lips), cluck (one's tongue), honk, air (grievances), attain (celebrity)",Guess the meaning of the Onyomi reading,Text
"夏,||カ,ゲ||","summer","Kunyomi: なつ = summer",Guess the meaning of the Onyomi reading,Text
"何,||カ||","what","Kunyomi: なに,なん = what",Guess the meaning of the Onyomi reading,Text
"西,||セイ,サイ||","west","Kunyomi: にし = west",Guess the meaning of the Onyomi reading,Text
"野,||ヤ||","field, plain, the Opposition, civilian life, rustic","Kunyomi: の = field, plain",Guess the meaning of the Onyomi reading,Text
"後,||ゴ,コウ||","back, rear, behind","Kunyomi: のち,うしろ,あと,おくれる = after, since then, future, after one's death,back, rear, behind,results, remainder, sequel, posterity, successor, survivor, effect, influence, estate,be late, be delayed, be overdue, lag behind, (clocks) lose",Guess the meaning of the Onyomi reading,Text
"場,||ジョウ||","place, grounds, links, range, course, track, ring","Kunyomi: ば = place, site, space, seat, scene, occasion, situation",Guess the meaning of the Onyomi reading,Text
"羽,||ウ||","feather","Kunyomi: は,はね = feather, plumage, wing, blade, paddle, fan",Guess the meaning of the Onyomi reading,Text
"図,||ズ,ト||","drawing, plan, figure, cut, chart, diagram, illustration, graph","Kunyomi: はかる = measure, gauge, weigh, fathom, sound, compute, estimate, plan, devise, scheme, counsel with, have in mind, aim at, deceive, impose on",Guess the meaning of the Onyomi reading,Text
"計,||ケイ||","plan, scheme, trick, total, meter, gauge","Kunyomi: はかる,はからう = measure, gauge, weigh, fathom, sound, compute, estimate, manage, arrange, dispose of, see about, talk over",Guess the meaning of the Onyomi reading,Text
"走,||ソウ||","run, rush, flee, turn to, become, go to excess","Kunyomi: はしる = run, rush, flee, turn to, become, go to excess",Guess the meaning of the Onyomi reading,Text
"話,||ワ||","talk, speak, converse, tell, explain","Kunyomi: はなす,はなし = talk, speak, converse, tell, explain,chat, conversation, story, rumor, news, consultation, negotiations, facts, reasons",Guess the meaning of the Onyomi reading,Text
"母,||ボ||","mother, cause, motive","Kunyomi: はは = mother, cause, motive",Guess the meaning of the Onyomi reading,Text
"原,||ゲン||","original, primitive","Kunyomi: はら = field, plain, prairie, tundra, moor, wilderness",Guess the meaning of the Onyomi reading,Text
"春,||シュン||","spring","Kunyomi: はる = spring, springtime",Guess the meaning of the Onyomi reading,Text
"晴,||セイ||","clear up, (doubts) vanish, be refreshed","Kunyomi: はれる,はらす = clear up, (doubts) vanish, be refreshed,dispel, clear away (gloom), refresh (oneself)",Guess the meaning of the Onyomi reading,Text
"東,||トウ||","east","Kunyomi: ひがし = east",Guess the meaning of the Onyomi reading,Text
"光,||コウ||","light","Kunyomi: ひかる,ひかり = shine, glitter, sparkle, twinkle, flash,light, beam, glare, gleam, glimmer, glow, brightness, radiance, glitter, luster, influence (of parents)",Guess the meaning of the Onyomi reading,Text
"引,||イン||","draw, pull, haul, tug, jerk, drag, trail, bend, attract, lead (horses or captives), draw (lines), admit, install (utilities), quote, refer to, look up (words), subtract, reduce, apply, daub on, b","Kunyomi: ひく,ひける = draw, pull, haul, tug, jerk, drag, trail, bend, attract, lead (horses or captives), draw (lines), admit, install (utilities), quote, refer to, look up (words), subtract, reduce, apply, daub on, blunt (a sword), patronize, choose, draw (a line), catch (a cold), retreat, withdraw, retire, subside, close, be over, can discount, slink away",Guess the meaning of the Onyomi reading,Text
"昼,||チュウ||","daytime, midday","Kunyomi: ひる = daytime, midday, noon",Guess the meaning of the Onyomi reading,Text
"広,||コウ||","spread out, extend, reach to","Kunyomi: ひろい,ひろまる,ひろめる,ひろがる,ひろげる = spread out, extend, reach to,expand, enlarge, widen, unfurl, open (arms of a package), stretch, spread,be diffused, prevail, be propagated, prevade, be circulated, become popular,enlargel, disseminate, popularize, advertise, introduce, announcement, advertisement,wide, broad, extensive, spacious",Guess the meaning of the Onyomi reading,Text
"太,||タイ,タ||","get fat, gain, fill out","Kunyomi: ふとい,ふとる = get fat, gain, fill out,big, thick, burly, fat, deep, sonorous (voice), shameless, audacious, insolent",Guess the meaning of the Onyomi reading,Text
"船,||セン||","ship","Kunyomi: ふね,ふな = boat, ship, vessel, steamer, liner, barge, shipping, tank, trough, cistern, vat",Guess the meaning of the Onyomi reading,Text
"冬,||トウ||","winter","Kunyomi: ふゆ = winter",Guess the meaning of the Onyomi reading,Text
"古,||コ||","old","Kunyomi: ふるい,ふるす = old, aged, ancient, antiquated, stale, threadbare, outmoded, obsolete article",Guess the meaning of the Onyomi reading,Text
"星,||セイ,ショウ||","star","Kunyomi: ほし = star, spot, dot, mark, bull's eye, one's fortune, point, score",Guess the meaning of the Onyomi reading,Text
"細,||サイ||","get thin, taper off","Kunyomi: ほそい,ほそる,こまか,こまかい = get thin, taper off,fine (line), thin (voice), slender, narrow (trousers),small, fine, detailed, minor, trifling, elaborate, delicate, stingy, frugal, small (change)",Guess the meaning of the Onyomi reading,Text
"前,||ゼン||","before","Kunyomi: まえ = front, fore part, head (of a line), presence, ago, before, previously, (five minutes) to",Guess the meaning of the Onyomi reading,Text
"交,||コウ||","coming and going, association, change of seasons","Kunyomi: まじわる,まじえる,まじる,まざる,まぜる,かう,かわす = associate with, mingle with, interest, join,mix, converse with, cross (swords),blend, mingle, include, let in on,be mixed, be blended,exchange (messages), dodge, parry, avoid, turn aside",Guess the meaning of the Onyomi reading,Text
"丸,||ガン||","full (month), perfection, purity, the shipname suffix anciently used after the name of a sword or a child","Kunyomi: まる,まるい,まるめる = full (month), perfection, purity, the shipname suffix anciently used after the name of a sword or a child, make round, round off, roll up, curl up, seduce, cajole, explain away, round, circular, spherical",Guess the meaning of the Onyomi reading,Text
"回,||カイ,エ||","time, round, game, bout, heat, inning, innings, go around","Kunyomi: まわる,まわす = and, turn, go around, revolve, rotate, spin, gyrate, patrol, tour, take effect (medicine), be distributed, be past (time), be transferred, circularize, pass around, forward, transmit, refer to, transfer, lend money",Guess the meaning of the Onyomi reading,Text
"自,||ジ,シ||","oneself","Kunyomi: みずから = oneself, personally",Guess the meaning of the Onyomi reading,Text
"店,||テン||","shop, store","Kunyomi: みせ = shop, store, booth",Guess the meaning of the Onyomi reading,Text
"道,||ドウ,トウ||","district, province, prefecture, road","Kunyomi: みち = road, path, lane, way, street, highway, route, journey, distance, course, way, means, duty, morality, moral doctrine, teachings, specialty, an art, reason, justice",Guess the meaning of the Onyomi reading,Text
"南,||ナン,ナ||","south","Kunyomi: みなみ = south",Guess the meaning of the Onyomi reading,Text
"麦,||バク||","wheat, barley, oats, rye","Kunyomi: むぎ = wheat, barley, oats, rye",Guess the meaning of the Onyomi reading,Text
"室,||シツ||","room, apartment, compartment, chamber","Kunyomi: むろ = greenhouse, (ice) house, cellar",Guess the meaning of the Onyomi reading,Text
"用,||ヨウ||","business, work, function, errand, engagement, use, service, expenses, call of nature,for, used for","Kunyomi: もちいる = use, adopt (a method), employ",Guess the meaning of the Onyomi reading,Text
"元,||ゲン,ガン||","yuan, origin, New Year’s Day, first year of an era,Gen Mongol (dynasty)","Kunyomi: もと = beginning, origin, foundation, basis, source, cause, root (of a tree), (raw) material, base, capital, principal, cost, forebears, formerly",Guess the meaning of the Onyomi reading,Text
"矢,||シ||","arrow","Kunyomi: や = arrow",Guess the meaning of the Onyomi reading,Text
"社,||シャ||","Shinto shrine, association, firm, company, office","Kunyomi: やしろ = Shinto shrine",Guess the meaning of the Onyomi reading,Text
"雪,||セツ||","snow, snowfall","Kunyomi: ゆき = snow, snowfall",Guess the meaning of the Onyomi reading,Text
"弓,||キュウ||","bow, violin bow","Kunyomi: ゆみ = bow, archery, violin bow, bow shape",Guess the meaning of the Onyomi reading,Text
"夜,||ヤ||","night","Kunyomi: よ,よる = evening, night, nighttime, at night",Guess the meaning of the Onyomi reading,Text
"読,||ドク,トク,トウ||","reading","Kunyomi: よむ = read, peruse, understand, read (one's heart), guess, divine",Guess the meaning of the Onyomi reading,Text
"弱,||ジャク||","weakness, the weak","Kunyomi: よわい,よわる,よわまる,よわめる = weaken, be emaciated, be dejected, be perplexed,impair, enfeeble,weak, feeble, frail, tender, unskilled, weak (alcoholic beverage)",Guess the meaning of the Onyomi reading,Text
"分,||ブン,フン,ブ||","dividing, part, segment, share, ration, rate, degree, one's lot, one's status, relation, duty, kind, lot,a minute of time, onesixtieth of a degree, onetenth of a momme,rate, part, percentage, one","Kunyomi: わける,わかれる,わかる,わかつ = understand, comprehend, know, be known, be identified, be open to reason, be sensible, can tell (what will happen), appreciate, be announced, be discovered, recognize,divide, split, separate, isolate, distribute, share, distinguish, spare,share with, distinguish between,branch off, diverge from, fork, split, be divided, part with, be divorced, bid farewell, break up, disperse, scatter",Guess the meaning of the Onyomi reading,Text
"draw, pull, haul, tug, jerk, drag, trail, bend, attract, lead (horses or captives), draw (lines), admit, install (utilities), quote, refer to, look up (words), subtract, reduce, apply, daub on, blunt (a sword), patronize, choose, draw (a line), catch (a cold), retreat, withdraw, retire, subside, close, be over, can discount, slink away [**Kun**]","引,ひく,ひける","Onyomi: イン = draw, pull, haul, tug, jerk, drag, trail, bend, attract, lead (horses or captives), draw (lines), admit, install (utilities), quote, refer to, look up (words), subtract, reduce, apply, daub on, blunt (a sword), patronize, choose, draw (a line), catch (a cold), retreat, withdraw, retire, subside",Guess the romaji equivalent of the Kunyomi reading,Text
"feather, plumage, wing, blade, paddle, fan [**Kun**]","羽,は,はね","Onyomi: ウ = feather",Guess the romaji equivalent of the Kunyomi reading,Text
"cloud [**Kun**]","雲,くも","Onyomi: ウン = cloud",Guess the romaji equivalent of the Kunyomi reading,Text
"garden, park [**Kun**]","園,その","Onyomi: エン = garden, yard, plantation, farm",Guess the romaji equivalent of the Kunyomi reading,Text
"far, distant, remote, hard (of hearing) [**Kun**]","遠,とおい","Onyomi: エン,オン = far, distant, remote, hard (of hearing)",Guess the romaji equivalent of the Kunyomi reading,Text
"sing, recite, chant, carol, poem, tanka, ballad, poetry, singing [**Kun**]","歌,うた,うたう","Onyomi: カ = sing, recite, chant, carol",Guess the romaji equivalent of the Kunyomi reading,Text
"what [**Kun**]","何,なに,なん","Onyomi: カ = what",Guess the romaji equivalent of the Kunyomi reading,Text
"house, home, residence, housing, family, household, family name, fortune, shop, store, seller, dealer [**Kun**]","家,いえ,や","Onyomi: カ,ケ = house",Guess the romaji equivalent of the Kunyomi reading,Text
"summer [**Kun**]","夏,なつ","Onyomi: カ,ゲ = summer",Guess the romaji equivalent of the Kunyomi reading,Text
"sea, ocean [**Kun**]","海,うみ","Onyomi: カイ = sea, ocean",Guess the romaji equivalent of the Kunyomi reading,Text
"meet, interview [**Kun**]","会,あう","Onyomi: カイ,エ = Buddhist ceremony, understanding, meeting, assembly, party, association, club",Guess the romaji equivalent of the Kunyomi reading,Text
"and, turn, go around, revolve, rotate, spin, gyrate, patrol, tour, take effect (medicine), be distributed, be past (time), be transferred, circularize, pass around, forward, transmit, refer to, transfer, lend money [**Kun**]","回,まわる,まわす","Onyomi: カイ,エ = time, round, game, bout, heat, inning, innings, go around",Guess the romaji equivalent of the Kunyomi reading,Text
