Question,Answer,Comment,Instruction,Render as
"陛,||ヘイ||","steps (of the throne)","",Guess the meaning of the Onyomi reading,Text
"預,||ヨ||","place in custody, deposit, leave with, entrust with, commit to, give","Kunyomi: あずける,あずかる = place in custody, deposit, leave with, entrust with, commit to, give,take charge of, receive on deposit, undertake to do, call off (as a tie), refrain from, receive, enjoy",Guess the meaning of the Onyomi reading,Text
"暖,||ダン||","warmth","Kunyomi: あたたか,あたたかい,あたたまる,あたためる = warm, heat,warm oneself, sun oneself, get warm,mild, genial, cordial",Guess the meaning of the Onyomi reading,Text
"穴,||ケツ||","hole, aperture, slit, gap, stop (of musical instrument), eyelet, cavity, socket, cave, den, hiding place, pit, fault, defect, deficit, grave, dark horse","Kunyomi: あな = hole, aperture, slit, gap, stop (of musical instrument), eyelet, cavity, socket, cave, den, hiding place, pit, fault, defect, deficit, grave, dark horse",Guess the meaning of the Onyomi reading,Text
"危,||キ||","be afraid of, feel uneasy about, shrink from","Kunyomi: あぶない,あやうい,あやぶむ = fear, have misgivings, be doubtful, mistrust, dangerous, critical, grave, uncertain, unreliable, limping, narrow, close, watch out",Guess the meaning of the Onyomi reading,Text
"誤,||ゴ||","err, be mistaken, do wrong, mislead","Kunyomi: あやまる = err, be mistaken, do wrong, mislead",Guess the meaning of the Onyomi reading,Text
"洗,||セン||","wash, inquire into, probe","Kunyomi: あらう = wash, inquire into, probe",Guess the meaning of the Onyomi reading,Text
"著,||チョ||","literary work","Kunyomi: あらわす,いちじるしい = write, publish,remarkable, phenomenal",Guess the meaning of the Onyomi reading,Text
"泉,||セン||","spring, fountain (head), source","Kunyomi: いずみ = spring, fountain (head), source",Guess the meaning of the Onyomi reading,Text
"痛,||ツウ||","pain","Kunyomi: いたい,いたむ,いためる = feel a pain, hurt, be hurt, be damaged, be spoiled, be bruised, wear out, be worn out,injure, impair, spoil, worry, bother, afflict, cause pain,painful, sore, trying",Guess the meaning of the Onyomi reading,Text
"頂,||チョウ||","head, top of the head, top, summit, peak, spire","Kunyomi: いただく,いただき = be crowned with, wear, live under (a ruler), install (a president), receive, accept, buy, take, eat, drink",Guess the meaning of the Onyomi reading,Text
"至,||シ||","go, proceed, come, arrive, reach, attain, result in, lead to","Kunyomi: いたる = go, proceed, come, arrive, reach, attain, result in, lead to",Guess the meaning of the Onyomi reading,Text
"否,||ヒ||","no, noes","Kunyomi: いな = no, nay",Guess the meaning of the Onyomi reading,Text
"射,||シャ||","archery, shooting","Kunyomi: いる = shoot",Guess the meaning of the Onyomi reading,Text
"承,||ショウ||","receive, accept, take, get, obtain, catch (a ball), stop (a blow), parry, answer (the phone), undergo (an operation), take (an exam), sustain (a loss), be exposed to (ridicule), face, front of, i","Kunyomi: うけたまわる = hear, listen to, be informed",Guess the meaning of the Onyomi reading,Text
"疑,||ギ||","doubt, distrust, be suspicious of","Kunyomi: うたがう = doubt, distrust, be suspicious of",Guess the meaning of the Onyomi reading,Text
"討,||トウ||","attack, defeat, destroy, conquer","Kunyomi: うつ = attack, defeat, destroy, conquer",Guess the meaning of the Onyomi reading,Text
"映,||エイ||","reflecting, projection","Kunyomi: うつる,うつす,はえる = shine, be brilliant, look attractive, be reflected, match, harmonize, be becoming, be taken (a photo), copy, transcribe, duplicate, reproduce, trace, describe, picture, photograph",Guess the meaning of the Onyomi reading,Text
"敬,||ケイ||","respect, honor, revere","Kunyomi: うやまう = respect, honor, revere, venerate",Guess the meaning of the Onyomi reading,Text
"裏,||リ||","inside","Kunyomi: うら = reverse, wrong side, undersurface, inside, palm, sole, opposite, back, rear, lining, last half (of an inning)",Guess the meaning of the Onyomi reading,Text
"熟,||ジュク||","ripen, mellow, mature, acquire skill, be ripe for, become popular (as a word)","Kunyomi: うれる = ripen, mellow, mature, acquire skill, be ripe for, become popular (as a word)",Guess the meaning of the Onyomi reading,Text
"拝,||ハイ||","worship","Kunyomi: おがむ = worship, pray to, adore, reverence, look at (with reverence)",Guess the meaning of the Onyomi reading,Text
"補,||ホ||","assistant, learner","Kunyomi: おぎなう = supply, make good, make up (losses), stop (a gap), offset, piece out, compensate for, supplement",Guess the meaning of the Onyomi reading,Text
"厳,||ゲン,ゴン||","strictness, severity","Kunyomi: おごそか,きびしい = austere, majestic, severe, strict",Guess the meaning of the Onyomi reading,Text
"幼,||ヨウ||","infancy, childhood, infants, children","Kunyomi: おさない = infant",Guess the meaning of the Onyomi reading,Text
"納,||ノウ,ナッ,ナ,ナン,トウ||","obtain, reap, dedicate, consecrate, pay, supply, store, finish, collect, restore, replace, accept (a present), burry, gather, rally (troops), sheathe (the sword)","Kunyomi: おさめる,おさまる = obtain, reap, dedicate, consecrate, pay, supply, store, finish, collect, restore, replace, accept (a present), burry, gather, rally (troops), sheathe (the sword),be paid, be restored, stay (in the stomach), look composed, be contented, be satisfied, be settled",Guess the meaning of the Onyomi reading,Text
"収,||シュウ||","income","Kunyomi: おさめる,おさまる = obtain, reap, dedicate, consecrate, pay, supply, store, finish, collect, restore, replace, accept (a present), bury, gather, rally (troops), sheathe (the sword),be paid, be restored, stay (in the stomach), look composed, be contented, be satisfied, be settled",Guess the meaning of the Onyomi reading,Text
"推,||スイ||","conjecture","Kunyomi: おす = infer, conclude, guess, suppose, recommend, support",Guess the meaning of the Onyomi reading,Text
"訪,||ホウ||","visit, call on","Kunyomi: おとずれる,たずねる = visit, call on,look up",Guess the meaning of the Onyomi reading,Text
"己,||コ,キ||","sixth","Kunyomi: おのれ = oneself, myself, yourself",Guess the meaning of the Onyomi reading,Text
"降,||コウ||","going down, surrender","Kunyomi: おりる,おろす,ふる = fall, drop, come down (rain, etc.),come down, go down, step down, descend, get off, land,take down, lower, pull down, lift down, let down, drop, launch, let off (passengers), wear (for the first time), cause (abortion), grate, invoke, exercise, borrow (in subtraction), lock",Guess the meaning of the Onyomi reading,Text
"蚕,||サン||","silk worm","Kunyomi: かいこ = silk worm",Guess the meaning of the Onyomi reading,Text
"片,||ヘン||","leaf, sheet, petal, flake","Kunyomi: かた = one (eye, etc.), single (shift, etc.), oneway, onesided",Guess the meaning of the Onyomi reading,Text
"難,||ナン||","trouble, difficulty, accident, disaster, defect, criticism","Kunyomi: かたい,むずかしい = impossible,hard, difficult, delicate, troublesome, doubtful, hopeless, stern, sullen, hard to please, serious, technical",Guess the meaning of the Onyomi reading,Text
"敵,||テキ||","enemy, foe, opponent","Kunyomi: かたき = enemy, competitor, revenge",Guess the meaning of the Onyomi reading,Text
"担,||タン||","carry, raise","Kunyomi: かつぐ,になう = shoulder (a load),carry on the shoulder, bear a burden",Guess the meaning of the Onyomi reading,Text
"奏,||ソウ||","play (an instrument)","Kunyomi: かなでる = play (an instrument)",Guess the meaning of the Onyomi reading,Text
"革,||カク||","tanned leather","Kunyomi: かわ = skin, hide, leather, fur, pelt, bark, peeling, husk, shell, film, cream",Guess the meaning of the Onyomi reading,Text
"刻,||コク||","time, carving, engraving, cutting","Kunyomi: きざむ = cut fine, chop up, mince, hash, carve (images), engrave (seals), chisel, cut, notch",Guess the meaning of the Onyomi reading,Text
"傷,||ショウ||","wound, injury","Kunyomi: きず,いたむ,いためる = wound, injury, hurt, cut, gash, bruise, scratch, scar, weak point,feel a pain, be hurt, be damaged, be spoiled, be bruised, wear out, be worn out,injure, impair, spoil, worry, bother, afflict, cause pain",Guess the meaning of the Onyomi reading,Text
"絹,||ケン||","silk, silk thread","Kunyomi: きぬ = silk, silk thread",Guess the meaning of the Onyomi reading,Text
"蔵,||ゾウ||","storehoure, warehouse, godown, cellar, depository, treasury, granary, elevator","Kunyomi: くら = storehoure, warehouse, godown, cellar, depository, treasury, granary, elevator",Guess the meaning of the Onyomi reading,Text
"暮,||ボ||","live, make a living, spend (one's time)","Kunyomi: くれる,くらす = live, make a living, spend (one's time),get dark, (the sun) sets, (the season) ends, (time) passes, be overwhelmed",Guess the meaning of the Onyomi reading,Text
"異,||イ||","uncommonness, strangeness, queerness, difference","Kunyomi: こと = differ, vary, be unusual",Guess the meaning of the Onyomi reading,Text
"困,||コン||","be distressed be in trouble, be destitute, be embarrassed, be perplexed, be annoyed","Kunyomi: こまる = be distressed be in trouble, be destitute, be embarrassed, be perplexed, be annoyed",Guess the meaning of the Onyomi reading,Text
"探,||タン||","search, look for, explore, spy upon, sound out, probe (a wound)","Kunyomi: さぐる,さがす = search, look for, explore, spy upon, sound out, probe (a wound)",Guess the meaning of the Onyomi reading,Text
"障,||ショウ||","hinder, interfere with, affect, hurt, harm","Kunyomi: さわる = hinder, interfere with, affect, hurt, harm",Guess the meaning of the Onyomi reading,Text
"潮,||チョウ||","tide, salt water, opportunity","Kunyomi: しお = tide, salt water, opportunity",Guess the meaning of the Onyomi reading,Text
"舌,||ゼツ||","tongue, reed, clapper","Kunyomi: した = tongue, reed, clapper",Guess the meaning of the Onyomi reading,Text
"従,||ジュウ,ショウ,ジュ||","secondary, incidental, subordinate, accessory, junior, retainer, follow","Kunyomi: したがう,したがえる = obey, submit to, comply with, observe (a law), follow, accompany,be accompanied by, take (someone) with you, subjugate, subdue",Guess the meaning of the Onyomi reading,Text
"退,||タイ||","retreat, withdraw, retire, resign","Kunyomi: しりぞく,しりぞける = retreat, withdraw, retire, resign,repel, drive away, expel, depose, keep away, reject, turn down",Guess the meaning of the Onyomi reading,Text
"吸,||キュウ||","inhale, imbibe, sip, suck, suck out","Kunyomi: すう = inhale, imbibe, sip, suck, suck out",Guess the meaning of the Onyomi reading,Text
"姿,||シ||","figure, form, shape, appearance, attire, posture, oneself, portrait, aspect","Kunyomi: すがた = figure, form, shape, appearance, attire, posture, oneself, portrait, aspect",Guess the meaning of the Onyomi reading,Text
"筋,||キン||","muscle, sinew, tendon","Kunyomi: すじ = muscle, sinew, tendon, vein, fiber, string, line, stripe, streak, plot, plan, reason, logic, circumstances, thread, sequence, quarters, sources, authorities, lineage, strain, stock, descent, grain, texture",Guess the meaning of the Onyomi reading,Text
"捨,||シャ||","throw away, discard, abandon, desert, give up, renounce, relinquish, resign, lay down (one's life), part with, sacrifice, reject, condemn","Kunyomi: すてる = throw away, discard, abandon, desert, give up, renounce, relinquish, resign, lay down (one's life), part with, sacrifice, reject, condemn",Guess the meaning of the Onyomi reading,Text
"砂,||サ,シャ||","sand","Kunyomi: すな = sand",Guess the meaning of the Onyomi reading,Text
"済,||サイ||","end, do without, avoid, be excusable, need not","Kunyomi: すむ,すます = end, do without, avoid, be excusable, need not,finish up, settle (one's account), make do",Guess the meaning of the Onyomi reading,Text
"座,||ザ||","seat, cushion, throne, a gathering, stand, pedestal, platform, (metal) washer, theater, troupe, constellation","Kunyomi: すわる = squat down, sit down, (eyes) are fixed on",Guess the meaning of the Onyomi reading,Text
"背,||ハイ||","back, behind","Kunyomi: せ,せい,そむく,そむける = act contrary to, go back on, disobey, defy, rebel against, turn one's back on,look away from, avert,back, back side, stature, height, ridge,stature",Guess the meaning of the Onyomi reading,Text
"銭,||セン||","onehundredth of a yen, coin","Kunyomi: ぜに = money",Guess the meaning of the Onyomi reading,Text
"沿,||エン||","following along","Kunyomi: そう = run along, lie along, be situated on",Guess the meaning of the Onyomi reading,Text
"供,||キョウ,ク||","offer, present, submit, serve (a meal), supply","Kunyomi: そなえる,とも = offer, sacrifice, dedicte, attendant, companion, retinue",Guess the meaning of the Onyomi reading,Text
"染,||セン||","be dyed, be imbued with, be tainted with","Kunyomi: そめる,そまる,しみる,しみ = be dyed, be imbued with, be tainted with,dye, color, paint,soak in, permeate, infiltrate, pierce (as a wind), be imbued with, be influenced by, smart, be sensitive to pain,stain, blot, spot, smudge",Guess the meaning of the Onyomi reading,Text
"宝,||ホウ||","treasure","Kunyomi: たから = treasure, valuables, wealth, jewels, mammon",Guess the meaning of the Onyomi reading,Text
"裁,||サイ||","judge","Kunyomi: たつ,さばく = judge,cut out (a suit), sever, cut off, shut off, interrupt, abstain from, eradicate, suppress",Guess the meaning of the Onyomi reading,Text
"尊,||ソン||","value, prize, esteem, respect, honor, revere","Kunyomi: たっとい,とうとい,たっとぶ,とうとぶ = value, prize, esteem, respect, honor, revere, valuable, precious, noble, exalted, priceless, sacred",Guess the meaning of the Onyomi reading,Text
"貴,||キ||","value, prize, esteem, respect, honor, revere","Kunyomi: たっとい,とうとい,たっとぶ,とうとぶ = value, prize, esteem, respect, honor, revere, valuable, precious, noble, exalted, venerable",Guess the meaning of the Onyomi reading,Text
"縦,||ジュウ||","length, height","Kunyomi: たて = length, height, warp",Guess the meaning of the Onyomi reading,Text
"卵,||ラン||","ovum","Kunyomi: たまご = egg, spawn, roe, (an expert) in the making",Guess the meaning of the Onyomi reading,Text
"垂,||スイ||","suspend, hang down, slouch","Kunyomi: たれる,たらす = suspend, hang down, slouch,hang, droop, drop, lower, pull down, dangle, sag, drip, ooze, trickle, leave behind (at death), give, confer",Guess the meaning of the Onyomi reading,Text
"俵,||ヒョウ||","bag, bale, sack, bag counter","Kunyomi: たわら = bag, bale, sack, bag counter",Guess the meaning of the Onyomi reading,Text
"乳,||ニュウ||","milk, the breasts, loop","Kunyomi: ちち,ち = milk, the breasts, loop",Guess the meaning of the Onyomi reading,Text
"縮,||シュク||","shrink, contract, shrivel, wrinkle","Kunyomi: ちぢむ,ちぢまる,ちぢめる,ちぢれる,ちぢらす = shrink, contract, shrivel, wrinkle,be shortened, be contracted, be reduced, be abridged, be abbreviated, wrinkle,shorten, contract, reduce, boil down, simplify, abbreviate, abridge, condense, compress, crumple, withdraw,be wavy, curl, be corrugated, be wrinkled,curl, crinkle, crimp",Guess the meaning of the Onyomi reading,Text
"就,||シュウ,ジュ||","settle in (place), take (a seat), take (a position), depart, study (under a teacher)","Kunyomi: つく,つける = settle in (place), take (a seat), take (a position), depart, study (under a teacher)",Guess the meaning of the Onyomi reading,Text
"机,||キ||","desk, table","Kunyomi: つくえ = desk, table",Guess the meaning of the Onyomi reading,Text
"創,||ソウ||","wound, injury, hurt, cut, gash, bruise, scratch, scar, weak point","Kunyomi: つくる = ",Guess the meaning of the Onyomi reading,Text
"勤,||キン,ゴン||","be fit for, be equal to, function properly","Kunyomi: つとめる,つとまる = be fit for, be equal to, function properly, serve, fill a post, serve under, exert oneself, endeavor, work, be diligent, play (the part of)",Guess the meaning of the Onyomi reading,Text
"閉,||ヘイ||","shut, close","Kunyomi: とじる,とざす,しめる,しまる = shut, close,lock, fasten, plunge (in grief)",Guess the meaning of the Onyomi reading,Text
"亡,||ボウ,モウ||","my late, the late, dying, being destroyed","Kunyomi: ない = the late, the deceased",Guess the meaning of the Onyomi reading,Text
"並,||ヘイ||","line up, be in a row, rank with, rival, equal","Kunyomi: なみ,ならべる,ならぶ,ならびに = line up, be in a row, rank with, rival, equal,arrange, place in order, marshal, put side by side, display, serve (food), enumerate, compare with,common, ordinary, average,and, besides, as well as",Guess the meaning of the Onyomi reading,Text
"値,||チ||","price, cost, value","Kunyomi: ね,あたい = price, cost, value",Guess the meaning of the Onyomi reading,Text
"除,||ジョ,ジ||","division (in math)","Kunyomi: のぞく = remove, abolish, cancel, exclude, except",Guess the meaning of the Onyomi reading,Text
"臨,||リン||","face, front on, border on, meet, be confronted by, be on the verge of, attend, assist at, deal with, rule over, command a view of, deign to, visit, call on, come upon, come up to","Kunyomi: のぞむ = face, front on, border on, meet, be confronted by, be on the verge of, attend, assist at, deal with, rule over, command a view of, deign to, visit, call on, come upon, come up to",Guess the meaning of the Onyomi reading,Text
"延,||エン||","stretching","Kunyomi: のびる,のべる,のばす = extend, lengthen, stretch, spread, be postponed, increase, grow, progress, develop, be straightened, be flattened, be smoothed, be exhausted, let (nails) grow, straighten, uncoil, spread out, reach out, postpone, dilute, smooth out, develop (talents), amass (riches), make (a bed), widen",Guess the meaning of the Onyomi reading,Text
"灰,||カイ||","ashes","Kunyomi: はい = ashes",Guess the meaning of the Onyomi reading,Text
"鋼,||コウ||","steel","Kunyomi: はがね = steel",Guess the meaning of the Onyomi reading,Text
"激,||ゲキ||","get excited, be agitated, be enraged, be exasperated, chafe, urge, encourage, incite","Kunyomi: はげしい = violent, vehement, furious, severe, acute, intense, extreme, passionate, heated, stormy (applause), tempestuous (temperament), mighty",Guess the meaning of the Onyomi reading,Text
"腹,||フク||","belly, stomach","Kunyomi: はら = abdomen, belly, bowels, stomach,  heart, mind, intention, courage, spirit, pluck, anger, womb, thickest or widest part",Guess the meaning of the Onyomi reading,Text
"針,||シン||","needle","Kunyomi: はり = needle, pin, staple, fishhook, stinger, spine (of a fish), thorn, stitch, (watch) hand, (phonograph) needle, (hypodermic) needle, sting, molehill, acupuncture",Guess the meaning of the Onyomi reading,Text
"秘,||ヒ||","secret","Kunyomi: ひめる = conceal, keep a secret",Guess the meaning of the Onyomi reading,Text
"奮,||フン||","be invigorated, be spirited, flourish","Kunyomi: ふるう = be invigorated, be spirited, flourish",Guess the meaning of the Onyomi reading,Text
"紅,||コウ,ク||","red, crimson","Kunyomi: べに,くれない = red, crimson, rouge, lipstick,deep red, crimson",Guess the meaning of the Onyomi reading,Text
"朗,||ロウ||","clear, bright, serene, melodious, cheerful, sunny","Kunyomi: ほがらか = clear, bright, serene, melodious, cheerful, sunny",Guess the meaning of the Onyomi reading,Text
"干,||カン||","parch, get dry, ebb, recede","Kunyomi: ほす,ひる = parch, get dry, ebb, recede, dry, desiccate, drain (off), drink up, dry up",Guess the meaning of the Onyomi reading,Text
"欲,||ヨク||","covetousness, greed, passion, desire, craving, appetite","Kunyomi: ほっする,ほしい = desire, want",Guess the meaning of the Onyomi reading,Text
"骨,||コツ||","bone, remains, knack","Kunyomi: ほね = bone, skeleton, frame, rib (of an umbrella), grit, backbone, effort, pains",Guess the meaning of the Onyomi reading,Text
"巻,||カン||","volume, book, part, reel","Kunyomi: まく,まき = roll up, wind, coil, tie around, wind up, roll (of silk), volume, book, winding (of a clock)",Guess the meaning of the Onyomi reading,Text
"誠,||セイ||","admonish, warn, prohibit","Kunyomi: まこと = sincerity, honesty, fidelity, truth",Guess the meaning of the Onyomi reading,Text
"窓,||ソウ||","window","Kunyomi: まど = window",Guess the meaning of the Onyomi reading,Text
"操,||ソウ||","manipulate, operate, steer, pull strings","Kunyomi: みさお,あやつる = manipulate, operate, steer, pull strings,chastity, virginity, constancy, fidelity, honor",Guess the meaning of the Onyomi reading,Text
"乱,||ラン||","riot, rebellion, war","Kunyomi: みだれる,みだす = put in disorder, disturb, agitate, corrupt, derange (the mind),be out of order, be confused, be disturbed, be disorganized, be demoralized, be lax, be disheveled",Guess the meaning of the Onyomi reading,Text
"認,||ニン||","witness, sight, discern, authorize, recognize, appreciate, approve of, judge, conclude, believe, regard as","Kunyomi: みとめる = witness, sight, discern, authorize, recognize, appreciate, approve of, judge, conclude, believe, regard as",Guess the meaning of the Onyomi reading,Text
"源,||ゲン||","source, origin","Kunyomi: みなもと = source, origin",Guess the meaning of the Onyomi reading,Text
"蒸,||ジョウ||","steam, heat up (with steam), be close, be sultry, foment, poultice","Kunyomi: むす,むれる,むらす = steam, heat up (with steam), be close, be sultry, foment, poultice,be stuffy, get musty, moulder, heat,cook by steam",Guess the meaning of the Onyomi reading,Text
"胸,||キョウ||","chest, breast, bosom, heart, mind, feelings","Kunyomi: むね,むな = chest, breast, bosom, heart, mind, feelings",Guess the meaning of the Onyomi reading,Text
"専,||セン||","mainly, sorely,","Kunyomi: もっぱら = mainly, sorely,",Guess the meaning of the Onyomi reading,Text
"盛,||セイ,ジョウ||","prosper, flourish, copulate (animals)","Kunyomi: もる,さかる,さかん = serve, fill, heap up, prescribe or give (medicine), poison, mark out, graduate,prosperous, successful (meeting), energetic, enthusiastic, popular, furious (attack), keen (competition), extensive, large",Guess the meaning of the Onyomi reading,Text
"優,||ユウ||","actor, superiority, gentleness","Kunyomi: やさしい,すぐれる = excel, surpass, have advantages over, be excellent,gentle, tender, graceful, affectionate, kind, amiable, suave",Guess the meaning of the Onyomi reading,Text
"善,||ゼン||","good, goodness, right, virtue","Kunyomi: よい = good, goodnatured, pleasing, precious, noble, lovely, beautiful, fine, lucky, efficacious, right, suitable, justifiable, appropriate, satisfactory, better, all right, unnecessary, no objection, intimate, friendly, easy, well, desirous",Guess the meaning of the Onyomi reading,Text
"装,||ソウ,ショウ||","dress, spruce up, pretend, disguise, profess","Kunyomi: よそおう = dress, spruce up, pretend, disguise, profess",Guess the meaning of the Onyomi reading,Text
"呼,||コ||","call, call out to, invoke, summon, invite, attract, send for, name, designate, bring about","Kunyomi: よぶ = call, call out to, invoke, summon, invite, attract, send for, name, designate, bring about",Guess the meaning of the Onyomi reading,Text
"若,||ジャク,ニャク||","if","Kunyomi: わかい,もしくは = young, juvenile, youthful, younger, junior, immature, inexperienced, low number,or, otherwise",Guess the meaning of the Onyomi reading,Text
"訳,||ヤク||","translation","Kunyomi: わけ = meaning, sense, reason, cause, circumstances, the case, understanding (between them)",Guess the meaning of the Onyomi reading,Text
"忘,||ボウ||","forget, be forgetful of, forget about, forget (an article)","Kunyomi: わすれる = forget, be forgetful of, forget about, forget (an article)",Guess the meaning of the Onyomi reading,Text
"私,||シ||","I, private affairs","Kunyomi: わたくし,わたし = I, myself, private (affairs)",Guess the meaning of the Onyomi reading,Text
"割,||カツ||","divide, cut, halve, separate, split, rip, break, crack, smash, dilute","Kunyomi: わる,わり,われる,さく = divide, break, rate, percentage",Guess the meaning of the Onyomi reading,Text
"我,||ガ||","ego, self, selfishness, egotism","Kunyomi: われ,わ = I, oneself, self, ego",Guess the meaning of the Onyomi reading,Text
"reach, arrive, be received, be attentive, be realized,report, notice, forwarding, delivery [**Kun**]","届,とどける,とどく","",Guess the romaji equivalent of the Kunyomi reading,Text
"stump, shares, stocks, connections, business, counter for small plants [**Kun**]","株,かぶ","",Guess the romaji equivalent of the Kunyomi reading,Text
"differ, vary, be unusual [**Kun**]","異,こと","Onyomi: イ = uncommonness, strangeness, queerness, difference",Guess the romaji equivalent of the Kunyomi reading,Text
"shine, be brilliant, look attractive, be reflected, match, harmonize, be becoming, be taken (a photo), copy, transcribe, duplicate, reproduce, trace, describe, picture, photograph [**Kun**]","映,うつる,うつす,はえる","Onyomi: エイ = reflecting, projection",Guess the romaji equivalent of the Kunyomi reading,Text
"run along, lie along, be situated on [**Kun**]","沿,そう","Onyomi: エン = following along",Guess the romaji equivalent of the Kunyomi reading,Text
"extend, lengthen, stretch, spread, be postponed, increase, grow, progress, develop, be straightened, be flattened, be smoothed, be exhausted, let (nails) grow, straighten, uncoil, spread out, reach out, postpone, dilute, smooth out, develop (talents), amass (riches), make (a bed), widen [**Kun**]","延,のびる,のべる,のばす","Onyomi: エン = stretching",Guess the romaji equivalent of the Kunyomi reading,Text
"I, oneself, self, ego [**Kun**]","我,われ,わ","Onyomi: ガ = ego, self, selfishness, egotism",Guess the romaji equivalent of the Kunyomi reading,Text
"ashes [**Kun**]","灰,はい","Onyomi: カイ = ashes",Guess the romaji equivalent of the Kunyomi reading,Text
"skin, hide, leather, fur, pelt, bark, peeling, husk, shell, film, cream [**Kun**]","革,かわ","Onyomi: カク = tanned leather",Guess the romaji equivalent of the Kunyomi reading,Text
"divide, break, rate, percentage [**Kun**]","割,わる,わり,われる,さく","Onyomi: カツ = divide, cut, halve, separate, split, rip, break, crack, smash, dilute",Guess the romaji equivalent of the Kunyomi reading,Text
"parch, get dry, ebb, recede, dry, desiccate, drain (off), drink up, dry up [**Kun**]","干,ほす,ひる","Onyomi: カン = parch, get dry, ebb, recede",Guess the romaji equivalent of the Kunyomi reading,Text
"roll up, wind, coil, tie around, wind up, roll (of silk), volume, book, winding (of a clock) [**Kun**]","巻,まく,まき","Onyomi: カン = volume, book, part, reel",Guess the romaji equivalent of the Kunyomi reading,Text
"fear, have misgivings, be doubtful, mistrust, dangerous, critical, grave, uncertain, unreliable, limping, narrow, close, watch out [**Kun**]","危,あぶない,あやうい,あやぶむ","Onyomi: キ = be afraid of, feel uneasy about, shrink from",Guess the romaji equivalent of the Kunyomi reading,Text
"desk, table [**Kun**]","机,つくえ","Onyomi: キ = desk, table",Guess the romaji equivalent of the Kunyomi reading,Text
"doubt, distrust, be suspicious of [**Kun**]","疑,うたがう","Onyomi: ギ = doubt, distrust, be suspicious of",Guess the romaji equivalent of the Kunyomi reading,Text
"value, prize, esteem, respect, honor, revere, valuable, precious, noble, exalted, venerable [**Kun**]","貴,たっとい,とうとい,たっとぶ,とうとぶ","Onyomi: キ = value, prize, esteem, respect, honor, revere",Guess the romaji equivalent of the Kunyomi reading,Text
"inhale, imbibe, sip, suck, suck out [**Kun**]","吸,すう","Onyomi: キュウ = inhale, imbibe, sip, suck, suck out",Guess the romaji equivalent of the Kunyomi reading,Text
"chest, breast, bosom, heart, mind, feelings [**Kun**]","胸,むね,むな","Onyomi: キョウ = chest, breast, bosom, heart, mind, feelings",Guess the romaji equivalent of the Kunyomi reading,Text
"offer, sacrifice, dedicte, attendant, companion, retinue [**Kun**]","供,そなえる,とも","Onyomi: キョウ,ク = offer, present, submit, serve (a meal), supply",Guess the romaji equivalent of the Kunyomi reading,Text
"muscle, sinew, tendon, vein, fiber, string, line, stripe, streak, plot, plan, reason, logic, circumstances, thread, sequence, quarters, sources, authorities, lineage, strain, stock, descent, grain, texture [**Kun**]","筋,すじ","Onyomi: キン = muscle, sinew, tendon",Guess the romaji equivalent of the Kunyomi reading,Text
"be fit for, be equal to, function properly, serve, fill a post, serve under, exert oneself, endeavor, work, be diligent, play (the part of) [**Kun**]","勤,つとめる,つとまる","Onyomi: キン,ゴン = be fit for, be equal to, function properly",Guess the romaji equivalent of the Kunyomi reading,Text
"respect, honor, revere, venerate [**Kun**]","敬,うやまう","Onyomi: ケイ = respect, honor, revere",Guess the romaji equivalent of the Kunyomi reading,Text
"violent, vehement, furious, severe, acute, intense, extreme, passionate, heated, stormy (applause), tempestuous (temperament), mighty [**Kun**]","激,はげしい","Onyomi: ゲキ = get excited, be agitated, be enraged, be exasperated, chafe, urge, encourage, incite",Guess the romaji equivalent of the Kunyomi reading,Text
"hole, aperture, slit, gap, stop (of musical instrument), eyelet, cavity, socket, cave, den, hiding place, pit, fault, defect, deficit, grave, dark horse [**Kun**]","穴,あな","Onyomi: ケツ = hole, aperture, slit, gap, stop (of musical instrument), eyelet, cavity, socket, cave, den, hiding place, pit, fault, defect, deficit, grave, dark horse",Guess the romaji equivalent of the Kunyomi reading,Text
"silk, silk thread [**Kun**]","絹,きぬ","Onyomi: ケン = silk, silk thread",Guess the romaji equivalent of the Kunyomi reading,Text
"source, origin [**Kun**]","源,みなもと","Onyomi: ゲン = source, origin",Guess the romaji equivalent of the Kunyomi reading,Text
"austere, majestic, severe, strict [**Kun**]","厳,おごそか,きびしい","Onyomi: ゲン,ゴン = strictness, severity",Guess the romaji equivalent of the Kunyomi reading,Text
"call, call out to, invoke, summon, invite, attract, send for, name, designate, bring about [**Kun**]","呼,よぶ","Onyomi: コ = call, call out to, invoke, summon, invite, attract, send for, name, designate, bring about",Guess the romaji equivalent of the Kunyomi reading,Text
"err, be mistaken, do wrong, mislead [**Kun**]","誤,あやまる","Onyomi: ゴ = err, be mistaken, do wrong, mislead",Guess the romaji equivalent of the Kunyomi reading,Text
"oneself, myself, yourself [**Kun**]","己,おのれ","Onyomi: コ,キ = sixth",Guess the romaji equivalent of the Kunyomi reading,Text
"fall, drop, come down (rain, etc.),come down, go down, step down, descend, get off, land,take down, lower, pull down, lift down, let down, drop, launch, let off (passengers), wear (for the first time), cause (abortion), grate, invoke, exercise, borrow (in subtraction), lock [**Kun**]","降,おりる,おろす,ふる","Onyomi: コウ = going down, surrender",Guess the romaji equivalent of the Kunyomi reading,Text
"steel [**Kun**]","鋼,はがね","Onyomi: コウ = steel",Guess the romaji equivalent of the Kunyomi reading,Text
